Nodes: 60
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.330520 6.636674
1: 0.384043 3.416708
2: 0.757750 16.439917
3: 1.964752 32.382059
4: 2.324295 13.236450
5: 2.365698 28.983775
6: 2.692659 5.052407
7: 3.222175 25.255525
8: 3.691443 14.943066
9: 4.418211 2.365637
10: 5.770924 25.384033
11: 6.653330 12.909906
12: 6.940766 20.521300
13: 8.518797 29.057517
14: 8.673905 16.901495
15: 8.770436 19.709378
16: 8.893681 3.215257
17: 9.126695 24.450965
18: 10.406407 14.392756
19: 11.190582 20.221835
20: 11.908477 28.259253
21: 12.124899 12.274319
22: 12.326066 17.760054
23: 12.385006 8.824945
24: 12.582214 32.693852
25: 13.162056 21.685726
26: 14.052329 15.691234
27: 14.475165 9.265061
28: 16.279352 11.463095
29: 16.560480 32.493270
30: 16.760664 5.130913
31: 16.986822 24.490691
32: 18.063308 16.944399
33: 18.080032 9.019028
34: 18.135225 19.767718
35: 19.710219 14.021195
36: 20.449090 24.903565
37: 20.703952 16.238751
38: 21.212122 8.316505
39: 21.247889 30.466584
40: 21.792679 23.039271
41: 22.624596 6.101444
42: 22.691374 17.572189
43: 23.181280 0.681372
44: 23.259571 10.180738
45: 23.579648 28.263984
46: 24.699836 16.803216
47: 24.761786 22.050276
48: 25.907107 6.311196
49: 26.832497 28.886149
50: 27.953105 21.344503
51: 28.064107 9.848543
52: 28.151721 2.867836
53: 28.521999 18.889443
54: 28.597762 12.348870
55: 28.786747 30.105804
56: 30.034373 21.035172
57: 32.020707 3.676926
58: 32.273411 17.008582
59: 32.442136 19.589019
Edges
(0,1)
(1,2)
(1,4)
(2,18)
(2,26)
(3,29)
(4,23)
(4,28)
(4,30)
(4,43)
(5,13)
(6,43)
(7,14)
(7,37)
(8,11)
(9,16)
(9,43)
(10,13)
(10,25)
(10,37)
(11,28)
(12,14)
(12,15)
(12,44)
(12,57)
(15,22)
(15,51)
(17,20)
(18,21)
(18,28)
(19,37)
(19,51)
(20,29)
(23,30)
(24,29)
(25,39)
(25,46)
(26,33)
(26,41)
(27,30)
(28,30)
(29,39)
(30,48)
(30,52)
(30,57)
(31,47)
(31,55)
(32,54)
(34,46)
(34,50)
(35,51)
(36,40)
(36,50)
(37,54)
(37,58)
(38,41)
(38,48)
(39,45)
(42,46)
(44,51)
(45,55)
(47,50)
(49,50)
(50,55)
(53,58)
(55,56)
(55,59)
(56,58)
(56,59)
