Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.046133 94.955452
1: 0.863876 18.553165
2: 1.008080 54.968210
3: 1.174424 67.773227
4: 1.633632 90.620752
5: 2.302195 87.486456
6: 2.673782 47.979764
7: 3.244186 69.434137
8: 3.488537 33.325508
9: 3.535417 5.649161
10: 3.772471 67.214859
11: 4.098793 83.624728
12: 5.084258 20.993978
13: 5.859332 94.560648
14: 6.187890 90.470424
15: 6.941672 61.413471
16: 7.610018 64.119325
17: 9.037868 20.355215
18: 10.278363 24.083533
19: 10.393265 30.968764
20: 10.717290 58.328098
21: 12.466904 56.388407
22: 14.219817 22.982175
23: 14.867273 4.558320
24: 14.949096 6.861041
25: 15.875569 30.643692
26: 16.919271 25.426882
27: 17.003563 95.227606
28: 17.576608 80.708172
29: 17.682294 40.218310
30: 18.195324 51.326237
31: 18.220625 35.742048
32: 18.498714 67.537733
33: 18.931443 55.997321
34: 19.272651 73.199941
35: 22.416864 31.757187
36: 22.970328 17.919452
37: 23.075453 42.665422
38: 24.629058 19.847998
39: 24.654489 6.022370
40: 27.904742 70.441706
41: 28.053584 88.180828
42: 28.170929 5.715636
43: 28.517331 27.900528
44: 28.634447 77.982099
45: 28.670017 48.893659
46: 29.197215 57.608843
47: 29.454992 93.151091
48: 31.416196 69.907893
49: 31.704766 90.914831
50: 32.168949 37.294727
51: 32.255383 95.598080
52: 32.390396 86.915307
53: 32.497862 73.581336
54: 33.136323 41.913788
55: 33.308336 58.602258
56: 33.619764 63.592205
57: 34.382466 81.245011
58: 34.982948 75.815306
59: 35.292070 13.644410
60: 35.517844 87.565642
61: 35.661367 57.727243
62: 36.359328 73.089836
63: 36.609255 51.930086
64: 36.991134 26.288596
65: 37.712916 70.878529
66: 38.873613 24.390659
67: 38.971803 35.047754
68: 39.173763 49.386371
69: 39.677314 83.541203
70: 39.821220 7.033756
71: 39.899834 79.436513
72: 40.706987 58.876001
73: 42.110475 22.894740
74: 42.707466 56.836932
75: 43.002419 83.611721
76: 43.565828 38.752247
77: 44.028496 93.440028
78: 44.108281 52.365836
79: 44.301202 89.454592
80: 44.391766 59.396987
81: 46.119642 12.247031
82: 46.449100 26.928108
83: 47.015473 72.123498
84: 48.332100 33.922834
85: 48.837217 21.521228
86: 49.602788 0.294256
87: 49.756773 80.704840
88: 49.845157 56.263785
89: 50.053303 88.051419
90: 50.992240 46.829771
91: 51.206314 37.777437
92: 51.741676 20.342313
93: 52.332969 68.002230
94: 52.757508 17.944520
95: 52.844977 53.993664
96: 53.690270 49.393959
97: 53.856326 10.226408
98: 53.902872 64.356744
99: 54.612733 78.944525
100: 55.327772 70.253757
101: 55.560011 36.489189
102: 56.129535 67.024840
103: 56.204728 89.009274
104: 57.476276 14.248963
105: 59.097471 76.407719
106: 61.112558 63.175117
107: 61.215888 92.648348
108: 61.360192 80.938891
109: 61.773397 32.931512
110: 62.305265 40.223139
111: 63.349169 67.725962
112: 63.985036 71.820206
113: 64.177117 30.789501
114: 64.369442 27.772766
115: 64.582374 64.788521
116: 65.040476 92.564056
117: 65.188260 23.829143
118: 65.771859 87.471346
119: 66.099110 74.078344
120: 66.333875 30.984942
121: 66.813111 18.827245
122: 68.005578 44.046498
123: 68.244139 15.325782
124: 68.497967 19.984489
125: 68.971297 87.030915
126: 69.282813 76.962027
127: 69.552705 25.544963
128: 69.669650 74.052838
129: 69.945558 63.566109
130: 70.193510 84.389719
131: 70.246284 12.854245
132: 70.353624 92.230702
