Nodes: 20
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.160554 0.032173
1: 0.328680 9.016329
2: 1.478842 7.290183
3: 1.745220 4.144019
4: 2.234478 9.787631
5: 2.361959 0.342207
6: 4.297790 1.397784
7: 4.518641 5.386339
8: 5.429870 11.513189
9: 7.310962 6.193147
10: 7.813723 8.459798
11: 8.368974 3.393467
12: 8.446616 12.905478
13: 10.102302 6.238020
14: 10.145526 11.001448
15: 10.757508 8.314266
16: 11.758190 4.835644
17: 12.625379 7.336935
18: 12.723274 10.114194
19: 12.956469 3.232031
Edges
(0,1)
(0,3)
(0,5)
(1,2)
(1,3)
(2,3)
(2,4)
(3,5)
(3,6)
(4,7)
(4,8)
(4,10)
(5,6)
(6,7)
(7,11)
(8,10)
(8,12)
(9,10)
(9,13)
(10,13)
(11,16)
(13,17)
(14,18)
(15,17)
(15,18)
(17,19)
