Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.702091 5.016382
1: 1.227031 41.962583
2: 1.382791 14.963834
3: 2.443731 43.716121
4: 2.694296 73.115071
5: 2.864291 5.507811
6: 3.482341 1.284741
7: 3.548350 58.772674
8: 3.562615 84.269440
9: 3.718319 32.758489
10: 3.954991 87.373876
11: 4.849269 39.039935
12: 4.961840 45.312344
13: 5.471444 34.885605
14: 7.762530 67.982671
15: 8.049712 36.062780
16: 8.535620 56.851212
17: 9.876327 33.133830
18: 10.604272 10.016253
19: 10.640173 89.682251
20: 10.679506 75.444360
21: 10.865416 54.654361
22: 11.786210 18.790119
23: 11.924716 6.073065
24: 12.088561 52.080938
25: 12.735318 80.307480
26: 12.774419 82.476859
27: 12.941915 63.090780
28: 13.431353 72.808824
29: 13.598876 44.389993
30: 14.010229 65.061502
31: 14.255848 86.309726
32: 15.332771 39.410040
33: 15.935242 75.440677
34: 16.776755 4.010217
35: 16.891982 51.356210
36: 17.384256 20.503951
37: 17.941426 53.140408
38: 18.973215 23.153016
39: 19.337348 6.870177
40: 20.214515 25.220921
41: 20.310118 44.425861
42: 21.767275 7.609546
43: 21.882654 30.835921
44: 21.948845 71.468433
45: 22.902256 46.947225
46: 23.287183 16.448584
47: 23.623468 31.986950
48: 24.079875 18.780565
49: 24.297930 43.157919
50: 26.013820 28.437732
51: 26.023400 81.654927
52: 26.273432 72.027043
53: 26.549873 32.744380
54: 26.881184 59.596736
55: 27.650711 30.484465
56: 27.887980 57.528138
57: 28.272012 19.589153
58: 30.322590 5.656461
59: 30.346783 16.361442
60: 30.388872 19.613251
61: 30.486691 43.225101
62: 30.521217 39.134110
63: 30.677186 25.556728
64: 30.919496 61.598024
65: 30.920837 34.301774
66: 31.055809 89.954661
67: 32.443992 14.770704
68: 32.617510 50.161388
69: 33.546113 83.281173
70: 34.436557 62.100610
71: 34.769002 78.294757
72: 34.973031 89.068176
73: 35.108130 69.807317
74: 35.510431 18.055641
75: 36.023439 20.264924
76: 36.086441 45.303172
77: 36.156777 2.994726
78: 36.358817 42.269204
79: 36.557531 85.912494
80: 36.705598 24.265732
81: 37.319645 39.575428
82: 39.320625 45.547179
83: 40.101597 16.564577
84: 41.385004 76.267546
85: 41.388418 20.881053
86: 41.628652 85.849451
87: 42.066790 29.501113
88: 43.384610 48.359212
89: 43.815009 69.323108
90: 43.832248 11.352370
91: 45.121770 76.599527
92: 45.687130 56.499846
93: 46.198798 12.106019
94: 47.600835 71.720228
95: 47.633507 35.448531
96: 47.940457 25.767340
97: 48.018369 51.613576
98: 48.450134 39.691713
99: 49.386643 2.232104
100: 50.905503 5.392379
101: 51.089263 51.134011
102: 51.142746 78.164672
103: 53.294563 17.084965
104: 53.609022 54.041706
105: 53.742052 35.650026
106: 54.381783 80.705521
107: 54.474758 59.379544
108: 54.655547 13.064969
109: 55.368128 7.691381
110: 56.490536 0.276385
111: 57.294590 52.796048
112: 57.370985 32.197274
113: 57.635909 56.303318
114: 57.698439 30.186445
115: 58.377838 49.832925
116: 59.475588 66.070718
117: 59.674965 38.774636
118: 59.858501 43.654815
119: 59.915758 15.288889
120: 60.664285 26.238829
121: 61.398520 67.926609
122: 62.250729 51.174527
123: 62.473881 90.447650
124: 62.514345 54.223276
125: 62.947195 30.112487
126: 63.462229 72.616879
127: 63.614212 19.879191
128: 64.932092 56.077019
129: 65.701455 32.404568
130: 65.755991 37.940322
131: 65.997252 77.759797
132: 66.096083 57.957099
