Nodes: 20
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.088358 13.726224
1: 0.380164 4.086985
2: 2.449517 9.756698
3: 2.522615 14.851910
4: 2.585352 12.618445
5: 3.851295 0.958741
6: 4.191871 4.610495
7: 4.375441 8.922759
8: 6.169477 2.602223
9: 6.725502 14.652727
10: 6.871303 11.834903
11: 7.061137 7.616522
12: 7.790773 0.012682
13: 8.885547 13.695825
14: 9.967474 7.937812
15: 11.248650 14.120590
16: 11.365467 3.703787
17: 13.105168 0.043154
18: 13.773317 5.776984
19: 14.347853 11.982644
Edges
(0,1)
(0,2)
(0,4)
(1,5)
(2,4)
(3,9)
(4,7)
(4,9)
(5,8)
(5,12)
(6,8)
(8,11)
(8,12)
(9,13)
(10,13)
(10,14)
(13,15)
(14,15)
(14,16)
(14,19)
(15,19)
(16,17)
(16,18)
(17,18)
(18,19)
