Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.165999 32.948683
1: 0.306865 50.585565
2: 0.345282 79.650469
3: 0.929070 61.118532
4: 1.046634 68.610664
5: 1.235393 75.556324
6: 1.853410 7.069010
7: 2.209612 23.980875
8: 3.946321 42.530407
9: 4.666541 45.613675
10: 5.506309 97.047637
11: 5.927743 94.744806
12: 6.811501 26.260847
13: 7.013267 58.717398
14: 7.983572 6.017860
15: 8.483645 82.728386
16: 8.583150 8.248660
17: 8.585444 49.633424
18: 10.082685 86.875340
19: 10.854831 26.271874
20: 11.057073 39.940935
21: 11.652618 96.497084
22: 11.747308 84.705163
23: 12.630691 60.053715
24: 12.631618 8.543351
25: 12.878423 30.189763
26: 13.106132 81.312649
27: 13.533154 35.023585
28: 13.690610 2.652275
29: 13.844609 12.531765
30: 15.551318 91.992861
31: 15.657650 33.085369
32: 16.040767 73.488578
33: 16.683132 56.707350
34: 17.262177 14.475792
35: 17.404801 47.339700
36: 17.464440 53.465938
37: 17.862885 61.951572
38: 19.334932 26.727678
39: 20.998436 9.139063
40: 21.034275 76.710550
41: 21.594306 68.427093
42: 22.238672 56.795043
43: 22.452383 36.251665
44: 22.476494 45.463132
45: 23.554123 32.997248
46: 23.871293 23.900812
47: 23.962685 5.649861
48: 25.747943 31.987387
49: 25.837083 86.323650
50: 26.810497 23.867931
51: 26.934569 10.485930
52: 26.979090 88.748941
53: 27.346938 75.781618
54: 27.506471 46.226938
55: 27.630945 79.198341
56: 27.920257 21.059219
57: 29.650378 10.369176
58: 29.911814 17.064212
59: 30.762123 44.335919
60: 31.637083 96.892305
61: 32.019613 3.864873
62: 33.336224 77.335808
63: 36.273722 48.564655
64: 37.348120 40.120728
65: 38.330823 61.070452
66: 38.580636 26.163844
67: 38.954581 82.157371
68: 39.055279 52.789548
69: 39.104228 17.161291
70: 39.507896 3.701044
71: 39.981506 19.098278
72: 40.331465 23.377523
73: 40.760624 76.553675
74: 40.923633 56.366405
75: 41.804753 78.981715
76: 42.198706 46.249209
77: 44.408302 2.573107
78: 44.519153 80.142199
79: 44.935035 34.234018
80: 46.293066 76.519060
81: 46.440566 17.683743
82: 46.909025 62.575341
83: 48.309729 51.250251
84: 49.538931 62.725560
85: 50.061459 58.225064
86: 51.126410 79.699149
87: 51.803413 67.695193
88: 52.265699 40.453069
89: 52.999552 18.806166
90: 53.894162 96.648682
91: 54.007902 91.793902
92: 54.350111 62.406422
93: 54.791640 17.853674
94: 55.235655 6.097446
95: 55.265863 57.330511
96: 55.267536 81.097467
97: 55.486378 50.336045
98: 55.829969 34.765418
99: 55.968672 60.138502
100: 56.585000 39.098441
101: 56.880979 91.164692
102: 56.917407 66.529749
103: 57.074218 24.307968
104: 61.710505 49.661726
105: 61.928610 91.171088
106: 63.992986 48.404803
107: 64.299570 32.564251
108: 64.983405 28.086256
109: 65.099896 2.803614
110: 66.041035 22.030879
111: 66.363750 88.922610
112: 66.677077 73.592562
113: 66.757254 91.237855
114: 67.629651 93.273309
115: 67.965336 13.097505
116: 68.447752 62.000339
117: 68.465849 59.421985
118: 68.926021 43.414568
119: 69.142211 26.252481
120: 69.208071 23.078411
121: 69.396007 35.549417
122: 69.616464 18.137927
123: 70.280312 52.081635
124: 71.134256 4.799344
125: 72.479419 61.877734
126: 73.079981 51.302694
127: 73.848080 96.951273
128: 74.144969 77.853181
129: 74.653487 1.340964
130: 74.665651 10.335791
131: 75.203506 70.464084
132: 75.998293 32.240431
