Nodes: 300
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.031518 126.795932
1: 0.097396 97.379561
2: 0.555819 93.362795
3: 0.997992 101.192566
4: 1.614785 124.659290
5: 2.096957 88.174857
6: 3.018428 45.511301
7: 3.213158 64.168129
8: 3.264368 0.037491
9: 3.643808 61.851778
10: 3.763609 43.043098
11: 4.188193 114.792578
12: 4.582961 55.852074
13: 4.705692 122.824158
14: 4.737004 21.085613
15: 5.164877 88.746130
16: 5.400125 112.598992
17: 5.428196 25.877681
18: 5.600791 110.107254
19: 5.612650 61.435942
20: 7.481239 1.906271
21: 7.703867 33.273542
22: 8.334480 117.464786
23: 8.667176 19.098469
24: 8.960549 133.439311
25: 9.135876 23.052070
26: 9.858097 52.527079
27: 10.658879 64.480343
28: 11.183039 40.648332
29: 11.611675 42.607571
30: 11.778577 20.981676
31: 11.834263 97.102979
32: 11.855474 30.370826
33: 11.880271 60.691628
34: 11.889085 82.336863
35: 12.800004 123.005232
36: 13.839955 116.039283
37: 14.415562 60.646143
38: 14.754123 138.941206
39: 15.016619 35.578123
40: 16.139346 102.347599
41: 16.210570 50.014297
42: 16.513984 69.460391
43: 16.831885 132.477278
44: 16.987359 22.491492
45: 17.572537 41.854460
46: 19.575032 113.030792
47: 20.319669 86.284098
48: 20.553074 37.436706
49: 20.749687 24.916404
50: 20.763028 11.561270
51: 21.208432 51.738428
52: 21.559312 120.399282
53: 22.343630 112.423632
54: 22.789907 66.320916
55: 22.961617 94.271723
56: 23.467718 37.404571
57: 23.559244 69.399302
58: 23.799545 52.386689
59: 24.901925 48.927431
60: 25.022575 66.006845
61: 25.027404 27.877171
62: 25.087530 84.222375
63: 25.408514 117.606144
64: 25.461826 34.212491
65: 25.570307 96.142818
66: 26.025753 14.733603
67: 26.135778 37.506992
68: 26.754689 32.250635
69: 27.254328 7.442176
70: 27.669575 4.179633
71: 27.860974 96.910564
72: 28.322403 1.913475
73: 28.756042 124.344776
74: 28.801577 105.773438
75: 29.446121 10.507754
76: 30.029143 122.172944
77: 30.101943 54.118808
78: 30.161994 6.418195
79: 30.381222 107.412797
80: 30.390708 45.358857
81: 31.038241 51.524357
82: 31.572274 33.799801
83: 31.702844 94.964305
84: 33.785972 93.624190
85: 34.072878 43.210965
86: 34.204861 9.816791
87: 35.775053 109.963343
88: 35.906920 71.772983
89: 36.030764 100.242474
90: 36.151406 30.870933
91: 36.164207 130.937251
92: 36.223677 11.771873
93: 36.738561 88.177463
94: 37.690836 105.893390
95: 38.453559 15.555560
96: 38.864715 138.067820
97: 40.166542 22.025734
98: 41.076899 9.920789
99: 41.110522 126.811130
100: 41.162170 26.085522
101: 41.377760 63.727040
102: 44.139162 115.033079
103: 44.863865 28.605272
104: 44.999587 119.989368
105: 45.858952 56.747589
106: 45.947490 132.680438
107: 46.414941 126.476145
108: 46.549241 74.967190
109: 46.621661 14.536001
110: 46.899298 28.125659
111: 47.001244 36.462739
112: 47.587694 121.499198
113: 47.803728 113.538634
114: 48.759000 96.859729
115: 49.039210 57.561516
116: 49.150481 35.809418
117: 51.192983 38.967953
118: 51.925880 105.851568
119: 51.956546 84.735680
120: 51.973857 119.285173
121: 52.024452 18.592367
122: 52.347800 64.130206
123: 52.923330 116.856897
124: 54.245798 136.040877
125: 54.431831 101.527002
126: 54.706269 46.958092
127: 55.140139 92.710611
128: 55.315856 103.555368
129: 55.407026 15.160562
130: 56.895031 79.351849
131: 57.989486 7.616130
132: 58.769703 4.264975
