Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.772507 49.161044
1: 0.963222 11.866528
2: 1.495773 19.056362
3: 2.143059 24.395917
4: 3.467004 5.292186
5: 3.731667 65.998649
6: 4.757878 68.775423
7: 5.116933 59.084370
8: 5.124739 0.582784
9: 6.009530 18.863890
10: 6.829112 33.950265
11: 8.792869 36.473225
12: 8.812211 42.560692
13: 9.924184 40.854177
14: 10.768853 27.717784
15: 10.815788 63.077601
16: 11.039961 18.050267
17: 12.004019 46.327454
18: 12.042097 76.968889
19: 12.707934 51.010999
20: 12.718203 64.707445
21: 13.068930 30.765999
22: 13.235635 15.675873
23: 13.747856 72.635302
24: 15.351050 59.126652
25: 15.453984 65.856047
26: 16.111371 48.083889
27: 16.780708 54.206300
28: 17.575172 25.782004
29: 18.091383 64.805446
30: 18.599215 40.739749
31: 18.853406 30.142896
32: 18.961620 58.583564
33: 20.652664 17.465812
34: 21.199512 40.423921
35: 21.469700 10.208361
36: 21.866401 44.905256
37: 22.329934 21.567908
38: 22.869209 50.875913
39: 24.327970 0.334847
40: 25.301051 5.395395
41: 27.970573 7.907077
42: 28.490112 48.054778
43: 28.754492 70.614733
44: 28.799348 36.392099
45: 28.960962 26.803659
46: 29.009532 52.926813
47: 29.087958 34.381081
48: 29.325057 65.791130
49: 32.027487 1.737486
50: 32.052382 52.209331
51: 32.229869 64.818431
52: 33.584611 10.740183
53: 35.595481 24.862936
54: 35.708919 8.583936
55: 35.949846 15.230898
56: 35.966490 47.794903
57: 36.808072 35.314466
58: 37.596513 32.884761
59: 37.633239 52.886748
60: 37.820557 66.572898
61: 38.076144 37.380673
62: 39.004398 8.768146
63: 39.405448 5.665006
64: 41.484809 3.216313
65: 41.785373 72.205040
66: 41.786422 68.299510
67: 41.815385 6.956633
68: 41.823170 17.325803
69: 42.647558 53.588780
70: 43.348731 37.547361
71: 43.470589 49.597044
72: 43.526113 42.168260
73: 44.282116 9.526718
74: 44.819610 0.291417
75: 44.981723 71.033560
76: 45.758980 74.608414
77: 46.555297 27.632903
78: 46.852752 39.026304
79: 47.137469 32.432749
80: 47.755721 61.317827
81: 47.956087 8.991236
82: 49.006787 71.561971
83: 49.213856 12.895059
84: 49.801305 49.354898
85: 50.344210 38.612175
86: 50.380895 21.538586
87: 50.553141 56.920378
88: 51.310840 75.830173
89: 52.550692 35.057295
90: 52.610959 16.231597
91: 53.854696 55.115726
92: 54.113657 7.994063
93: 54.436561 71.200979
94: 55.191977 31.633047
95: 55.655429 66.312017
96: 55.692784 20.917645
97: 56.406394 53.171078
98: 57.505246 74.031497
99: 57.635416 16.952449
100: 58.580315 23.222680
101: 58.790016 5.647885
102: 58.851240 57.798487
103: 59.309699 18.270622
104: 59.453869 39.615136
105: 59.459849 42.069340
106: 62.162314 33.527695
107: 62.604395 29.720982
108: 62.635349 45.930275
109: 63.198748 16.445861
110: 63.221033 68.000047
111: 63.589441 2.656417
112: 63.736168 19.185652
113: 64.243135 77.035021
114: 64.376556 58.578129
115: 65.270635 69.395082
116: 65.705300 0.905134
117: 65.897812 28.433177
118: 66.076240 75.516259
119: 66.473163 8.784922
120: 67.851345 65.738908
121: 69.032350 33.120839
122: 69.379558 18.634905
123: 69.695547 35.315758
124: 70.159759 67.848359
125: 70.668200 65.896029
126: 71.330938 44.196335
127: 72.096732 52.932430
128: 72.122247 26.362481
129: 72.657839 62.075717
130: 72.799509 35.882105
131: 74.479975 71.148227
132: 74.743938 46.989437
