Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.404546 5.766557
1: 1.367340 68.717135
2: 2.671918 49.336459
3: 3.168578 20.738908
4: 3.299177 1.195752
5: 3.472223 11.703550
6: 3.512159 24.999755
7: 4.301150 4.470086
8: 4.805138 33.936593
9: 6.808402 37.451731
10: 7.059285 76.086372
11: 7.099674 49.510159
12: 7.651471 42.269895
13: 7.809050 45.507716
14: 7.844838 64.395363
15: 8.972784 17.030488
16: 9.179978 55.595108
17: 10.301129 67.734989
18: 11.077616 85.937982
19: 11.221394 59.356390
20: 13.149798 80.549007
21: 13.361094 40.363782
22: 14.029305 16.278502
23: 14.204651 26.433743
24: 14.803716 46.790112
25: 16.007262 36.216766
26: 16.350099 63.097181
27: 16.367306 78.460534
28: 16.764582 82.234486
29: 17.778095 84.073945
30: 18.575526 59.141918
31: 18.660848 10.821357
32: 19.083013 53.605199
33: 19.108471 28.568771
34: 19.804141 84.381790
35: 19.936479 1.608943
36: 20.141368 92.403022
37: 20.633261 3.783095
38: 21.043562 51.008854
39: 21.254426 48.422051
40: 21.507268 24.218274
41: 21.541886 85.672849
42: 22.766913 37.451185
43: 22.993253 89.230527
44: 23.373334 41.051718
45: 23.535759 17.538148
46: 23.567875 29.313170
47: 24.253290 80.640436
48: 24.660192 67.811987
49: 26.407572 90.035985
50: 26.648744 76.980675
51: 28.221775 70.871416
52: 28.420542 32.889587
53: 28.448430 59.877863
54: 29.651132 50.616194
55: 30.783169 12.801964
56: 31.747299 67.854083
57: 33.360242 76.151017
58: 33.438749 84.723591
59: 34.078997 11.522440
60: 34.112127 64.553463
61: 34.563725 44.274181
62: 35.652652 36.640524
63: 36.062487 52.853703
64: 37.255100 24.447714
65: 37.291428 63.671616
66: 37.999345 19.298805
67: 38.513703 56.586726
68: 39.242073 45.213942
69: 39.999861 79.067515
70: 40.468774 25.792234
71: 40.523710 84.739376
72: 40.543379 18.584194
73: 41.399055 37.628800
74: 41.710776 86.962087
75: 41.892784 43.119686
76: 42.072020 16.898102
77: 42.081170 14.751145
78: 43.414863 37.261688
79: 43.681703 0.876984
80: 43.846602 45.537291
81: 44.775561 21.250318
82: 44.964673 34.757152
83: 44.966316 92.962529
84: 45.044653 50.660862
85: 45.560242 81.188835
86: 46.360217 23.219549
87: 46.580460 52.896072
88: 46.651131 74.808647
89: 47.354319 63.469972
90: 47.731914 91.770130
91: 47.984752 55.188873
92: 48.031838 9.130800
93: 48.292057 13.992648
94: 48.591463 84.231922
95: 49.765838 18.945335
96: 50.935632 51.489862
97: 51.050472 89.785633
98: 52.921058 52.000366
99: 53.489818 45.061362
100: 53.981108 72.572262
101: 54.227769 48.536155
102: 54.704285 57.417309
103: 55.479669 89.913166
104: 56.196133 83.930000
105: 56.609598 14.780192
106: 56.792242 6.661451
107: 56.956563 79.638106
108: 57.824350 61.407280
109: 58.074847 89.222355
110: 58.356336 83.704227
111: 58.398498 36.547616
112: 58.443265 58.892592
113: 59.143307 28.178471
114: 59.294090 78.530215
115: 59.339981 48.369045
116: 59.528707 7.859695
117: 59.957813 64.974938
118: 60.912996 16.540757
119: 60.951848 41.592578
120: 61.215230 3.785455
121: 61.464736 81.153975
122: 61.669458 91.355967
123: 62.885801 7.647037
124: 63.858594 20.018526
125: 63.990818 35.944219
126: 64.802330 71.506134
127: 64.811496 44.670400
128: 64.920628 57.874619
129: 66.397241 32.865499
130: 68.141702 27.291828
131: 69.676953 19.320418
132: 70.147514 62.930560
