Nodes: 350
Protection radius: 1.000000
Disaster radius: 0.500000
0: 1.081306 105.267630
1: 1.111436 47.850963
2: 1.361575 118.451930
3: 1.438905 98.634110
4: 1.821751 54.553427
5: 4.115802 136.495542
6: 4.145655 115.573004
7: 4.729475 3.486549
8: 4.870429 155.951585
9: 4.969158 150.242815
10: 5.103256 79.510667
11: 5.304427 52.526294
12: 5.308722 27.349671
13: 5.648357 58.007253
14: 5.826039 111.645824
15: 6.146397 107.608397
16: 6.328453 21.292938
17: 6.709017 36.974656
18: 6.814496 23.850683
19: 7.178557 100.862198
20: 7.643827 158.208808
21: 9.383113 55.457601
22: 9.560338 42.018647
23: 9.606999 98.020337
24: 9.905536 92.005383
25: 10.623448 120.158647
26: 11.629953 19.006996
27: 12.046563 69.792282
28: 14.440134 34.313909
29: 14.916097 93.087340
30: 15.871202 97.478311
31: 16.677921 46.125290
32: 17.509476 29.688551
33: 18.031872 37.890214
34: 18.042003 149.544091
35: 19.668320 72.923795
36: 19.973652 16.545453
37: 20.564579 97.420745
38: 21.684344 82.325283
39: 22.039612 42.420339
40: 22.357776 65.361680
41: 22.493545 3.673091
42: 23.058227 6.677254
43: 23.537038 9.334385
44: 23.727415 33.920881
45: 24.005571 97.751331
46: 24.281700 153.425756
47: 24.584400 15.551570
48: 24.997531 58.527446
49: 25.917854 50.817407
50: 26.099259 83.607269
51: 26.163983 94.044183
52: 26.975173 107.810377
53: 27.807173 90.048056
54: 27.917130 26.730228
55: 29.379414 88.415750
56: 29.514611 97.031033
57: 30.157019 1.057396
58: 30.721931 38.741225
59: 31.379441 25.930293
60: 31.552273 3.962841
61: 32.031866 43.496718
62: 33.029607 22.563058
63: 33.614156 97.275439
64: 34.150246 130.581004
65: 34.256399 105.934403
66: 34.875307 112.116381
67: 35.300426 143.828452
68: 36.015589 109.733787
69: 36.491954 16.198690
70: 36.789215 154.922852
71: 36.918831 36.607098
72: 37.121813 162.971847
73: 38.043088 45.394728
74: 38.235565 33.914793
75: 38.386088 22.358748
76: 38.728871 80.398231
77: 39.882189 30.088566
78: 40.511458 129.627981
79: 40.748958 66.217795
80: 40.836682 52.555684
81: 41.226758 152.756072
82: 41.230447 92.698339
83: 41.252392 113.319931
84: 41.329332 40.594810
85: 41.352987 13.212019
86: 41.356875 88.294067
87: 41.661948 25.242781
88: 41.762982 147.575561
89: 43.154502 68.770130
90: 43.494305 107.301109
91: 43.618573 155.480185
92: 43.917689 149.520720
93: 44.729901 93.049987
94: 45.234140 51.484003
95: 45.312006 112.669752
96: 46.435590 59.872838
97: 46.989960 86.586314
98: 48.493351 136.877931
99: 48.713745 149.054359
100: 48.804574 59.578136
101: 49.093464 36.058111
102: 49.345352 77.412006
103: 49.468767 108.336629
104: 49.682779 57.341583
105: 50.006385 99.563178
106: 50.058502 30.848582
107: 50.218225 19.748856
108: 50.488443 105.445126
109: 50.595443 73.604178
110: 50.849433 128.521187
111: 51.170973 116.300701
112: 51.402764 75.821592
113: 51.918257 27.694715
114: 52.863879 106.648177
115: 53.258841 82.537998
116: 53.904209 143.805061
117: 54.286012 40.583970
118: 54.424942 152.587118
119: 54.800183 158.670889
120: 54.812605 5.660162
121: 55.562825 82.996796
122: 55.618811 160.532208
123: 56.106015 10.444255
124: 56.138450 67.714650
125: 56.336373 108.945946
126: 56.576464 97.276834
127: 57.048789 124.590982
128: 57.738032 128.570755
129: 58.271020 80.529056
130: 58.383740 56.643160
131: 59.143671 94.772430
132: 59.483585 154.010961
