Nodes: 20
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.517520 4.237622
1: 1.707864 8.582209
2: 2.067804 2.221041
3: 2.327168 12.721558
4: 3.680035 6.342047
5: 3.752770 8.782035
6: 4.093362 3.118494
7: 4.145381 0.003042
8: 4.583459 12.496727
9: 6.514405 8.898001
10: 7.021305 2.130973
11: 8.887844 3.474543
12: 8.965340 13.196180
13: 8.989601 6.629297
14: 9.007156 10.432450
15: 11.376707 10.267175
16: 11.546762 2.526902
17: 12.777581 6.876182
18: 12.959352 12.949310
19: 13.390426 4.580402
Edges
(0,1)
(0,2)
(0,4)
(1,3)
(1,4)
(1,5)
(3,12)
(4,5)
(5,8)
(6,7)
(6,10)
(6,11)
(7,10)
(7,16)
(8,9)
(8,12)
(8,14)
(10,16)
(11,16)
(11,19)
(12,18)
(13,17)
(13,19)
(15,18)
(18,19)
