Nodes: 60
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.150738 30.815126
1: 0.184600 11.174598
2: 0.719117 14.272627
3: 0.899193 6.172278
4: 0.992919 33.444384
5: 2.276033 18.909872
6: 2.593490 24.358579
7: 2.726006 15.642599
8: 4.770253 32.336295
9: 5.708852 30.106759
10: 6.063863 24.890656
11: 6.181037 3.730308
12: 6.808031 7.291014
13: 7.320794 26.891189
14: 7.943015 30.632513
15: 7.971097 18.482539
16: 9.767713 23.445758
17: 10.357415 33.229671
18: 10.517896 13.877520
19: 10.629278 11.012000
20: 10.854475 7.369105
21: 10.960330 20.622188
22: 11.103842 25.066253
23: 11.123017 30.640083
24: 11.589078 2.931017
25: 11.656330 16.841581
26: 11.936157 27.434711
27: 13.614248 4.132754
28: 14.542385 12.155971
29: 15.459494 24.250743
30: 15.700988 21.640531
31: 15.936039 16.693141
32: 17.035610 0.499817
33: 17.078417 4.623751
34: 17.333764 10.219048
35: 17.458510 19.323100
36: 17.814022 15.277006
37: 20.133521 16.240866
38: 20.853938 6.958769
39: 21.651891 11.077237
40: 21.939796 13.829848
41: 22.317157 3.752939
42: 22.842910 19.496684
43: 23.249623 17.537434
44: 24.526030 11.416970
45: 24.701272 26.313969
46: 25.069897 2.385295
47: 25.382317 32.316451
48: 26.459265 21.726984
49: 27.467537 10.160067
50: 27.981051 5.402260
51: 29.722960 13.387838
52: 29.822206 22.409553
53: 30.814863 28.774352
54: 31.619848 0.661602
55: 32.369299 20.286987
56: 32.628601 14.693122
57: 33.057500 26.335139
58: 33.354088 5.227018
59: 34.239513 19.048530
Edges
(0,2)
(0,5)
(0,8)
(0,9)
(1,7)
(3,11)
(3,12)
(4,17)
(5,10)
(6,9)
(7,12)
(7,15)
(7,19)
(9,10)
(9,14)
(11,20)
(11,24)
(12,19)
(12,20)
(13,16)
(13,22)
(14,23)
(14,26)
(15,21)
(15,25)
(16,22)
(17,47)
(18,25)
(21,22)
(23,47)
(24,32)
(25,28)
(25,30)
(27,33)
(27,34)
(28,36)
(29,42)
(30,35)
(30,42)
(31,36)
(32,41)
(32,46)
(32,54)
(33,34)
(33,38)
(34,36)
(34,39)
(37,40)
(37,43)
(38,39)
(38,50)
(39,40)
(40,44)
(42,45)
(42,48)
(44,51)
(45,47)
(45,48)
(45,52)
(46,50)
(49,51)
(51,58)
(52,53)
(53,57)
(54,58)
(55,56)
(55,59)
(56,58)
(56,59)
(57,59)
