Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.689944 32.364079
1: 0.951166 50.682153
2: 1.265046 34.302239
3: 1.626609 63.395444
4: 1.903601 59.503943
5: 2.862841 53.441830
6: 3.656258 29.726042
7: 3.726515 39.412625
8: 3.897424 19.319027
9: 3.904246 74.511166
10: 3.937935 14.508434
11: 4.784635 36.051047
12: 4.948450 53.029081
13: 4.996276 45.561380
14: 6.670455 0.146448
15: 7.085738 21.523837
16: 7.511724 17.600727
17: 7.612513 15.138618
18: 8.730177 52.895103
19: 8.861002 0.239553
20: 9.114411 7.947145
21: 9.241459 56.937389
22: 9.273981 70.485266
23: 9.512158 68.317074
24: 11.417298 19.966212
25: 12.417405 5.868052
26: 12.676473 31.219309
27: 13.289409 16.792321
28: 14.694363 28.896917
29: 14.720603 59.878299
30: 14.753224 12.770669
31: 15.016385 2.831306
32: 15.036313 50.821505
33: 15.229017 68.359829
34: 15.522399 44.622922
35: 16.062987 7.731541
36: 17.619591 35.222072
37: 18.932037 42.054304
38: 19.144233 24.969000
39: 19.409258 50.819655
40: 20.083971 35.011343
41: 20.592561 9.709251
42: 20.593288 70.342010
43: 21.141904 39.546864
44: 21.670285 74.757401
45: 22.320503 17.331668
46: 22.371644 49.140079
47: 23.082231 21.409074
48: 23.144255 2.128127
49: 23.168876 34.274502
50: 23.396623 12.886595
51: 23.594045 25.567136
52: 24.113424 27.671078
53: 24.947837 50.415112
54: 25.637520 35.260328
55: 26.034076 11.568539
56: 26.399326 37.365242
57: 26.790515 9.528341
58: 26.876275 15.932033
59: 27.117222 24.578452
60: 27.129068 46.139387
61: 29.071086 35.118825
62: 29.600800 15.312006
63: 30.471737 65.324335
64: 30.589577 48.942152
65: 32.057441 7.662012
66: 33.532606 12.351432
67: 34.678251 18.258098
68: 34.733239 26.494996
69: 35.186095 33.039497
70: 35.254119 39.736794
71: 35.267104 49.298143
72: 35.323488 15.450960
73: 36.950383 45.906169
74: 37.506655 67.664690
75: 37.604794 6.920684
76: 37.660709 58.578423
77: 37.839520 64.887000
78: 37.888092 22.093070
79: 37.920255 42.076293
80: 39.794219 2.925128
81: 39.823052 49.306377
82: 40.024162 13.756193
83: 40.251189 19.013777
84: 40.864284 52.961221
85: 40.868028 58.933715
86: 41.804769 55.584887
87: 42.135970 71.649260
88: 42.904482 2.419093
89: 42.941563 41.807034
90: 43.884060 70.216507
91: 44.112191 32.049460
92: 44.168079 53.947974
93: 44.182431 26.092171
94: 44.874342 74.230367
95: 45.136536 58.429971
96: 45.533348 30.532370
97: 46.199815 69.741055
98: 46.228586 36.919481
99: 46.909113 17.802272
100: 49.055544 49.492648
101: 52.964113 3.669142
102: 53.722980 24.793165
103: 53.950384 18.272424
104: 54.187526 30.585971
105: 54.375281 72.928283
106: 54.817138 14.170148
107: 54.927541 60.953039
108: 55.544790 16.289576
109: 55.670100 47.436949
110: 55.970822 3.527508
111: 56.283164 19.114952
112: 57.064518 32.835026
113: 57.875730 58.979772
114: 57.934220 9.654266
115: 59.595487 25.624071
116: 59.699108 36.150256
117: 59.997630 71.758287
118: 60.222364 6.824725
119: 60.540842 28.299744
120: 60.626644 46.980396
121: 60.699998 58.115289
122: 63.171915 1.807767
123: 63.814810 35.120656
124: 65.010368 37.014866
125: 65.639035 74.355797
126: 66.718643 42.621637
127: 67.209142 9.100058
128: 67.569860 0.979118
129: 67.715626 72.958247
130: 68.257416 21.406651
131: 69.250797 55.139672
132: 69.764798 42.936001
