Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.888094 76.307898
1: 1.714498 14.891519
2: 3.582308 58.470649
3: 3.746237 24.402068
4: 4.597966 9.815200
5: 5.931254 16.120974
6: 5.966405 34.335811
7: 6.065536 50.617830
8: 6.416936 13.522092
9: 6.820463 36.204987
10: 6.875978 4.501509
11: 6.925802 66.945679
12: 7.226609 18.031668
13: 7.252719 64.363942
14: 8.042030 69.833420
15: 8.581669 24.476363
16: 9.646888 64.948164
17: 10.255678 67.091951
18: 11.039700 15.256660
19: 11.783440 38.964367
20: 12.384740 57.192049
21: 12.579895 25.392983
22: 13.603139 42.168670
23: 13.916010 0.949907
24: 14.258723 16.933225
25: 14.548555 4.856809
26: 15.009096 58.195897
27: 15.575128 54.068179
28: 15.782461 2.624393
29: 15.884871 45.362437
30: 16.751181 10.340258
31: 17.022985 62.786462
32: 17.070881 75.602472
33: 19.114504 28.732515
34: 19.376283 53.458534
35: 20.249548 32.513004
36: 21.122582 73.265751
37: 21.871197 69.192435
38: 22.288977 8.696982
39: 23.308804 35.236408
40: 23.374770 12.181955
41: 23.694502 57.772689
42: 24.523479 61.088933
43: 24.669230 48.823968
44: 24.703702 37.820524
45: 25.145685 66.745555
46: 26.294514 16.309358
47: 27.339806 28.972872
48: 28.730661 49.730597
49: 30.882325 22.191789
50: 31.686648 42.750397
51: 32.130816 17.990732
52: 36.477736 23.037835
53: 36.544168 73.837278
54: 37.239482 76.190784
55: 38.836727 52.248578
56: 39.009916 22.448669
57: 39.026803 26.874130
58: 40.396222 11.895237
59: 41.409588 43.900569
60: 41.423284 0.978474
61: 41.809869 40.812512
62: 41.949592 27.931302
63: 41.974429 72.806314
64: 43.001885 26.215952
65: 43.400764 69.855551
66: 44.085163 64.543564
67: 44.181879 30.321203
68: 44.650969 44.555956
69: 44.782620 23.787045
70: 45.212721 56.317037
71: 45.241661 20.417446
72: 46.091882 60.182395
73: 46.370176 41.247481
74: 46.524616 2.003074
75: 46.524962 6.430598
76: 46.822775 31.470947
77: 47.602500 77.310719
78: 48.152154 22.840392
79: 48.520207 72.906629
80: 48.978473 18.755333
81: 49.391235 45.896377
82: 50.219245 35.089866
83: 50.440775 42.955719
84: 50.941926 56.994500
85: 51.532018 39.897653
86: 51.594671 20.167721
87: 51.638668 23.773757
88: 52.183063 73.868859
89: 52.248201 1.975167
90: 52.746629 27.384840
91: 53.900687 55.690669
92: 54.850956 4.022088
93: 55.306997 31.620927
94: 56.052251 26.717769
95: 56.280664 23.973548
96: 56.353924 73.866026
97: 56.386681 53.095450
98: 57.379276 70.396735
99: 57.693743 49.961370
100: 57.888386 65.704637
101: 58.041496 61.482585
102: 58.127701 21.174289
103: 58.153106 5.580241
104: 59.812616 64.156365
105: 60.749846 57.233715
106: 61.095041 18.715087
107: 62.550636 35.431528
108: 62.849944 7.057802
109: 63.261182 60.064805
110: 63.776696 33.702476
111: 65.231180 41.462405
112: 65.390313 19.051412
113: 65.752730 68.505738
114: 66.848815 50.254604
115: 68.148754 22.425303
116: 68.188737 61.983136
117: 68.197352 64.305371
118: 68.584371 41.896866
119: 68.772656 45.443739
120: 68.782009 19.847264
121: 69.181803 26.538836
122: 69.630879 16.556498
123: 69.696218 68.917251
124: 69.728642 32.366160
125: 70.439405 10.320583
126: 71.003912 60.984647
127: 72.045857 19.364769
128: 72.597725 42.311378
129: 72.674493 2.819785
130: 73.748415 67.544348
131: 74.244654 22.480784
132: 74.628892 32.965452
