Nodes: 20
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.041185 14.527882
1: 1.069821 9.099690
2: 2.205311 6.894209
3: 2.993357 10.555606
4: 4.509792 9.049118
5: 5.597270 4.975392
6: 6.304245 7.104275
7: 6.538144 14.560478
8: 7.141240 2.857218
9: 7.989738 5.623134
10: 8.050540 8.732461
11: 8.715304 11.948049
12: 8.749021 0.135576
13: 10.270432 9.068533
14: 11.953689 4.578048
15: 12.355167 8.146976
16: 12.626035 1.799561
17: 12.694935 13.583066
18: 14.278939 5.918752
19: 14.747572 11.463441
Edges
(0,1)
(0,2)
(0,7)
(0,8)
(2,5)
(3,7)
(4,8)
(4,12)
(5,12)
(6,10)
(6,14)
(7,10)
(7,11)
(9,14)
(9,16)
(10,11)
(11,17)
(12,16)
(13,14)
(14,17)
(14,18)
(15,17)
(16,18)
(18,19)
