Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.177035 5.026644
1: 0.494855 7.263901
2: 1.222184 83.696310
3: 2.699832 61.775300
4: 3.065242 53.345366
5: 3.942485 94.264207
6: 4.214546 46.627465
7: 5.343836 61.240424
8: 5.757874 57.097282
9: 6.215486 26.695594
10: 6.246951 64.371047
11: 6.313335 81.067004
12: 6.815403 87.833206
13: 7.309639 19.222785
14: 7.554994 50.326893
15: 7.610933 40.332201
16: 7.967518 46.057574
17: 8.753735 9.813619
18: 8.943693 2.940875
19: 8.973288 37.105185
20: 9.042161 69.059948
21: 9.870177 40.466586
22: 10.249496 94.941288
23: 11.145452 52.472440
24: 11.477543 78.169246
25: 13.280184 7.781254
26: 13.696737 70.122922
27: 15.395394 56.895101
28: 15.538820 48.333011
29: 15.624451 7.382415
30: 15.629283 38.264947
31: 15.926269 94.123767
32: 19.000139 60.979166
33: 19.011913 25.798338
34: 19.093407 19.843829
35: 19.153088 14.370324
36: 19.371755 51.045359
37: 19.606564 88.843317
38: 20.906692 75.563276
39: 21.210031 7.700169
40: 21.290607 26.872937
41: 21.345737 66.503951
42: 21.458673 70.101380
43: 21.688604 37.170167
44: 21.830844 17.897480
45: 22.214470 13.988435
46: 22.578067 34.376580
47: 22.992461 57.476474
48: 24.049029 65.824496
49: 24.127106 85.705834
50: 24.194002 29.621251
51: 25.015883 32.290022
52: 25.815270 79.223639
53: 26.989797 17.775941
54: 27.597847 30.693567
55: 28.504641 34.666970
56: 28.637765 25.510738
57: 28.932630 71.004238
58: 30.643500 79.498112
59: 31.155879 27.885754
60: 31.599688 90.341533
61: 31.748181 11.064629
62: 32.961215 44.645494
63: 33.299792 42.255382
64: 33.500346 87.851337
65: 33.989369 67.274303
66: 34.035933 34.968788
67: 34.358887 9.091037
68: 34.556124 32.753074
69: 36.224675 85.202317
70: 36.605361 92.076554
71: 36.645351 26.868992
72: 37.046473 31.503642
73: 37.650680 36.443645
74: 37.944194 83.694917
75: 38.325851 70.159274
76: 38.488811 60.675469
77: 39.553923 32.580250
78: 39.712744 73.406235
79: 39.863729 44.890937
80: 40.064347 14.824469
81: 41.168750 21.237218
82: 41.226150 62.702631
83: 43.511490 31.293900
84: 44.951421 94.806639
85: 45.768237 37.442831
86: 45.880324 74.185638
87: 46.512020 77.322783
88: 47.587493 9.892392
89: 47.604188 59.071860
90: 48.345527 20.103081
91: 49.172346 89.275347
92: 50.423503 93.361438
93: 50.716208 71.662653
94: 50.986647 11.072383
95: 51.126600 16.788550
96: 53.210069 91.663626
97: 53.322369 48.506231
98: 53.758938 16.071038
99: 54.003975 53.309173
100: 54.588485 30.562403
101: 54.734243 6.477793
102: 56.097071 70.064307
103: 57.226127 36.619628
104: 59.104542 55.947441
105: 59.926781 82.609279
106: 60.207637 14.857691
107: 60.770706 75.957481
108: 60.920675 47.254992
109: 61.927087 20.816489
110: 62.509723 90.228650
111: 62.635821 49.630933
112: 62.677297 41.391092
113: 63.158986 18.501694
114: 63.784177 12.326344
115: 64.401401 5.580015
116: 64.404050 54.240852
117: 64.868941 16.244224
118: 65.043096 27.627387
119: 65.908376 84.597210
120: 66.521115 34.883744
121: 66.574705 38.344261
122: 66.989674 11.818976
123: 67.012473 57.426898
124: 67.714764 43.424501
125: 68.569048 40.902589
126: 68.924088 52.890295
127: 71.417175 16.834191
128: 71.505580 87.386802
129: 71.530594 55.255761
130: 71.823359 26.979431
131: 71.855912 7.466859
132: 72.633021 22.924193
