Nodes: 60
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.158290 20.424068
1: 2.475993 17.686879
2: 2.990959 29.443399
3: 3.206366 2.303027
4: 3.570174 32.807086
5: 5.448720 19.327174
6: 6.734924 10.455493
7: 7.662163 22.448712
8: 8.404685 29.540336
9: 8.417822 26.261902
10: 8.425916 8.235301
11: 9.034370 32.363155
12: 9.125564 17.641615
13: 9.230802 20.825064
14: 10.480757 23.406626
15: 10.855339 34.984838
16: 11.394022 17.342391
17: 11.711931 12.240736
18: 11.998152 4.353349
19: 12.588650 23.712333
20: 12.859298 14.494034
21: 13.563653 9.636814
22: 14.023780 25.447948
23: 15.447492 29.155598
24: 16.074801 13.405673
25: 16.966167 33.344765
26: 17.234441 30.421427
27: 17.383602 24.615435
28: 17.872115 6.321322
29: 19.065085 17.042094
30: 19.226155 31.221261
31: 19.312012 22.093582
32: 20.212597 13.841722
33: 20.908713 33.240020
34: 21.387057 25.419375
35: 21.807537 7.586288
36: 22.782530 14.471450
37: 23.050312 31.126726
38: 23.554043 28.599712
39: 23.673052 6.001744
40: 24.582914 18.731871
41: 24.913884 20.873007
42: 24.926943 34.047231
43: 25.467640 9.828621
44: 25.791410 6.864233
45: 25.939991 29.679536
46: 26.567016 18.142919
47: 26.874751 16.023078
48: 28.301650 30.139515
49: 30.033654 21.437417
50: 30.897922 19.470088
51: 31.676130 6.442560
52: 32.237010 23.178313
53: 33.329603 34.713955
54: 33.460724 2.676113
55: 33.897375 21.261108
56: 34.148832 26.083525
57: 34.450596 13.770037
58: 34.666182 28.946372
59: 34.666786 31.292609
Edges
(0,2)
(0,3)
(0,10)
(0,35)
(0,44)
(0,54)
(1,28)
(2,8)
(3,18)
(3,28)
(4,11)
(4,15)
(4,25)
(4,30)
(4,37)
(5,16)
(5,44)
(6,10)
(7,8)
(7,32)
(7,40)
(7,41)
(7,56)
(8,30)
(8,48)
(9,45)
(9,59)
(11,42)
(11,53)
(11,59)
(12,43)
(12,44)
(12,51)
(13,16)
(13,43)
(14,22)
(15,25)
(15,42)
(17,39)
(18,28)
(19,56)
(20,44)
(21,28)
(22,34)
(22,56)
(23,48)
(24,54)
(25,42)
(26,59)
(27,56)
(28,39)
(29,32)
(29,36)
(31,41)
(32,36)
(33,53)
(36,40)
(36,43)
(38,56)
(40,49)
(43,46)
(47,50)
(47,56)
(47,57)
(48,59)
(52,55)
(52,57)
(56,59)
(57,58)
