Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.509757 15.228024
1: 1.614858 48.931633
2: 1.653511 46.277867
3: 1.790856 31.350886
4: 2.357661 54.202313
5: 2.811328 73.243894
6: 3.452028 22.406371
7: 3.678586 29.836373
8: 3.937379 15.121188
9: 5.421690 41.621019
10: 6.596783 17.204719
11: 7.064421 5.693485
12: 7.472353 33.398498
13: 7.876472 58.044206
14: 9.328247 50.599706
15: 11.058049 53.734277
16: 11.339161 73.740578
17: 11.399923 37.787155
18: 11.572068 57.510890
19: 12.621121 11.224203
20: 12.894843 32.019505
21: 13.849536 26.154607
22: 14.973038 44.131100
23: 16.800182 22.200330
24: 17.110422 19.605887
25: 17.501350 25.995706
26: 18.022192 8.520935
27: 18.338828 44.621714
28: 18.379405 15.914943
29: 20.899582 7.019198
30: 21.294607 70.099192
31: 21.841924 22.683594
32: 22.017476 45.623337
33: 23.206440 28.880122
34: 23.828679 48.125381
35: 24.171595 6.720503
36: 24.227287 9.875749
37: 24.501462 39.711974
38: 25.888949 50.895624
39: 26.345391 32.184883
40: 27.127199 19.125156
41: 27.132605 25.099035
42: 27.842183 1.014450
43: 28.176857 42.546465
44: 28.312051 15.066523
45: 32.827248 27.645055
46: 33.643912 62.708736
47: 33.907797 46.267145
48: 34.166368 17.187493
49: 34.184704 25.091234
50: 34.387108 4.621237
51: 34.841179 32.738542
52: 35.219181 41.611885
53: 35.405962 69.774544
54: 35.553908 52.545772
55: 35.712085 50.351378
56: 35.813117 7.768452
57: 36.529823 46.954599
58: 36.714071 18.939302
59: 37.763974 9.724228
60: 38.071389 14.914288
61: 38.704758 74.070454
62: 39.229275 33.192442
63: 39.975237 6.545505
64: 40.402219 21.681954
65: 41.111263 58.687591
66: 42.379724 46.107510
67: 42.428923 63.543031
68: 42.495881 54.380418
69: 44.163662 52.272688
70: 44.351663 55.390724
71: 44.730389 6.927636
72: 45.123362 1.330967
73: 45.138920 32.554295
74: 45.291687 19.278275
75: 45.514325 29.826327
76: 45.714860 44.110738
77: 46.334525 71.629712
78: 46.384827 17.362203
79: 46.738591 46.788530
80: 47.502262 51.153588
81: 48.535218 26.885026
82: 48.833469 38.844928
83: 49.201502 54.312775
84: 49.437799 47.999684
85: 49.807769 64.446399
86: 51.021544 60.253187
87: 52.150314 25.962451
88: 52.588971 63.075687
89: 52.676773 23.997642
90: 52.853678 50.889465
91: 53.272767 68.254527
92: 53.597395 13.148256
93: 54.128362 72.832973
94: 54.229700 61.473867
95: 54.630660 30.388641
96: 54.641672 40.574789
97: 54.972615 32.633767
98: 56.111954 6.001721
99: 56.723352 70.707350
100: 56.798111 52.038541
101: 57.914821 28.461943
102: 58.123203 17.113621
103: 58.716495 66.557410
104: 58.872313 32.352655
105: 59.317861 13.072859
106: 59.476762 35.453598
107: 59.868988 71.498183
108: 60.001722 11.100015
109: 60.314496 57.177927
110: 60.776716 52.477126
111: 61.670558 16.558499
112: 61.798395 37.753863
113: 61.941717 5.398629
114: 64.355193 71.430841
115: 64.986422 42.673239
116: 65.036882 39.116679
117: 65.565949 48.077164
118: 65.730718 59.613771
119: 65.893901 35.638576
120: 66.016812 17.252916
121: 66.293836 20.152658
122: 66.720055 44.054534
123: 66.944942 51.512115
124: 67.350569 56.553242
125: 67.870967 11.609367
126: 68.435492 45.997279
127: 68.839770 15.785732
128: 70.236210 30.313456
129: 70.406055 68.909226
130: 71.192462 60.826482
131: 71.465597 15.889720
132: 71.673474 19.636504
