Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.390412 48.255838
1: 1.600176 36.890417
2: 1.806319 60.863400
3: 2.260259 54.524611
4: 2.342063 41.585411
5: 2.842897 46.436349
6: 2.917346 48.688157
7: 2.946953 23.646049
8: 4.191114 62.624423
9: 4.532542 66.197880
10: 4.796954 54.125460
11: 5.192658 3.665171
12: 5.738032 50.944396
13: 5.861224 15.652509
14: 6.678470 28.136636
15: 7.341441 35.911665
16: 8.037929 2.709752
17: 8.807408 54.801783
18: 9.552980 59.178029
19: 9.604085 4.301809
20: 9.989161 41.494103
21: 9.995646 65.451749
22: 10.213411 45.474227
23: 11.944197 4.713879
24: 12.420378 38.580062
25: 12.705253 61.924916
26: 13.133423 32.201834
27: 13.675204 22.137803
28: 13.971216 43.406701
29: 14.635733 17.815827
30: 14.883208 47.687774
31: 15.262097 32.419367
32: 15.616743 58.372081
33: 16.276579 19.211020
34: 16.566987 39.595120
35: 16.601191 8.543853
36: 17.301248 21.362697
37: 17.993640 15.246656
38: 18.230618 33.197384
39: 18.254349 44.008982
40: 18.532551 61.115339
41: 19.689052 17.112202
42: 20.987529 41.133247
43: 21.364501 11.323991
44: 21.831278 48.347765
45: 22.963319 16.665848
46: 23.642949 0.017534
47: 23.649355 43.342539
48: 24.279736 58.649338
49: 25.315071 31.439662
50: 25.601250 39.118420
51: 25.941690 47.518206
52: 26.830040 63.873406
53: 26.856879 44.859175
54: 26.901257 13.782296
55: 27.162384 7.572239
56: 27.505419 42.125850
57: 28.168244 36.828784
58: 28.665415 5.747814
59: 28.728144 57.538535
60: 30.681655 12.011002
61: 32.293250 29.225476
62: 32.453207 14.806621
63: 32.819474 66.485422
64: 34.002219 11.475424
65: 34.863529 30.276396
66: 34.986222 16.993725
67: 34.996646 33.619612
68: 35.179850 13.783094
69: 35.227980 38.042789
70: 35.743577 51.553209
71: 35.804168 20.246718
72: 36.467115 56.005143
73: 36.727657 64.889483
74: 36.888774 40.420639
75: 38.352119 4.465597
76: 38.738021 41.705514
77: 39.112425 47.455206
78: 39.172389 22.793847
79: 39.226692 16.077116
80: 39.633235 64.463396
81: 39.983515 24.877773
82: 41.070833 58.057681
83: 41.211368 48.585618
84: 41.707960 38.990395
85: 41.840095 30.269865
86: 42.595015 66.231694
87: 42.836066 5.907734
88: 43.356685 57.926571
89: 43.545984 55.901659
90: 44.147473 41.916263
91: 44.411447 4.080239
92: 44.521375 29.700410
93: 44.776246 66.389076
94: 45.339506 32.359359
95: 45.634228 38.145287
96: 45.870784 1.760365
97: 46.079807 51.745740
98: 47.162148 48.665405
99: 47.730300 60.311718
100: 48.365299 13.130756
101: 49.250273 35.161536
102: 49.919170 41.542200
103: 50.056256 16.168345
104: 51.776545 4.719076
105: 51.814028 50.246361
106: 52.459721 1.009604
107: 52.764677 54.466119
108: 53.058762 6.530747
109: 53.909614 3.797306
110: 54.326600 11.373057
111: 54.450848 56.321274
112: 55.368570 51.706270
113: 55.835477 15.448480
114: 56.080101 46.795329
115: 56.267088 4.472053
116: 56.588845 13.264952
117: 56.870176 33.920803
118: 57.424286 22.187377
119: 58.159950 58.889551
120: 58.168386 41.476636
121: 58.966378 20.179601
122: 59.267274 24.936452
123: 60.952726 3.520707
124: 61.166471 62.769886
125: 61.203705 26.758950
126: 61.447223 40.699701
127: 61.599303 7.375439
128: 61.649473 9.610045
129: 62.558233 16.548055
130: 62.629224 24.419586
131: 62.789455 29.295640
132: 63.071286 12.757535
