Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.789847 58.769221
1: 0.911744 86.674194
2: 1.016463 64.756652
3: 1.813350 94.689383
4: 1.829012 76.957320
5: 2.759032 44.913197
6: 2.836097 96.769975
7: 3.780411 87.470255
8: 4.665836 36.630935
9: 5.367651 67.318615
10: 5.947532 12.154846
11: 6.518884 98.967804
12: 6.863889 54.807747
13: 6.901385 20.546758
14: 8.125806 82.981251
15: 9.328963 28.841314
16: 9.678676 76.250244
17: 9.862316 67.145893
18: 10.567745 32.368021
19: 10.849724 10.904373
20: 11.002841 74.610317
21: 11.056519 49.708143
22: 12.273218 13.704242
23: 12.298810 0.383778
24: 12.625255 31.966108
25: 13.174134 75.277616
26: 13.567650 68.208374
27: 14.172494 21.093448
28: 14.811982 80.559672
29: 15.021685 58.486804
30: 15.352389 97.031777
31: 15.946176 52.604315
32: 16.146910 35.627854
33: 16.539885 78.936021
34: 17.299691 82.623547
35: 18.554977 72.849649
36: 19.142161 15.708185
37: 19.595515 91.658504
38: 19.601045 7.393788
39: 20.566979 63.765467
40: 20.717307 18.007509
41: 21.567179 1.468549
42: 22.852976 34.242643
43: 23.039059 25.415037
44: 24.948137 20.795192
45: 25.570119 16.370492
46: 26.192123 31.722143
47: 26.416794 34.889801
48: 26.753920 27.172190
49: 27.216961 85.299543
50: 27.353936 97.433059
51: 30.002478 85.100294
52: 31.513710 32.897398
53: 31.650318 88.017549
54: 31.665136 75.237802
55: 32.784270 68.629801
56: 32.792758 80.237365
57: 32.803986 90.489647
58: 34.015169 3.790545
59: 34.381955 41.883681
60: 34.999381 58.084818
61: 35.810005 90.298620
62: 36.291828 63.057343
63: 36.409555 23.109131
64: 38.082643 41.480041
65: 38.546144 95.289403
66: 39.100957 82.059081
67: 39.674103 38.479142
68: 39.756028 54.289545
69: 39.928932 74.528421
70: 39.958416 6.347563
71: 40.029467 18.573167
72: 40.334464 70.412507
73: 40.723625 14.399857
74: 41.698111 23.181164
75: 42.526466 16.849285
76: 42.576812 47.896615
77: 44.272448 30.307675
78: 44.993614 70.766093
79: 45.355398 48.208716
80: 45.541453 88.547067
81: 45.751436 24.101570
82: 45.879232 75.427848
83: 48.307113 67.902250
84: 48.624488 53.409084
85: 48.958303 65.587501
86: 49.347274 60.664061
87: 50.146868 38.364864
88: 51.357821 80.275042
89: 52.048715 23.877923
90: 52.306984 28.795207
91: 52.730434 38.741730
92: 53.449976 81.284493
93: 54.256351 25.920133
94: 55.074398 78.184287
95: 55.296883 44.755930
96: 55.642287 10.103813
97: 57.827964 91.820309
98: 58.226775 21.853944
99: 59.066822 84.405207
100: 59.089689 17.204963
101: 59.572950 28.996216
102: 59.652108 56.144590
103: 59.729424 95.491824
104: 59.976243 60.418240
105: 60.406546 51.058612
106: 60.597389 24.654769
107: 62.327854 54.077731
108: 62.664650 32.273427
109: 62.761053 61.902919
110: 64.201836 11.857234
111: 64.818451 79.269769
112: 64.863506 55.421398
113: 65.746672 5.067176
114: 67.008492 66.293777
115: 67.302041 0.415984
116: 67.464645 54.153719
117: 67.737946 44.633723
118: 67.935467 63.656630
119: 68.001823 26.051786
120: 68.791120 2.855111
121: 69.404906 0.438724
122: 69.825010 29.503877
123: 70.434768 61.509133
124: 70.873578 98.414350
125: 70.888602 53.203601
126: 71.926812 6.554579
127: 72.413507 62.778938
128: 73.249666 60.017393
129: 73.945495 92.486463
130: 73.992719 55.132665
131: 74.289833 73.502059
132: 74.700477 53.162454
