Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.089176 52.902748
1: 1.049335 19.291692
2: 1.727641 25.046673
3: 2.102857 59.575352
4: 2.277504 47.108360
5: 2.511563 78.773084
6: 2.751599 44.100925
7: 2.800663 0.665621
8: 3.343140 20.657460
9: 4.427603 2.111778
10: 4.434569 70.513474
11: 5.138736 83.005502
12: 5.860111 4.599918
13: 6.705113 44.884120
14: 7.087771 69.245251
15: 7.389254 90.545257
16: 7.567786 26.186302
17: 8.927830 75.633524
18: 8.944388 6.839780
19: 8.953767 64.904265
20: 9.243453 60.686280
21: 10.109251 17.666518
22: 10.347309 70.322026
23: 10.920551 31.804851
24: 11.700596 7.280177
25: 11.720714 36.513433
26: 12.072907 68.046718
27: 13.124463 20.958663
28: 13.282435 56.669996
29: 13.455938 54.550003
30: 13.632402 52.196413
31: 13.885883 61.472652
32: 15.421424 34.545572
33: 17.049396 42.620693
34: 17.175488 75.367404
35: 18.170253 21.610057
36: 18.363487 26.955879
37: 19.163515 49.738217
38: 19.543702 36.199643
39: 21.400696 44.328000
40: 21.403470 64.084315
41: 22.441589 53.493519
42: 23.442049 17.704457
43: 23.444116 8.730781
44: 24.235967 37.262993
45: 25.200079 68.118766
46: 25.852334 11.754431
47: 25.944741 47.780602
48: 26.059250 75.438324
49: 26.628000 43.282225
50: 27.629853 64.081337
51: 27.960005 83.090213
52: 28.351242 68.385817
53: 28.890234 13.710808
54: 29.706207 16.163939
55: 31.350108 17.788723
56: 32.380071 48.938597
57: 32.535117 81.977490
58: 33.872029 76.304775
59: 34.350339 90.405133
60: 34.490751 50.574188
61: 34.646921 39.167570
62: 35.690749 46.521494
63: 37.133451 35.539640
64: 37.395812 78.495951
65: 37.805467 54.500745
66: 39.139641 67.570676
67: 39.270346 37.642647
68: 39.385107 77.559262
69: 40.057711 7.493126
70: 40.668298 79.589341
71: 41.802108 85.572104
72: 42.652943 16.814176
73: 43.116239 33.627612
74: 43.322455 50.385138
75: 43.510701 43.943056
76: 44.124475 78.704806
77: 44.637216 53.334689
78: 45.702475 42.139053
79: 45.717850 65.093456
80: 46.186998 6.641434
81: 47.399464 62.841993
82: 47.422976 52.642193
83: 47.993127 76.564499
84: 48.192274 5.287280
85: 49.419142 54.422888
86: 49.900850 31.809064
87: 50.211877 13.084044
88: 50.524618 41.495150
89: 50.742360 74.182179
90: 50.802884 85.069050
91: 50.997322 63.800731
92: 51.134788 18.558004
93: 52.277463 51.535413
94: 52.307881 55.039711
95: 52.390072 14.873570
96: 53.278101 1.179282
97: 53.693407 33.309513
98: 54.841987 4.944274
99: 54.880878 29.870849
100: 55.053902 76.047142
101: 55.612542 81.127922
102: 56.200651 3.365952
103: 56.761073 23.803247
104: 57.524537 41.109507
105: 60.002889 24.948486
106: 60.015614 2.787731
107: 60.425826 44.062446
108: 60.517758 15.273298
109: 60.915101 12.320960
110: 61.308601 28.764269
111: 62.353266 36.375737
112: 63.951248 56.177275
113: 64.384780 72.592828
114: 64.600516 8.627602
115: 64.897084 45.627802
116: 65.481925 23.165812
117: 65.569886 78.242406
118: 65.724645 84.367547
119: 67.321046 80.838338
120: 67.812504 47.877720
121: 67.837167 55.891322
122: 68.262791 76.082146
123: 68.447962 30.334147
124: 68.712339 67.811496
125: 69.685249 15.360043
126: 70.418363 83.444938
127: 70.430917 7.650299
128: 70.778587 18.025266
129: 70.940889 45.404543
130: 71.277652 52.334351
131: 71.893950 41.153346
132: 72.042858 63.105742
