Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.471845 49.273348
1: 0.563443 73.223303
2: 1.470956 69.499756
3: 2.425509 6.016530
4: 2.447745 77.141862
5: 2.827351 13.713836
6: 2.950864 33.390894
7: 2.966034 48.965536
8: 3.127879 65.584327
9: 3.568785 80.415087
10: 3.679059 73.524505
11: 5.254927 56.779006
12: 5.960212 28.269794
13: 7.322223 9.248100
14: 7.323514 72.472859
15: 7.619779 57.244031
16: 7.749633 36.312190
17: 9.390880 6.110234
18: 10.231357 62.279932
19: 10.289084 42.887207
20: 10.293015 25.978186
21: 11.024190 37.492354
22: 11.195208 19.925557
23: 11.218139 70.985162
24: 11.371662 66.208042
25: 11.384511 14.221194
26: 11.726915 4.274560
27: 11.798227 10.916749
28: 13.137620 5.725557
29: 13.509256 57.802759
30: 13.746241 54.497030
31: 14.332752 80.537538
32: 14.635633 26.522159
33: 14.944151 6.682265
34: 15.599132 62.865495
35: 17.536466 26.221736
36: 17.700396 16.718073
37: 17.779555 0.576777
38: 18.030729 35.722205
39: 19.334106 63.305983
40: 19.695603 69.578484
41: 19.992547 12.552576
42: 20.066517 9.415946
43: 20.978956 14.599205
44: 21.499448 6.687527
45: 21.923743 25.915467
46: 22.154719 54.946026
47: 22.195064 37.770133
48: 22.195686 65.019926
49: 22.321823 50.721353
50: 22.706369 61.565177
51: 22.949434 58.013421
52: 22.976178 21.215525
53: 23.610160 85.288062
54: 23.750122 6.725883
55: 24.518977 16.671497
56: 25.281656 9.065545
57: 25.335055 68.782377
58: 25.929280 20.827419
59: 26.863818 63.047650
60: 27.008488 51.591929
61: 27.318801 69.388091
62: 27.867013 36.476029
63: 28.324789 55.338390
64: 28.635663 70.927662
65: 29.504869 4.298307
66: 29.508874 48.010396
67: 29.603116 85.974934
68: 30.150354 25.354243
69: 30.618994 31.644837
70: 30.900450 58.127204
71: 31.046213 21.553550
72: 31.581537 16.020875
73: 31.875802 55.605164
74: 32.197924 52.816329
75: 32.649916 9.798467
76: 32.910638 76.183862
77: 33.044030 64.051122
78: 34.006591 39.285227
79: 34.400932 57.306027
80: 35.764091 26.481568
81: 36.098016 68.447848
82: 36.516809 9.876280
83: 36.926996 79.229654
84: 36.944878 36.551729
85: 38.335246 61.726158
86: 38.945184 10.558208
87: 39.213302 20.803236
88: 39.853494 4.983662
89: 39.929121 29.317414
90: 40.278762 53.254991
91: 40.608417 74.219052
92: 41.020804 63.968857
93: 41.676936 25.236172
94: 42.508501 22.594586
95: 42.712845 0.412804
96: 42.858608 34.994671
97: 42.890310 49.771609
98: 43.352047 72.160548
99: 44.980779 12.833372
100: 46.087888 26.210047
101: 47.192130 52.216012
102: 47.282929 46.387100
103: 47.541668 12.331674
104: 48.132575 1.006143
105: 49.016540 81.417959
106: 49.745316 84.457857
107: 49.992190 42.091826
108: 51.985023 14.544615
109: 52.777813 6.352681
110: 53.096286 19.037418
111: 53.240095 83.289780
112: 54.094673 65.321224
113: 54.772463 13.432281
114: 55.352970 78.410276
115: 55.394605 43.148913
116: 55.539023 69.494742
117: 55.662266 22.948414
118: 55.739032 26.254671
119: 56.525441 6.790939
120: 56.927087 51.277139
121: 56.983135 61.486037
122: 57.424071 18.925791
123: 58.279574 77.266679
124: 59.191753 28.438640
125: 59.199596 49.669633
126: 59.386018 5.460313
127: 59.635127 53.239972
128: 59.903471 17.280109
129: 60.364719 7.943994
130: 61.366036 14.692949
131: 61.877582 83.529305
132: 62.077318 17.042972
