Nodes: 20
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.053249 7.266900
1: 1.654570 14.182851
2: 3.026829 3.913787
3: 3.869478 14.024357
4: 4.014494 11.409021
5: 4.649127 8.684834
6: 5.734558 5.155917
7: 6.097164 0.450727
8: 6.670218 14.945604
9: 6.951033 8.922395
10: 7.805478 3.924844
11: 8.042160 12.382227
12: 8.630437 6.791912
13: 10.017886 3.172690
14: 10.558932 7.868767
15: 10.801600 0.877628
16: 11.211748 13.037419
17: 13.021122 3.769612
18: 13.843192 10.004740
19: 14.605537 6.323365
Edges
(0,1)
(0,2)
(1,8)
(2,5)
(2,6)
(3,4)
(3,8)
(4,5)
(5,9)
(6,7)
(6,9)
(8,11)
(8,16)
(9,11)
(9,14)
(10,12)
(10,13)
(11,14)
(12,13)
(13,17)
(14,17)
(14,18)
(14,19)
(15,17)
(17,19)
