Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 1.803557 6.795022
1: 2.641590 32.897262
2: 3.098389 0.034113
3: 3.165674 40.725105
4: 3.376156 9.349700
5: 3.629348 17.974736
6: 3.789411 12.996693
7: 5.107314 25.402786
8: 7.441545 37.655786
9: 7.460363 59.228908
10: 7.548962 0.007363
11: 7.563447 66.172991
12: 7.629574 41.933957
13: 7.885013 3.714918
14: 9.309521 72.949272
15: 10.756352 52.754740
16: 10.827307 66.708654
17: 11.122639 69.395505
18: 12.048566 60.104109
19: 12.058643 10.043438
20: 12.287928 51.305938
21: 12.791657 37.712432
22: 12.875394 67.943537
23: 13.128797 16.354366
24: 13.138743 27.941544
25: 14.395410 47.823043
26: 14.646434 8.718657
27: 15.042312 1.611349
28: 16.098793 21.073862
29: 16.462281 13.122295
30: 16.811474 6.519432
31: 17.114237 73.790838
32: 17.965715 27.011196
33: 18.174258 61.869737
34: 18.555843 55.642185
35: 19.189144 14.781559
36: 19.275079 43.977924
37: 19.437120 52.384040
38: 20.620875 34.083257
39: 20.759682 6.381125
40: 20.775680 3.185022
41: 21.237572 70.961088
42: 21.477594 42.313875
43: 22.141655 46.560732
44: 24.819720 9.758124
45: 25.370415 58.882068
46: 25.436899 75.638856
47: 26.580090 51.945677
48: 27.427239 2.834739
49: 27.903854 69.334268
50: 28.327449 26.399541
51: 28.595017 20.327178
52: 29.062439 38.090075
53: 29.616297 53.980092
54: 31.202496 11.230956
55: 31.979182 71.291273
56: 32.156336 21.815495
57: 32.279700 66.109679
58: 32.279810 53.039382
59: 33.321783 37.658344
60: 33.664367 10.427313
61: 34.410101 43.514249
62: 34.593230 57.429864
63: 34.728643 49.773025
64: 35.148498 7.529334
65: 36.166307 45.876232
66: 36.367857 33.216570
67: 38.412481 12.757807
68: 39.255606 35.367835
69: 40.821747 11.266881
70: 41.117836 60.834336
71: 41.931526 43.323130
72: 42.053272 41.311101
73: 42.246433 5.873118
74: 43.074519 23.810410
75: 44.231864 30.207976
76: 44.733760 3.165961
77: 45.122325 24.381565
78: 45.185909 16.826940
79: 45.701009 41.082461
80: 45.741824 19.519006
81: 45.834989 22.413923
82: 46.452591 33.000346
83: 46.593924 11.848872
84: 47.167858 39.061411
85: 47.301225 21.000770
86: 47.338375 64.073180
87: 47.701782 3.929830
88: 47.769444 28.171109
89: 48.580269 19.444736
90: 49.218442 68.963329
91: 50.059189 35.651425
92: 50.652479 20.712301
93: 51.552996 29.326488
94: 52.007533 6.486873
95: 52.277573 13.543185
96: 52.313244 41.315699
97: 52.416267 52.140110
98: 55.241752 69.970546
99: 55.569062 13.757406
100: 56.064385 52.175304
101: 56.221402 36.493054
102: 57.143113 54.767915
103: 57.816603 69.346921
104: 58.493580 27.018158
105: 58.514144 36.563879
106: 58.699841 67.287158
107: 58.786294 63.966282
108: 58.802376 23.983805
109: 58.867764 49.094180
110: 58.923611 45.853179
111: 61.387679 5.446801
112: 61.473398 8.205704
113: 61.977367 30.001066
114: 62.944005 55.895770
115: 63.406261 15.474227
116: 63.481086 8.137301
117: 64.280531 26.063914
118: 64.749557 1.919427
119: 64.899432 40.974128
120: 65.328571 58.057577
121: 65.400310 19.429757
122: 65.483601 55.182345
123: 65.509806 72.654057
124: 65.811847 15.186350
125: 65.897607 48.679611
126: 67.361655 0.988054
127: 68.011423 30.396873
128: 68.377789 43.375563
129: 68.864646 16.065746
130: 68.997725 40.212799
131: 69.272346 48.383414
132: 69.875502 72.048453
