Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.289108 13.185020
1: 0.655250 40.735626
2: 0.754351 64.179012
3: 1.016895 35.467478
4: 1.074801 38.245651
5: 2.099617 44.380894
6: 2.870888 8.225686
7: 2.939965 69.424829
8: 3.584126 37.712944
9: 4.217285 44.398810
10: 4.562958 28.057216
11: 4.564931 6.482661
12: 5.106492 36.404532
13: 5.289985 32.374615
14: 5.616528 14.046920
15: 7.507607 12.369673
16: 8.165350 70.729309
17: 8.322905 15.239565
18: 9.396734 31.534259
19: 9.399412 26.836366
20: 10.444821 45.368746
21: 10.590051 19.148204
22: 10.697135 57.808431
23: 11.572585 50.957410
24: 13.125055 24.256385
25: 15.028034 3.005169
26: 15.318023 18.740980
27: 15.387910 55.119058
28: 15.736339 76.394179
29: 15.750818 27.747185
30: 16.091035 0.353860
31: 16.788406 35.098736
32: 17.295855 57.226048
33: 17.724607 5.837649
34: 19.357745 58.652612
35: 19.961673 32.149082
36: 20.148271 25.849786
37: 20.439444 44.944234
38: 21.277747 19.346056
39: 22.095277 68.516038
40: 23.377243 3.159465
41: 23.605072 55.725958
42: 23.695797 40.373089
43: 24.699249 68.888240
44: 24.815035 15.856400
45: 25.459717 63.383521
46: 27.007798 73.159688
47: 27.056302 46.630566
48: 27.268123 21.229081
49: 27.288449 54.079051
50: 27.393556 28.390209
51: 27.611357 65.141220
52: 28.804710 9.102250
53: 29.081502 11.714030
54: 29.664037 40.087159
55: 30.330139 61.758116
56: 30.494470 70.577944
57: 32.021829 17.542757
58: 33.309512 51.304390
59: 33.372661 7.211649
60: 33.536398 29.828400
61: 34.302019 66.941220
62: 34.956816 41.844196
63: 36.346814 14.460293
64: 36.377786 74.594715
65: 36.958837 49.245154
66: 37.433124 33.616237
67: 38.716806 30.273555
68: 38.818712 8.404975
69: 38.904231 27.932917
70: 39.495951 60.978288
71: 40.089139 6.322486
72: 40.183141 54.310713
73: 40.620118 14.593547
74: 40.726949 38.166120
75: 40.858043 19.698916
76: 40.920736 57.508819
77: 41.346322 72.465913
78: 41.869083 31.087874
79: 41.950139 48.703753
80: 42.780397 26.076333
81: 44.288693 60.435328
82: 44.353605 67.700496
83: 44.437805 37.983607
84: 45.968938 62.608263
85: 46.007298 33.806150
86: 46.366379 13.149678
87: 46.857446 1.849157
88: 47.490021 23.197135
89: 47.538413 60.174145
90: 47.734657 9.056692
91: 47.949402 5.581825
92: 49.300196 57.382841
93: 49.990507 69.883212
94: 50.516257 29.493173
95: 50.724464 6.345250
96: 51.335068 42.575365
97: 53.198015 35.981168
98: 53.484655 39.785059
99: 54.173611 34.098660
100: 54.722148 27.711804
101: 56.244085 45.651285
102: 57.288948 71.989553
103: 57.633613 31.983932
104: 57.694523 21.440039
105: 58.093717 58.389157
106: 58.937236 2.165034
107: 59.614081 25.539168
108: 61.553336 76.299077
109: 62.087261 31.729940
110: 62.414425 17.951106
111: 63.479544 66.592475
112: 63.675726 44.852398
113: 64.043217 33.810118
114: 65.324227 12.951713
115: 65.767728 20.386720
116: 66.199216 51.564041
117: 66.542985 69.445628
118: 66.597828 8.874111
119: 67.476780 42.309516
120: 67.645258 34.134107
121: 67.895119 32.036694
122: 68.130250 49.103075
123: 69.760837 73.971967
124: 70.058614 67.147904
125: 70.984597 58.879237
126: 70.996118 1.497488
127: 71.083169 21.447961
128: 71.463706 46.961963
129: 72.771103 16.954062
130: 72.909613 69.102049
131: 73.080698 71.133416
132: 74.039456 65.327422
