Nodes: 60
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.077493 1.809070
1: 0.442874 15.163113
2: 0.984798 12.037376
3: 1.049003 28.785465
4: 1.946316 5.794165
5: 2.085477 21.371584
6: 3.103603 13.844841
7: 3.573862 3.147333
8: 3.888885 18.979661
9: 4.932046 30.843526
10: 5.190842 25.302266
11: 5.862290 10.706837
12: 6.846534 28.291313
13: 7.302404 2.412071
14: 7.811946 21.113364
15: 7.853702 11.183721
16: 7.955240 8.533222
17: 9.630670 12.855062
18: 9.757102 9.871960
19: 9.785316 27.917864
20: 10.601919 25.996306
21: 11.048107 6.565419
22: 11.355359 11.490981
23: 11.404671 20.828833
24: 12.618424 30.967358
25: 12.640442 27.318882
26: 13.420944 12.597971
27: 14.750742 28.532290
28: 14.759695 0.021139
29: 14.966111 10.515193
30: 15.503754 15.533966
31: 15.601526 18.858249
32: 15.951353 12.618480
33: 17.433136 0.421735
34: 17.490511 15.289545
35: 17.933236 3.765253
36: 18.415375 26.467557
37: 18.746974 30.538968
38: 18.939644 10.770114
39: 20.616428 4.244503
40: 21.294091 8.792850
41: 21.593579 22.278889
42: 21.728532 26.956885
43: 22.429023 10.587254
44: 22.764134 19.387772
45: 23.363954 15.408694
46: 23.799159 0.192831
47: 23.910828 26.132170
48: 24.515286 5.082462
49: 24.839832 8.019040
50: 26.456831 1.690385
51: 27.930546 15.244244
52: 28.323525 28.904585
53: 28.402832 11.026969
54: 28.847872 20.216621
55: 29.253536 3.905886
56: 29.975559 17.993640
57: 30.349230 31.359202
58: 31.197536 10.435886
59: 31.600193 13.188633
Edges
(0,1)
(0,35)
(1,2)
(2,3)
(2,8)
(2,11)
(3,5)
(3,9)
(3,12)
(3,30)
(3,46)
(4,7)
(5,26)
(5,29)
(6,15)
(6,17)
(6,22)
(7,15)
(8,22)
(10,12)
(10,30)
(10,37)
(12,24)
(13,28)
(14,39)
(15,22)
(16,21)
(18,21)
(19,37)
(20,23)
(21,22)
(21,35)
(22,29)
(23,25)
(23,27)
(27,30)
(27,32)
(28,35)
(29,35)
(30,32)
(31,41)
(31,47)
(32,47)
(32,52)
(33,46)
(34,47)
(36,37)
(36,42)
(37,47)
(37,52)
(37,57)
(38,49)
(39,40)
(39,50)
(39,59)
(43,44)
(43,49)
(43,54)
(45,54)
(48,50)
(48,55)
(49,59)
(50,55)
(51,53)
(52,54)
(52,56)
(53,56)
(56,59)
(58,59)
