Nodes: 20
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.200066 6.043262
1: 0.347218 9.446112
2: 2.891857 11.570358
3: 3.101681 3.321556
4: 3.256169 6.951859
5: 4.737301 0.573569
6: 4.767012 9.267164
7: 5.408929 6.984846
8: 5.747582 12.554777
9: 6.560024 3.173364
10: 7.118336 8.253296
11: 7.920788 5.968365
12: 8.811822 11.479576
13: 9.638657 2.992118
14: 11.140300 6.672953
15: 11.646384 2.328099
16: 12.122474 12.997294
17: 12.553537 4.212468
18: 13.866510 8.934908
19: 13.987316 0.499889
Edges
(0,4)
(0,7)
(1,2)
(1,6)
(1,10)
(1,17)
(1,18)
(2,8)
(2,12)
(3,7)
(5,11)
(5,15)
(6,14)
(7,11)
(7,17)
(8,12)
(8,16)
(9,17)
(10,14)
(11,17)
(13,17)
(14,18)
(15,19)
(17,19)
(18,19)
