Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 1.618541 51.339210
1: 1.934386 2.608773
2: 2.221103 44.645128
3: 2.366798 53.778242
4: 2.376227 59.356763
5: 2.590983 85.620766
6: 3.150197 18.048088
7: 4.192726 91.453007
8: 4.280658 40.664522
9: 4.523265 26.016409
10: 5.671904 85.862922
11: 5.789139 71.638009
12: 6.122043 59.619585
13: 6.146733 54.917611
14: 7.240921 3.788599
15: 7.507396 69.915946
16: 7.637770 9.081685
17: 10.550100 4.615162
18: 10.688905 62.101181
19: 11.046712 46.272729
20: 11.252739 51.844345
21: 11.499283 39.274181
22: 11.802859 48.539374
23: 12.103722 83.327194
24: 13.698468 2.415873
25: 13.759541 14.778560
26: 13.813495 7.565217
27: 14.826822 63.250659
28: 16.342809 19.356070
29: 17.229189 76.751286
30: 17.430966 53.408673
31: 17.440955 27.123700
32: 17.451439 8.782813
33: 17.885176 15.145166
34: 19.252088 76.817160
35: 19.757766 29.056205
36: 20.080114 85.071153
37: 20.147851 39.321779
38: 20.263269 14.487174
39: 20.574945 80.763429
40: 20.663644 90.005264
41: 21.038769 27.295429
42: 21.098213 62.503949
43: 21.726313 70.782150
44: 22.002068 41.600255
45: 22.242894 85.392216
46: 23.028717 91.364527
47: 23.244012 38.012164
48: 23.860616 55.800930
49: 23.999750 53.576992
50: 24.721387 31.952113
51: 24.862100 19.960228
52: 25.499879 37.875770
53: 25.783863 13.168127
54: 26.081619 91.232783
55: 26.290778 22.293021
56: 27.462064 55.893322
57: 27.759387 35.461543
58: 28.753451 79.075937
59: 28.820596 22.878367
60: 30.303456 25.871745
61: 30.496155 82.378377
62: 30.560378 2.672879
63: 30.938278 34.041706
64: 31.565826 63.439200
65: 32.096663 5.326104
66: 32.902666 75.455942
67: 34.158150 70.182918
68: 34.798514 91.767454
69: 35.612912 38.771436
70: 35.662380 78.433032
71: 35.897225 84.205645
72: 36.637214 31.992492
73: 37.234183 42.296832
74: 37.376691 71.555196
75: 37.876345 2.243162
76: 38.455599 77.182617
77: 38.858067 87.851497
78: 39.710205 62.876570
79: 39.815293 52.707045
80: 39.906005 65.975697
81: 39.920215 44.319920
82: 40.502736 8.132714
83: 40.650305 24.119853
84: 40.882738 31.352549
85: 42.307830 34.897497
86: 42.402296 56.386692
87: 42.579185 83.583783
88: 43.352909 1.146687
89: 43.834327 29.520668
90: 45.251335 14.462342
91: 45.416856 86.392916
92: 46.237260 20.920292
93: 46.336652 3.371761
94: 46.512223 41.614749
95: 46.595318 16.078407
96: 46.762698 18.975325
97: 48.748224 40.780770
98: 50.975905 27.192115
99: 51.326777 33.531699
100: 53.715252 27.842092
101: 54.695906 31.917448
102: 54.738308 64.984967
103: 55.456304 41.792794
104: 56.617762 80.730286
105: 57.162921 60.475408
106: 57.647497 50.479763
107: 57.858088 4.103096
108: 58.630250 35.323766
109: 58.734777 40.045728
110: 59.325616 66.106071
111: 60.106445 42.501278
112: 60.508484 85.437476
113: 60.514729 82.679681
114: 60.659676 48.958419
115: 60.862599 34.753105
116: 60.910180 90.377216
117: 61.075365 58.838000
118: 61.940438 17.474763
119: 62.193464 79.487715
120: 62.482828 83.332816
121: 63.435840 32.132743
122: 63.902462 47.153389
123: 64.075106 35.846484
124: 64.496209 88.903148
125: 65.292443 49.527628
126: 66.336487 24.177280
127: 66.705217 37.040436
128: 66.753285 32.087034
129: 67.032721 12.512290
130: 68.756961 8.190534
131: 68.915994 86.220893
132: 69.367286 20.260991
