Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.585389 12.173584
1: 0.727321 26.269001
2: 1.099884 88.424793
3: 1.100681 47.133287
4: 1.911754 7.144155
5: 2.431434 63.235189
6: 2.876765 93.461573
7: 3.417958 57.879032
8: 3.488466 15.500165
9: 4.761670 8.274047
10: 5.397283 64.038924
11: 5.699447 13.413032
12: 7.099772 56.175312
13: 7.109557 6.861723
14: 8.440773 28.861221
15: 9.234189 26.695247
16: 10.014337 54.786029
17: 10.198641 88.238161
18: 11.172115 19.955121
19: 11.843703 14.530883
20: 11.857755 65.417546
21: 12.846189 76.694777
22: 13.431833 63.997706
23: 13.442472 18.025255
24: 13.462726 44.239263
25: 13.810650 39.319525
26: 14.343572 13.157774
27: 14.431748 52.848856
28: 14.741423 26.453750
29: 15.400664 72.290240
30: 15.883836 31.210774
31: 16.299450 2.432672
32: 17.515696 4.329423
33: 18.183625 62.344973
34: 18.537957 50.447802
35: 18.888921 60.182170
36: 19.148520 71.219464
37: 19.916219 78.829041
38: 20.232168 47.119800
39: 20.346339 5.191264
40: 20.862667 41.464575
41: 22.303474 64.451702
42: 23.497365 48.084290
43: 23.550551 75.072245
44: 25.331358 30.664774
45: 25.505922 22.778859
46: 25.816871 71.045973
47: 27.563479 20.553902
48: 28.041147 49.759772
49: 29.023534 69.811431
50: 29.032819 27.154714
51: 30.017009 0.840509
52: 30.255276 86.170812
53: 30.843954 11.744766
54: 31.665616 27.995468
55: 31.983122 41.334606
56: 32.125312 57.114532
57: 34.224926 41.645406
58: 35.217348 52.678948
59: 37.001612 11.786194
60: 37.277899 62.718901
61: 37.448192 90.031701
62: 37.904077 75.238378
63: 38.376110 79.648188
64: 38.611905 37.082850
65: 39.639256 21.721379
66: 40.206353 63.720989
67: 40.237404 29.550450
68: 41.230300 81.056704
69: 41.416445 35.881127
70: 41.424260 74.465116
71: 42.108820 24.332464
72: 42.118722 21.183909
73: 42.409540 49.218494
74: 42.777336 13.640361
75: 43.765926 17.825851
76: 44.615205 68.469710
77: 44.672744 26.154754
78: 44.765093 63.727733
79: 44.916818 50.464540
80: 44.919159 15.715328
81: 46.048711 9.647154
82: 46.183259 17.400132
83: 46.503111 7.435238
84: 46.523228 0.432247
85: 46.677768 54.399324
86: 46.821225 75.783964
87: 46.925650 27.861587
88: 48.152005 9.933321
89: 48.302331 19.875841
90: 49.175285 27.189761
91: 49.565959 83.631451
92: 49.758673 58.937402
93: 49.772463 91.184997
94: 50.048683 17.308198
95: 50.733613 47.954477
96: 50.787894 51.349786
97: 51.546786 73.446364
98: 52.179585 16.603977
99: 52.255223 56.219808
100: 53.082397 32.755708
101: 54.892039 36.225181
102: 55.239833 11.422144
103: 55.362143 20.234110
104: 56.094973 13.410337
105: 56.768504 68.914906
106: 56.960071 30.388277
107: 56.976773 43.608797
108: 57.967727 9.019668
109: 58.266758 38.551715
110: 58.956513 65.748980
111: 59.310546 24.282969
112: 60.433219 21.100210
113: 60.530138 77.823014
114: 61.197833 56.089464
115: 62.020268 75.529904
116: 62.049874 7.234239
117: 62.067178 72.064211
118: 62.331522 20.316630
119: 63.500497 86.282928
120: 63.858139 2.868780
121: 63.972093 23.623035
122: 64.114235 6.591807
123: 65.988772 22.952841
124: 66.223916 33.859118
125: 66.401897 52.116553
126: 68.188306 68.917237
127: 68.321942 65.219642
128: 68.524296 22.393450
129: 69.111379 51.897785
130: 69.326162 77.241385
131: 69.740245 12.891571
132: 70.608810 16.374096
