Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 1.211264 2.274705
1: 2.430760 71.958501
2: 2.926618 47.801428
3: 3.394372 50.444466
4: 3.422273 54.624180
5: 3.488873 61.011412
6: 4.882975 28.577804
7: 5.142258 2.581235
8: 5.896017 16.927453
9: 7.486338 70.758377
10: 7.963435 8.930479
11: 8.273155 31.469390
12: 8.539156 61.143857
13: 9.874572 24.110502
14: 10.061478 14.875207
15: 10.319180 73.322327
16: 10.852253 28.619713
17: 11.757562 1.235553
18: 12.044240 18.123936
19: 12.643431 66.272099
20: 12.866328 15.461438
21: 12.899676 68.383103
22: 13.302722 73.965538
23: 13.430237 53.961029
24: 14.970733 11.202423
25: 15.575289 20.541422
26: 15.814561 8.863199
27: 15.928514 65.070750
28: 16.385697 47.744256
29: 18.210417 9.627036
30: 18.752493 24.882900
31: 19.195374 4.305230
32: 19.348534 54.547861
33: 19.471679 0.982910
34: 20.038663 58.849070
35: 20.234732 20.214494
36: 20.293590 74.297003
37: 20.952847 65.534936
38: 21.022342 30.446110
39: 21.025431 34.485910
40: 21.650116 2.432755
41: 22.257585 70.260433
42: 22.362559 13.636546
43: 22.858885 16.025925
44: 23.323034 39.423380
45: 23.390178 0.171266
46: 25.815531 41.817627
47: 25.970591 67.576640
48: 26.092269 21.266157
49: 26.289943 7.569052
50: 26.541251 60.449049
51: 26.935673 46.459507
52: 27.190462 52.372778
53: 27.335328 26.781655
54: 27.717654 17.801976
55: 28.442554 9.836408
56: 28.732205 21.098642
57: 29.674243 32.397342
58: 29.702277 49.711148
59: 31.397884 62.954053
60: 32.155169 48.235636
61: 33.141178 57.275980
62: 33.598748 23.623874
63: 34.221848 47.903619
64: 34.484695 43.871600
65: 35.196218 29.658161
66: 35.709155 76.975264
67: 36.398030 70.088228
68: 36.916191 39.189618
69: 37.879269 59.182587
70: 38.407279 62.695662
71: 39.384123 26.676846
72: 39.576127 8.644904
73: 39.710909 54.354856
74: 40.147031 39.986800
75: 40.272201 65.342953
76: 41.130097 46.883135
77: 42.017456 73.038510
78: 42.949418 26.033113
79: 43.845743 70.275567
80: 44.992925 28.271288
81: 45.336682 42.602963
82: 45.346730 62.811886
83: 45.671871 33.124550
84: 45.828449 25.621496
85: 46.171165 14.567873
86: 47.236596 49.069693
87: 48.122028 27.399843
88: 49.026026 45.123320
89: 49.099616 38.101027
90: 49.572428 68.418949
91: 50.130071 19.717294
92: 51.159733 73.781160
93: 51.320394 28.714453
94: 51.877811 49.367770
95: 52.306550 56.163268
96: 52.634184 25.396995
97: 52.828314 47.174219
98: 52.891505 61.887633
99: 53.313164 1.474539
100: 54.126952 8.561098
101: 55.337766 26.754143
102: 55.468596 20.837159
103: 56.102358 33.351916
104: 56.570263 12.904705
105: 58.109784 25.784832
106: 58.383419 59.396327
107: 58.909382 18.596053
108: 58.994806 56.632762
109: 60.385861 43.816798
110: 60.986675 59.621129
111: 61.820131 74.476367
112: 62.204233 47.229125
113: 62.321870 63.866563
114: 62.640942 38.941806
115: 62.699386 61.168760
116: 63.125319 65.938994
117: 64.563301 62.830677
118: 65.874874 3.458354
119: 66.139180 36.550673
120: 66.314077 48.955739
121: 66.881196 59.696712
122: 67.927300 75.570749
123: 67.967691 19.496415
124: 68.260726 68.428762
125: 68.599966 63.741751
126: 69.002261 7.032068
127: 69.061047 61.449416
128: 69.501793 3.169449
129: 69.611115 52.833068
130: 69.644138 42.370094
131: 71.734972 1.779552
132: 72.841668 39.049327
