Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.147576 97.772894
1: 0.954388 47.099576
2: 1.439964 103.151297
3: 1.916135 22.713008
4: 1.980756 0.254247
5: 3.078689 3.486390
6: 3.730622 50.232306
7: 3.921510 67.100438
8: 4.210914 8.544808
9: 4.352298 47.440779
10: 4.570989 4.857865
11: 4.681071 57.643530
12: 6.021916 55.727865
13: 6.309027 59.399635
14: 6.527230 28.342692
15: 7.456821 48.892244
16: 7.777895 16.386115
17: 8.276087 86.318690
18: 8.561515 92.676568
19: 9.034213 47.298104
20: 9.101614 101.576450
21: 9.423552 63.222064
22: 10.812705 86.716329
23: 11.446603 37.387963
24: 13.257455 45.860859
25: 13.448240 28.231177
26: 13.756234 16.867530
27: 14.250327 90.535548
28: 14.828601 22.433530
29: 14.864445 43.504794
30: 15.196901 81.578818
31: 15.427565 71.785900
32: 17.480079 79.067617
33: 18.725291 26.311048
34: 19.399109 100.655523
35: 20.581946 28.584836
36: 20.993565 23.430649
37: 21.793936 32.846132
38: 21.903026 1.623260
39: 22.464211 80.802451
40: 22.476261 73.729026
41: 23.009306 5.596925
42: 23.316841 29.001806
43: 24.666863 86.636278
44: 25.752540 19.258830
45: 25.823787 51.097871
46: 25.902133 29.098377
47: 27.021050 57.547854
48: 27.022008 86.761233
49: 27.232703 44.437845
50: 28.577898 64.918160
51: 29.528523 10.609338
52: 29.708139 23.039991
53: 29.776275 36.502687
54: 30.425757 15.352989
55: 32.166932 1.082757
56: 32.263675 43.792111
57: 32.877717 99.385493
58: 33.933929 48.593225
59: 35.966846 53.316396
60: 37.642960 79.559987
61: 38.534656 49.753049
62: 39.199595 61.923412
63: 40.718836 88.410034
64: 41.241065 21.547445
65: 42.120289 57.530941
66: 43.774349 73.460080
67: 44.020887 103.953575
68: 45.520602 40.802136
69: 45.753394 36.856149
70: 45.809085 81.878194
71: 47.013801 43.710278
72: 48.312157 1.826361
73: 48.845774 30.677951
74: 48.945482 8.468690
75: 49.101495 57.556773
76: 50.539719 24.998240
77: 51.452438 39.697468
78: 51.474612 45.222896
79: 52.074552 5.411824
80: 53.780918 66.095870
81: 54.112060 32.772376
82: 54.468424 75.234195
83: 55.050458 43.357787
84: 55.676191 101.649976
85: 55.968441 53.210215
86: 56.829943 33.954845
87: 57.592302 79.355073
88: 57.802101 92.566007
89: 58.191384 83.123315
90: 58.569512 67.181151
91: 58.873091 50.019999
92: 60.026087 103.746229
93: 60.041989 12.272658
94: 60.405593 43.076197
95: 60.640896 32.123683
96: 61.338602 62.407158
97: 61.775837 29.823644
98: 62.185290 80.857428
99: 62.320301 40.051706
100: 62.968429 105.042642
101: 64.133958 11.718225
102: 64.357646 60.107518
103: 64.542179 6.355906
104: 64.973592 68.307913
105: 65.509727 75.050370
106: 65.891222 97.461539
107: 66.507985 64.808465
108: 67.444716 52.374313
109: 68.772259 100.733490
110: 68.937197 40.777285
111: 69.249166 86.099807
112: 69.362120 7.716443
113: 69.577970 11.941176
114: 69.688998 102.722783
115: 69.779091 26.217486
116: 70.021326 56.072830
117: 70.335439 31.913775
118: 71.870760 10.101219
119: 72.778076 21.724131
120: 73.589395 30.028782
121: 74.415384 92.254038
122: 75.588991 60.364392
123: 75.700775 32.687007
124: 76.231462 76.596432
125: 76.626933 14.017826
126: 76.813846 102.794879
127: 76.935918 0.344279
128: 77.597329 57.818327
129: 78.820045 78.880705
130: 79.073063 90.329717
131: 79.864561 10.401782
132: 79.884539 26.277609
