Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.415869 89.466129
1: 0.848434 75.021067
2: 0.907630 14.986546
3: 1.856382 25.360244
4: 2.967452 59.839478
5: 3.079554 62.715424
6: 3.167643 8.111095
7: 4.044674 88.159620
8: 4.581267 34.934345
9: 4.603395 48.821869
10: 5.670122 32.004105
11: 6.337161 91.638011
12: 6.408958 30.114435
13: 6.649923 57.100984
14: 7.926260 17.532459
15: 7.978777 96.236238
16: 8.443944 67.442602
17: 9.118744 11.770947
18: 9.560666 9.158814
19: 10.145111 61.221755
20: 10.436195 86.129468
21: 12.475788 58.921470
22: 12.694055 11.764188
23: 12.808728 69.793959
24: 12.815674 91.173098
25: 13.057689 95.044908
26: 14.300319 15.035910
27: 14.382422 83.100645
28: 14.561558 7.701351
29: 14.826144 31.750556
30: 15.223906 61.635106
31: 17.755156 73.963523
32: 18.030051 16.338404
33: 18.720736 10.668016
34: 19.095536 91.262443
35: 19.382500 26.465022
36: 19.474117 29.010890
37: 19.815099 95.365878
38: 20.348990 83.353078
39: 20.401836 22.638595
40: 20.923002 18.740376
41: 21.319158 27.322035
42: 21.601594 14.228659
43: 21.712107 10.513424
44: 21.956850 35.051545
45: 22.317136 56.972376
46: 22.458557 90.904982
47: 22.544903 80.677010
48: 22.704541 62.895328
49: 23.261671 18.226853
50: 23.824296 55.558792
51: 24.532448 84.474234
52: 24.748420 74.321012
53: 25.062201 50.764041
54: 25.110830 95.512917
55: 25.194917 21.769168
56: 25.983477 78.921600
57: 26.994978 45.990536
58: 27.699426 53.967336
59: 27.713500 30.449210
60: 27.788783 95.465395
61: 28.051444 49.390377
62: 28.115450 36.929931
63: 29.169917 73.101462
64: 29.645370 57.077001
65: 30.141205 10.487420
66: 32.461648 53.085313
67: 32.799851 79.680777
68: 34.143914 96.395875
69: 34.303377 71.166135
70: 35.078780 91.393054
71: 35.382151 0.545606
72: 35.490582 23.686206
73: 35.907674 60.382495
74: 36.035665 38.863402
75: 36.873291 48.402494
76: 37.833151 4.400030
77: 37.936747 29.714225
78: 39.542967 42.949933
79: 39.633658 15.917061
80: 40.320414 26.728372
81: 42.190444 49.346161
82: 42.539426 19.998075
83: 42.776682 36.425303
84: 42.825757 81.482615
85: 42.910154 89.745083
86: 43.934788 22.254721
87: 44.777196 11.919934
88: 45.369062 20.163522
89: 45.912079 75.323124
90: 47.317413 13.881993
91: 47.334787 41.016301
92: 48.063325 49.608574
93: 48.603765 28.467443
94: 49.192705 2.002115
95: 49.364202 30.943603
96: 50.724286 45.079013
97: 52.703931 9.650712
98: 52.745394 75.946562
99: 52.826452 96.384425
100: 53.721530 3.526496
101: 53.973537 88.487159
102: 54.014751 33.198651
103: 54.389152 63.250052
104: 55.466862 47.081926
105: 55.597572 19.317044
106: 56.052211 10.653556
107: 56.178211 25.125319
108: 56.513589 27.746535
109: 57.398850 15.787402
110: 57.483921 87.512875
111: 57.909420 49.162918
112: 58.112029 18.531791
113: 58.732477 13.731816
114: 58.937712 74.232410
115: 59.326141 44.135689
116: 61.143795 42.122691
117: 61.779878 92.449648
118: 62.697675 15.455905
119: 62.966657 40.040934
120: 63.441992 67.586274
121: 64.172617 62.687509
122: 64.313296 45.223891
123: 64.416760 20.451769
124: 64.420248 41.477090
125: 64.618822 82.529584
126: 66.041412 5.122735
127: 66.480951 87.559506
128: 66.623088 91.237097
129: 67.353660 1.893853
130: 68.244665 26.200146
131: 69.404966 80.617956
132: 69.509683 40.593722
