Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 1.312162 85.203661
1: 1.965066 42.051195
2: 2.198275 55.902084
3: 2.467256 76.688397
4: 2.645032 19.944245
5: 2.900495 15.428712
6: 3.254444 6.379745
7: 3.682232 64.320960
8: 4.020820 17.498008
9: 4.254696 68.433697
10: 4.569056 10.375431
11: 5.149997 27.675310
12: 5.220895 38.779103
13: 5.267398 43.240948
14: 6.816747 22.149638
15: 6.956700 48.410975
16: 7.154529 37.118733
17: 7.378061 68.923846
18: 7.556617 55.009176
19: 8.021650 10.071191
20: 9.977116 17.191817
21: 10.614883 71.074074
22: 10.658688 65.466862
23: 10.827545 46.328733
24: 11.398720 25.386223
25: 11.547434 38.442249
26: 11.959835 85.533171
27: 12.781079 50.845693
28: 13.303102 66.352183
29: 13.948173 22.150774
30: 14.558738 68.763506
31: 14.649453 41.705736
32: 15.001192 63.407453
33: 16.078864 21.543746
34: 16.612055 66.603028
35: 16.915356 32.618141
36: 16.996157 54.493181
37: 17.580581 86.646220
38: 17.963977 48.740304
39: 19.028674 56.177437
40: 19.353738 58.787770
41: 20.328755 62.645817
42: 20.808639 75.536354
43: 20.894030 48.021030
44: 20.966273 72.707065
45: 21.057988 33.259916
46: 21.400221 10.903250
47: 21.576693 8.312689
48: 21.832005 16.906486
49: 21.975766 28.414954
50: 22.562240 59.172722
51: 22.582630 61.566947
52: 23.387738 66.726997
53: 23.587455 54.634037
54: 24.394135 8.797144
55: 24.656094 88.262498
56: 25.439141 23.709134
57: 25.557303 17.286870
58: 26.141696 75.892708
59: 26.295152 10.227820
60: 28.095067 43.177245
61: 28.529382 31.409389
62: 29.217423 35.565172
63: 29.508268 48.026320
64: 29.879812 3.364784
65: 29.913820 40.626690
66: 30.985481 6.254704
67: 31.354114 45.538259
68: 31.766164 60.423968
69: 32.274469 84.807400
70: 33.333638 51.188718
71: 33.615196 4.574849
72: 33.851261 9.193405
73: 34.113940 1.804405
74: 37.632040 48.989098
75: 37.989723 4.419734
76: 38.201547 22.244487
77: 38.591963 7.487648
78: 39.113502 84.239148
79: 39.210913 80.678428
80: 39.538744 17.930120
81: 39.654379 60.901647
82: 40.139828 0.087257
83: 40.393575 56.434016
84: 41.275584 31.630343
85: 42.192413 76.576407
86: 42.522731 9.742631
87: 42.884231 44.429210
88: 43.413170 18.321194
89: 43.726581 30.204434
90: 43.834494 69.179384
91: 43.992205 39.657285
92: 44.986203 62.790547
93: 45.443734 64.840453
94: 45.646245 71.653187
95: 45.794389 7.702240
96: 46.542029 67.211856
97: 46.942783 9.569975
98: 47.310244 1.149680
99: 48.801844 7.521687
100: 48.941811 14.865549
101: 49.339509 0.579267
102: 50.191964 29.657129
103: 50.369321 38.655849
104: 51.868955 19.560388
105: 52.562385 30.898224
106: 52.637677 77.880160
107: 52.844982 61.048443
108: 52.852042 38.247513
109: 53.263017 64.863040
110: 53.823657 70.564318
111: 54.172843 40.488166
112: 54.492487 18.976561
113: 54.657030 37.151850
114: 54.812136 4.069296
115: 55.621961 58.065877
116: 56.534483 60.079534
117: 56.823464 4.330918
118: 57.327117 39.401955
119: 58.320141 87.813501
120: 58.724420 31.415698
121: 58.758893 61.845307
122: 58.766139 72.436551
123: 59.865270 41.792855
124: 60.026930 45.363439
125: 60.228063 3.944900
126: 62.195421 1.632448
127: 62.669951 9.804341
128: 63.230706 85.837309
129: 63.298000 69.215768
130: 64.083979 36.644025
131: 64.654384 66.338918
132: 64.922834 82.299899
