Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 1.584048 64.560345
1: 1.612407 57.871786
2: 2.296103 52.877614
3: 2.754925 77.151976
4: 3.015946 79.826992
5: 3.629894 73.047489
6: 4.726136 20.605544
7: 4.893397 4.929236
8: 6.155298 48.920119
9: 7.703278 27.712263
10: 7.732991 7.419021
11: 8.373751 71.127621
12: 8.515731 74.948155
13: 8.553366 68.560909
14: 9.291995 48.552826
15: 10.010547 28.652084
16: 11.507649 77.412306
17: 11.775228 20.799645
18: 12.757138 26.869235
19: 13.990634 12.402714
20: 14.433848 44.078523
21: 15.011844 70.917647
22: 15.077544 80.813989
23: 15.149836 52.829240
24: 15.509626 63.542106
25: 15.798971 66.251351
26: 17.189762 4.291539
27: 17.595192 24.981655
28: 17.675054 20.065494
29: 19.021496 2.172769
30: 20.088258 78.644395
31: 21.443429 41.987974
32: 22.495571 45.890096
33: 22.962745 52.250195
34: 23.009241 22.924499
35: 23.826234 31.997534
36: 24.815620 39.800772
37: 24.985685 2.997077
38: 25.285187 47.623829
39: 26.231302 82.844579
40: 27.030375 78.040056
41: 27.912045 2.735375
42: 28.030229 65.021267
43: 28.129876 35.835124
44: 28.184174 17.483273
45: 28.499747 49.473658
46: 30.426984 29.917764
47: 30.612446 78.798130
48: 30.850437 10.151051
49: 31.139612 37.501063
50: 31.257969 18.866884
51: 32.198156 60.691977
52: 32.284137 8.163492
53: 32.292363 25.270022
54: 32.423903 48.726872
55: 33.080199 2.750745
56: 34.184855 34.138332
57: 34.288256 63.156474
58: 34.972301 20.490129
59: 36.165123 14.333695
60: 36.435917 54.817387
61: 36.768325 31.011301
62: 36.838250 68.966481
63: 37.053221 62.317815
64: 37.973402 81.763036
65: 38.004901 22.595032
66: 38.759233 14.993745
67: 38.781230 8.011436
68: 40.176241 62.508217
69: 40.819237 27.485676
70: 40.976703 71.623996
71: 41.744909 6.842279
72: 41.841559 57.520928
73: 41.965131 2.571749
74: 42.058523 60.249551
75: 42.208478 46.777804
76: 42.951231 54.041593
77: 42.974880 37.494232
78: 43.078633 34.197043
79: 44.734675 69.192228
80: 46.720757 63.453498
81: 47.396726 6.223399
82: 47.954902 12.523715
83: 48.205035 71.169947
84: 48.527540 40.002901
85: 49.206379 76.672973
86: 50.121600 34.089820
87: 51.938914 9.273657
88: 52.176247 83.925858
89: 52.307269 1.960361
90: 53.331814 68.021973
91: 54.134466 60.827282
92: 54.158709 3.441452
93: 56.020111 5.818633
94: 56.347474 36.503627
95: 56.481237 22.228396
96: 56.546452 28.001631
97: 56.744183 67.071915
98: 58.679021 10.703973
99: 59.406774 31.340213
100: 59.483210 55.115234
101: 60.300483 24.920430
102: 60.916617 37.375984
103: 62.530430 23.212819
104: 64.021444 67.139765
105: 64.346830 29.916826
106: 64.773910 43.042073
107: 65.259161 18.928644
108: 66.133833 71.348472
109: 66.733114 80.950575
110: 67.177806 12.512549
111: 67.447166 28.424482
112: 68.372696 63.195498
113: 69.140183 15.837582
114: 69.322023 12.218644
115: 69.880638 74.847353
116: 70.810525 68.223981
117: 71.095225 79.410450
118: 71.343114 43.685276
119: 73.796765 17.040059
120: 74.073762 52.407250
121: 74.796522 70.990859
122: 74.874012 8.498639
123: 76.454586 60.980743
124: 77.465120 9.315686
125: 77.798043 45.149711
126: 77.951182 27.494668
127: 78.020802 69.933437
128: 78.150219 41.603296
129: 78.424752 2.702589
130: 79.738174 81.572925
131: 79.749324 33.267650
132: 79.902721 75.526602
133: 80.133431 79.080022
134: 80.603743 56.529879
135: 80.831732 14.322796
136: 82.336151 81.859862
137: 82.824069 4.830590
138: 83.573631 43.826494
139: 83.929451 18.175201
Edges
(0,1)
(0,5)
(1,2)
(1,13)
(2,6)
(2,23)
(3,12)
(4,22)
(5,11)
(6,19)
(7,10)
(7,29)
(8,9)
(8,20)
(9,18)
(12,16)
(13,25)
(14,20)
(15,31)
(16,22)
(16,30)
(17,19)
(17,27)
(18,35)
(19,26)
(19,44)
(20,32)
(21,25)
(21,30)
(21,42)
(24,33)
(28,44)
(29,73)
(31,36)
(32,36)
(33,45)
(34,46)
(34,50)
(35,43)
(36,38)
(37,48)
(38,54)
(39,47)
(39,64)
(40,47)
(41,48)
(41,52)
(41,55)
(42,62)
(44,48)
(45,51)
(46,61)
(49,54)
(49,56)
(49,75)
(51,57)
(51,60)
(53,58)
(53,61)
(56,61)
(57,63)
(59,67)
(60,76)
(61,65)
(61,78)
(62,70)
(63,74)
(64,88)
(65,66)
(66,71)
(67,73)
(68,74)
(68,79)
(69,95)
(70,83)
(71,73)
(72,74)
(73,81)
(75,100)
(77,86)
(79,80)
(80,90)
(81,82)
(81,87)
(81,92)
(83,85)
(84,94)
(85,88)
(85,90)
(85,97)
(85,108)
(86,94)
(88,109)
(88,130)
(89,129)
(90,91)
(91,100)
(92,129)
(93,129)
(94,99)
(94,106)
(95,103)
(96,99)
(98,107)
(99,101)
(100,104)
(100,112)
(101,105)
(102,105)
(103,105)
(103,107)
(105,118)
(107,110)
(108,116)
(109,115)
(109,117)
(111,119)
(113,114)
(114,119)
(117,121)
(118,120)
(118,125)
(119,124)
(119,126)
(119,135)
(120,123)
(121,127)
(122,124)
(125,134)
(125,138)
(126,131)
(127,132)
(128,138)
(130,133)
(131,138)
(132,134)
(132,136)
(137,139)
(138,139)
