Nodes: 60
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.262499 21.604244
1: 0.981790 33.503545
2: 1.122961 8.263531
3: 2.071004 30.458387
4: 2.906009 1.633054
5: 3.148533 9.416642
6: 4.199058 19.563666
7: 4.627855 32.956268
8: 5.253078 7.403420
9: 5.766473 2.312638
10: 6.008543 26.429999
11: 6.306987 17.836489
12: 6.537985 9.701520
13: 7.557845 28.009168
14: 8.789385 34.049689
15: 9.014142 15.874348
16: 9.336363 10.955556
17: 9.914706 25.701010
18: 10.507093 5.845014
19: 10.741844 28.124319
20: 11.717343 3.968254
21: 12.557830 26.210398
22: 12.792975 28.882588
23: 13.034243 16.060861
24: 13.518468 23.834713
25: 13.970154 33.019958
26: 14.644490 4.821131
27: 15.812684 6.587197
28: 17.216894 27.252681
29: 17.624960 12.215020
30: 17.953691 34.488268
31: 18.907151 4.607990
32: 19.169210 2.582735
33: 19.618439 14.815155
34: 20.246394 26.414562
35: 20.657076 8.637465
36: 20.668851 18.908453
37: 21.367577 6.271042
38: 22.449175 30.136776
39: 23.128344 16.321020
40: 23.158508 3.569041
41: 25.432772 0.918499
42: 25.432775 32.268857
43: 25.770711 3.822380
44: 26.686811 22.878038
45: 27.827197 4.370989
46: 28.875690 22.290126
47: 29.120325 32.121343
48: 29.567899 3.261859
49: 29.757373 29.440007
50: 30.901156 26.361833
51: 31.225838 10.722451
52: 31.318547 7.316460
53: 31.739590 2.122901
54: 32.495308 21.372677
55: 33.064002 5.322019
56: 33.214169 13.647853
57: 34.422044 32.804223
58: 34.623323 28.954802
59: 34.945227 18.248847
Edges
(0,5)
(1,3)
(1,7)
(2,5)
(2,8)
(3,13)
(4,9)
(5,11)
(6,10)
(6,17)
(7,14)
(8,18)
(9,18)
(9,41)
(10,17)
(11,15)
(11,17)
(12,15)
(12,18)
(13,14)
(13,17)
(14,25)
(15,23)
(15,24)
(16,27)
(17,19)
(17,21)
(18,20)
(19,22)
(20,32)
(21,24)
(22,25)
(22,28)
(24,28)
(24,34)
(25,28)
(26,27)
(26,31)
(26,32)
(27,31)
(29,33)
(30,38)
(30,47)
(31,32)
(31,37)
(33,35)
(33,36)
(33,39)
(34,38)
(34,44)
(35,37)
(35,39)
(35,51)
(36,44)
(37,43)
(38,42)
(38,44)
(39,44)
(39,46)
(39,56)
(40,41)
(41,43)
(41,53)
(43,45)
(44,46)
(44,50)
(45,52)
(47,49)
(47,57)
(48,55)
(49,50)
(49,57)
(49,58)
(50,54)
(50,58)
(51,55)
(51,56)
(52,55)
(55,59)
(57,58)
(58,59)
