Nodes: 20
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.069744 4.976377
1: 0.457605 10.892539
2: 1.643999 3.467400
3: 1.867010 8.716338
4: 2.977307 10.586023
5: 3.585542 1.325493
6: 4.280006 7.600054
7: 4.823373 12.999920
8: 5.768218 9.043945
9: 6.986518 12.766694
10: 7.306997 5.661025
11: 7.530310 2.058055
12: 8.339851 10.969845
13: 9.534860 6.520165
14: 9.798758 14.099900
15: 11.432968 4.348688
16: 12.570013 10.671282
17: 14.080748 8.693983
18: 14.138682 4.485642
19: 14.396912 14.214011
Edges
(0,1)
(1,3)
(1,10)
(2,6)
(2,10)
(4,7)
(4,8)
(4,10)
(4,13)
(4,14)
(4,15)
(4,19)
(5,11)
(7,9)
(8,12)
(10,11)
(10,15)
(11,18)
(12,13)
(12,19)
(13,16)
(13,19)
(14,19)
(15,16)
(17,19)
