Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 1.377241 93.507317
1: 1.615704 90.547865
2: 2.925203 28.985883
3: 3.153455 56.242189
4: 3.165026 12.504999
5: 3.991128 2.404142
6: 4.517539 59.469363
7: 4.550915 64.150734
8: 4.604539 53.411304
9: 4.913494 70.178938
10: 5.072219 19.203950
11: 5.644446 21.530940
12: 6.394668 73.059241
13: 7.266812 64.724202
14: 7.420578 68.012433
15: 7.759258 59.621225
16: 8.399604 42.421928
17: 9.000215 73.678262
18: 9.626087 71.524498
19: 9.825165 29.399170
20: 10.072468 93.021560
21: 11.052648 16.474777
22: 12.359522 21.695022
23: 12.452347 82.166499
24: 12.502805 50.371725
25: 13.366799 90.517069
26: 14.368970 6.617330
27: 14.409028 14.580139
28: 14.599410 94.571322
29: 15.523762 27.847088
30: 15.767313 71.104475
31: 16.195188 5.038720
32: 16.598487 60.120526
33: 16.800922 46.494961
34: 18.429754 73.908399
35: 18.657920 37.268971
36: 19.142342 22.168286
37: 19.985669 6.813609
38: 20.651667 81.618651
39: 20.781288 92.763304
40: 22.543606 0.014901
41: 23.296173 90.317036
42: 23.486755 95.713101
43: 23.854618 28.380446
44: 24.799025 49.170275
45: 25.613150 60.187979
46: 25.645015 96.789667
47: 26.016414 72.060658
48: 26.757606 67.748350
49: 27.590273 9.761871
50: 27.842600 28.372157
51: 28.298624 17.391350
52: 28.344549 54.593834
53: 29.766687 67.932442
54: 29.970189 50.692029
55: 30.806072 80.261013
56: 31.294653 1.263963
57: 31.551660 57.214577
58: 31.985374 74.596278
59: 32.369353 30.530628
60: 33.712425 63.833158
61: 33.734927 66.630721
62: 34.108474 59.976393
63: 35.155115 11.436274
64: 37.865892 95.698235
65: 38.314301 23.288932
66: 39.086373 58.944478
67: 39.194173 56.679954
68: 39.914764 82.954668
69: 40.004195 45.352172
70: 40.462575 6.009735
71: 40.658843 27.188742
72: 40.718427 77.912170
73: 42.970588 76.326594
74: 43.279653 3.604927
75: 43.338836 10.050659
76: 43.763392 70.869925
77: 43.840164 64.156061
78: 44.672453 6.617635
79: 44.962515 91.468438
80: 45.376390 84.561941
81: 46.087490 40.671227
82: 46.753677 67.134270
83: 48.084826 22.537049
84: 48.241012 79.665342
85: 48.705895 15.617373
86: 49.412210 82.841990
87: 49.568988 5.497070
88: 49.735413 33.811459
89: 49.982626 8.237245
90: 50.819909 90.576478
91: 51.022951 38.320326
92: 51.668631 25.630115
93: 51.796539 57.465320
94: 53.232438 22.475089
95: 53.323904 5.638703
96: 53.504386 54.648907
97: 53.543047 64.885748
98: 54.615998 10.836420
99: 55.384511 48.593175
100: 55.798337 83.785842
101: 55.940144 7.671106
102: 56.112370 2.760901
103: 56.467769 60.900153
104: 56.677892 70.138938
105: 56.864053 65.718502
106: 58.209950 10.758648
107: 58.810738 57.725121
108: 59.939748 45.286471
109: 60.173184 12.779542
110: 60.399946 68.415141
111: 60.577676 85.173863
112: 61.612087 40.658146
113: 62.868204 9.300921
114: 62.899201 4.282517
115: 63.661054 49.564144
116: 65.423463 92.342997
117: 65.635720 4.308881
118: 65.710668 87.530021
119: 66.396729 67.391883
120: 67.104990 38.287707
121: 67.187355 50.382280
122: 68.445118 74.212237
123: 68.740510 35.989560
124: 69.032011 48.997927
125: 69.248599 81.949800
126: 69.895979 46.065157
127: 70.757221 27.046334
128: 71.227790 96.991426
129: 72.400767 48.909029
130: 73.203663 6.291282
131: 73.245420 57.339558
132: 73.518956 1.661240
