Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.135602 30.613395
1: 0.965952 25.227985
2: 0.989094 56.676365
3: 1.430373 11.132716
4: 2.133746 16.568664
5: 4.516273 72.235779
6: 5.060751 17.920927
7: 5.075110 47.935320
8: 5.760645 7.839801
9: 6.337619 50.486900
10: 7.527914 3.356963
11: 7.623932 74.830217
12: 7.887628 54.517518
13: 8.299787 43.133663
14: 9.760631 37.834341
15: 9.837751 30.801060
16: 9.993086 54.106849
17: 11.699541 61.457559
18: 14.324041 36.923947
19: 14.703917 13.799679
20: 15.208569 24.878493
21: 15.465242 55.197926
22: 16.615799 68.716719
23: 16.631240 33.451014
24: 17.244315 35.845485
25: 17.666059 74.033763
26: 18.068057 0.720824
27: 18.612127 42.940944
28: 18.929770 26.461303
29: 19.372542 61.388127
30: 20.130223 65.125934
31: 20.345934 73.392770
32: 20.725907 38.886692
33: 21.218542 16.170910
34: 21.220633 33.653208
35: 21.654666 50.832091
36: 22.601387 75.056667
37: 22.653321 20.499622
38: 23.293207 6.330945
39: 23.564709 33.528855
40: 24.150163 18.927446
41: 24.768000 67.325855
42: 25.266132 40.809024
43: 26.223674 42.987787
44: 26.509004 54.883847
45: 26.645069 11.468118
46: 27.461780 8.662105
47: 27.678544 37.450235
48: 28.974251 56.613600
49: 29.521103 59.260350
50: 30.214836 42.836058
51: 30.686971 62.723112
52: 32.727125 41.683510
53: 33.036675 32.242137
54: 33.067786 62.458866
55: 33.591115 59.251580
56: 33.726125 17.264531
57: 33.909152 73.413005
58: 34.200851 44.538080
59: 34.371172 66.740336
60: 35.021698 52.812978
61: 35.220218 46.705330
62: 36.061254 17.216141
63: 36.869444 38.368591
64: 37.458275 20.831311
65: 38.091154 63.474874
66: 38.477782 25.205333
67: 38.698769 55.424324
68: 38.905645 18.815799
69: 38.972136 1.303671
70: 39.394048 39.079261
71: 40.807199 55.726359
72: 40.883190 48.960205
73: 41.997206 43.873954
74: 42.393059 6.612158
75: 42.404335 18.453034
76: 42.687609 20.963285
77: 42.824339 13.470784
78: 43.043013 30.898705
79: 43.170812 28.393457
80: 43.902472 64.600414
81: 44.756887 12.265222
82: 45.466238 60.405669
83: 45.843067 6.726597
84: 46.043564 44.264041
85: 46.897206 11.690037
86: 46.997439 40.837141
87: 47.524759 42.842060
88: 47.998247 61.510202
89: 48.102427 35.206458
90: 49.986796 50.795182
91: 50.099563 27.260170
92: 50.276372 64.226216
93: 50.351299 21.913280
94: 50.424272 2.557053
95: 50.516888 71.766555
96: 51.552849 41.670498
97: 52.024974 54.792646
98: 52.526675 67.567414
99: 52.869716 39.073578
100: 54.152830 30.892687
101: 55.132848 61.370932
102: 55.291149 57.940906
103: 55.738360 22.319425
104: 56.377442 3.729697
105: 56.778187 0.037149
106: 57.132011 69.429175
107: 58.173448 30.696658
108: 58.991149 46.694576
109: 59.028275 75.776816
110: 59.331876 21.422519
111: 59.461994 8.751098
112: 59.591424 15.242503
113: 61.105389 68.525488
114: 61.229796 76.789472
115: 61.397272 53.335058
116: 63.128449 76.155146
117: 63.268252 0.518412
118: 64.067255 3.745078
119: 64.132030 57.922124
120: 65.521128 11.990951
121: 65.895482 19.082120
122: 67.302303 65.077975
123: 67.485842 39.483993
124: 68.046679 3.201632
125: 68.287378 74.125863
126: 68.434938 50.794745
127: 69.374340 18.648829
128: 70.382697 70.562148
129: 70.440429 2.733398
130: 71.541014 60.119955
131: 72.057176 41.490269
132: 72.295023 51.648802
133: 73.428799 4.268379
134: 74.365996 54.779970
135: 75.183081 24.816127
136: 75.229924 44.986346
137: 75.443316 42.828416
138: 75.499686 0.580794
139: 76.290451 38.854080
Edges
(0,1)
(0,13)
(0,21)
(2,29)
(3,42)
(4,14)
(4,21)
(5,11)
(5,59)
(5,98)
(6,14)
(6,15)
(7,12)
(7,16)
(8,20)
(8,50)
(9,16)
(10,37)
(11,114)
(12,21)
(12,29)
(14,18)
(17,22)
(18,23)
(18,35)
(19,28)
(20,34)
(21,54)
(21,65)
(22,59)
(22,65)
(24,27)
(24,48)
(24,55)
(25,31)
(26,33)
(26,69)
(27,35)
(28,40)
(28,64)
(28,68)
(28,74)
(28,101)
(29,51)
(30,51)
(31,114)
(32,80)
(35,49)
(36,114)
(37,38)
(38,69)
(38,74)
(39,42)
(39,43)
(39,60)
(39,67)
(41,80)
(44,65)
(45,46)
(45,74)
(47,72)
(47,113)
(50,61)
(50,71)
(52,101)
(53,63)
(53,76)
(53,105)
(56,94)
(57,95)
(58,61)
(58,88)
(61,82)
(62,68)
(62,75)
(63,70)
(65,80)
(66,76)
(67,92)
(69,105)
(70,89)
(73,89)
(73,115)
(74,94)
(75,77)
(76,91)
(76,112)
(78,79)
(79,89)
(80,92)
(81,83)
(82,92)
(83,85)
(83,105)
(84,91)
(86,115)
(87,115)
(90,101)
(91,99)
(93,103)
(93,112)
(95,98)
(96,99)
(97,119)
(100,103)
(101,102)
(101,119)
(103,108)
(104,105)
(105,117)
(105,129)
(106,109)
(106,113)
(106,114)
(107,110)
(110,118)
(111,112)
(114,130)
(116,134)
(118,119)
(118,122)
(118,123)
(118,126)
(120,124)
(120,138)
(121,126)
(121,127)
(122,135)
(125,134)
(126,133)
(128,134)
(130,131)
(130,132)
(132,134)
(132,135)
(133,138)
(135,136)
(135,137)
(136,139)
