Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.991283 70.800313
1: 1.437964 53.908701
2: 2.073818 17.213597
3: 2.485639 38.985400
4: 3.041953 20.894485
5: 4.029597 26.156599
6: 4.560947 51.837015
7: 5.086612 36.590208
8: 5.926929 49.666301
9: 6.142560 73.558310
10: 6.717354 67.700775
11: 7.483284 6.745441
12: 8.330409 15.650924
13: 8.590896 80.098110
14: 8.664904 76.224480
15: 9.441139 90.704688
16: 10.195201 39.757294
17: 10.705501 95.360981
18: 11.402499 68.272576
19: 11.976995 6.301733
20: 12.810466 50.518057
21: 13.182374 38.411171
22: 14.002759 20.217173
23: 14.596112 98.308986
24: 16.228334 16.788186
25: 16.290397 26.507194
26: 16.674937 73.741466
27: 19.768605 89.336879
28: 19.955964 48.175158
29: 20.100184 33.156335
30: 20.964257 43.988638
31: 21.518237 51.844761
32: 21.782546 63.055575
33: 21.943972 39.988061
34: 23.213828 88.273156
35: 23.236162 0.822854
36: 23.690585 35.618967
37: 25.202111 97.844983
38: 25.347506 55.941566
39: 25.525996 87.448978
40: 25.730004 82.129789
41: 25.824713 45.772301
42: 26.270035 63.076263
43: 26.943205 72.403137
44: 28.069723 91.352998
45: 28.610803 61.053576
46: 28.949167 2.214541
47: 31.110973 91.603816
48: 31.473208 98.484799
49: 34.369802 16.253069
50: 34.502276 40.008821
51: 34.932777 89.853509
52: 35.617667 32.579072
53: 35.644388 100.974654
54: 35.739763 26.255781
55: 35.814617 4.505880
56: 36.505354 54.087599
57: 36.543207 44.835963
58: 36.724165 61.077526
59: 37.547436 78.202272
60: 37.605712 29.781582
61: 38.305000 95.104726
62: 38.519810 12.297274
63: 38.910052 62.236486
64: 39.713232 33.840714
65: 39.729521 80.824911
66: 39.748971 85.430626
67: 40.225163 30.251276
68: 40.284089 26.585709
69: 40.345969 74.252056
70: 42.248228 49.725227
71: 42.542126 83.074628
72: 42.672499 91.585537
73: 43.135118 29.599694
74: 43.147030 26.732537
75: 45.309402 30.778111
76: 47.302161 66.496915
77: 47.422318 18.506600
78: 48.032189 51.662691
79: 49.426020 3.930194
80: 49.628347 63.090034
81: 49.770243 31.421270
82: 50.315068 23.655246
83: 50.582354 16.475704
84: 50.628900 21.249783
85: 51.103777 61.015283
86: 52.302953 93.573669
87: 52.494156 82.856645
88: 52.988318 64.681092
89: 53.842311 27.246869
90: 53.940031 48.390686
91: 54.448251 76.242524
92: 54.902114 44.021711
93: 55.186583 88.846160
94: 56.168682 61.318727
95: 56.513452 78.886793
96: 57.499014 35.582627
97: 58.154138 45.138551
98: 58.933698 40.808300
99: 59.851677 52.402708
100: 59.860799 20.210129
101: 60.249297 63.139635
102: 60.833041 7.429500
103: 62.797661 92.653603
104: 63.268117 70.124482
105: 64.278900 57.338686
106: 65.203315 38.889629
107: 65.503946 64.833586
108: 65.547361 99.112029
109: 66.239366 19.793951
110: 66.688047 34.733914
111: 67.473117 1.692260
112: 68.712265 45.127978
113: 69.546784 5.648747
114: 70.834130 46.597897
115: 70.871057 59.462662
116: 70.911436 17.041517
117: 71.066031 75.442822
118: 71.630966 23.640116
119: 71.684066 91.399571
120: 73.350850 74.022548
121: 73.813040 9.690435
122: 74.084020 4.222198
123: 74.682351 87.302490
124: 75.511258 19.591385
125: 76.250848 14.394605
126: 76.333331 63.062476
127: 78.087417 46.457013
128: 78.343864 69.043823
129: 78.752994 97.769085
130: 79.235844 6.470520
131: 80.028830 16.295225
132: 80.332016 40.196012
