Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.868189 37.625317
1: 1.760205 63.181210
2: 2.078613 23.351254
3: 2.111027 19.362710
4: 2.168054 15.502326
5: 2.309773 2.087866
6: 3.219483 67.024052
7: 3.800013 36.371866
8: 4.296971 43.990964
9: 4.380765 62.041535
10: 4.631110 25.827734
11: 4.805948 19.944456
12: 4.948936 17.829000
13: 5.537195 2.742935
14: 6.668129 37.115534
15: 7.378927 48.905854
16: 8.257344 2.843953
17: 10.953769 41.847617
18: 11.152921 56.331999
19: 11.276426 53.550533
20: 11.567107 62.750546
21: 11.593097 20.637214
22: 12.408316 30.381520
23: 12.433136 59.964801
24: 12.689886 18.157312
25: 12.844169 43.269531
26: 13.333823 4.275043
27: 13.927434 35.407096
28: 15.233846 14.718601
29: 16.046285 43.739360
30: 16.096142 55.900500
31: 17.442552 23.203223
32: 17.457712 73.024237
33: 17.603237 36.215469
34: 17.637675 30.301881
35: 18.291156 0.356067
36: 18.462999 20.547279
37: 18.558601 49.459405
38: 19.987642 25.715056
39: 20.245178 12.284749
40: 22.259689 60.313908
41: 23.026990 48.448634
42: 23.290214 6.796174
43: 23.519897 56.227083
44: 23.540502 25.391601
45: 24.088838 50.155675
46: 24.182679 58.746230
47: 24.437752 1.455305
48: 24.451590 36.497154
49: 24.509066 61.027889
50: 24.787734 40.012196
51: 25.568809 56.677849
52: 26.618678 38.143307
53: 28.425862 40.021580
54: 29.058427 0.914837
55: 30.918992 70.778075
56: 31.290151 43.402927
57: 31.514757 64.795858
58: 31.920570 11.261982
59: 31.993105 0.258784
60: 32.009826 31.624978
61: 33.632019 14.590979
62: 33.672008 40.957698
63: 34.072310 19.066857
64: 34.603553 24.000193
65: 36.636506 47.689658
66: 36.951239 54.958656
67: 37.558413 38.372970
68: 38.049920 8.726657
69: 38.771816 74.180080
70: 39.623099 52.437073
71: 41.120248 54.804970
72: 41.293768 71.446992
73: 41.423725 40.776329
74: 42.170254 74.665173
75: 42.255934 49.086222
76: 42.762455 21.309771
77: 43.092710 65.717245
78: 43.122774 59.634372
79: 43.183463 8.746798
80: 43.259866 11.276173
81: 43.711544 43.517015
82: 44.733010 50.012998
83: 44.995846 29.009659
84: 45.324571 40.278821
85: 45.524564 73.623856
86: 47.192621 17.120055
87: 47.975982 38.630569
88: 48.095989 0.492553
89: 48.862775 3.872712
90: 49.172704 45.168497
91: 49.340448 41.123134
92: 49.502986 60.127649
93: 50.009720 33.872562
94: 50.505552 63.224807
95: 50.847001 7.790019
96: 51.701562 12.456790
97: 52.202340 51.479696
98: 52.563571 38.392619
99: 53.291345 73.106399
100: 53.335523 5.855204
101: 54.730797 71.188316
102: 54.765977 45.981938
103: 55.297524 54.867903
104: 55.676299 35.804789
105: 56.436456 43.236705
106: 57.726204 29.620115
107: 57.808405 26.267104
108: 58.275871 14.216237
109: 59.856955 54.667489
110: 60.660174 27.511024
111: 60.698084 63.081479
112: 61.013156 58.069771
113: 61.331350 34.496774
114: 61.747811 39.087142
115: 62.871764 17.203253
116: 63.102070 14.999659
117: 64.022170 1.048355
118: 64.127582 21.540480
119: 64.139552 61.938241
120: 64.677308 45.286679
121: 65.584575 27.921267
122: 66.064574 0.304900
123: 68.817908 67.463860
124: 69.380226 71.516485
125: 69.903870 74.163359
126: 70.502015 9.755285
127: 70.988096 62.520048
128: 71.522037 14.753781
129: 71.592033 19.455771
130: 71.760774 50.471637
131: 71.851772 42.512379
132: 72.810658 28.469240
133: 73.343439 31.214108
134: 73.572096 17.806490
135: 73.657056 10.967478
136: 73.745889 65.569749
137: 74.464043 40.020639
138: 74.923957 33.675686
139: 74.976839 4.819969
Edges
(0,1)
(0,4)
(0,6)
(2,9)
(2,21)
(3,4)
(3,24)
(3,58)
(5,28)
(7,21)
(7,36)
(8,57)
(8,72)
(8,125)
(9,20)
(10,21)
(11,36)
(12,28)
(13,28)
(14,36)
(14,65)
(14,107)
(15,30)
(15,32)
(16,28)
(16,35)
(17,29)
(17,37)
(17,65)
(18,23)
(19,23)
(22,36)
(23,49)
(23,55)
(23,69)
(23,72)
(25,37)
(26,28)
(27,88)
(28,47)
(29,41)
(30,49)
(31,58)
(31,68)
(31,88)
(33,50)
(34,44)
(35,59)
(38,44)
(39,47)
(40,49)
(41,78)
(41,125)
(42,47)
(43,46)
(44,61)
(44,88)
(45,78)
(46,51)
(47,58)
(48,50)
(50,52)
(50,56)
(50,73)
(51,77)
(52,87)
(52,113)
(53,98)
(54,59)
(56,62)
(60,63)
(60,88)
(60,100)
(63,79)
(64,88)
(65,66)
(65,73)
(65,81)
(67,98)
(70,75)
(70,84)
(70,91)
(71,82)
(71,98)
(71,102)
(72,74)
(76,100)
(77,85)
(77,125)
(80,88)
(80,95)
(82,113)
(82,114)
(83,113)
(84,98)
(85,101)
(86,100)
(86,108)
(88,89)
(90,98)
(92,94)
(92,103)
(92,123)
(93,113)
(96,122)
(97,109)
(99,125)
(100,117)
(100,122)
(104,113)
(105,112)
(106,121)
(106,122)
(106,135)
(109,112)
(110,135)
(111,119)
(112,119)
(113,120)
(114,119)
(115,118)
(116,122)
(118,122)
(118,126)
(119,128)
(122,139)
(123,129)
(124,129)
(125,127)
(125,129)
(125,131)
(125,135)
(125,136)
(127,134)
(130,134)
(132,134)
(133,134)
(135,137)
(136,138)
