Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.028861 38.728988
1: 0.093282 14.880868
2: 0.246575 66.670427
3: 1.555267 0.554370
4: 1.889370 21.903608
5: 2.209026 53.754663
6: 2.451056 45.543914
7: 2.887275 5.983254
8: 2.902325 93.437958
9: 3.034822 90.413925
10: 3.408962 57.279563
11: 3.860103 4.006323
12: 4.095613 70.131106
13: 4.355551 26.584198
14: 5.919145 56.911729
15: 6.640356 45.284624
16: 6.769112 35.661316
17: 7.046189 67.806417
18: 7.422197 79.613861
19: 7.654944 50.608029
20: 7.755921 47.415977
21: 7.930288 65.446298
22: 8.345787 72.683980
23: 8.419330 95.266372
24: 10.097508 88.449092
25: 10.118022 55.096763
26: 10.216947 33.392012
27: 11.438409 41.990667
28: 11.770730 73.264356
29: 11.842461 3.354064
30: 12.147606 89.753342
31: 12.522768 55.659808
32: 13.005770 43.987713
33: 13.494296 87.617257
34: 14.394300 39.142970
35: 15.512369 10.632189
36: 16.430638 22.990158
37: 16.468769 75.823066
38: 18.409928 66.580845
39: 18.984833 92.224292
40: 19.538009 54.795644
41: 20.100093 86.822767
42: 20.544050 90.292142
43: 21.132137 94.140466
44: 21.383962 28.770466
45: 22.009268 82.173381
46: 22.308440 73.439972
47: 22.677607 43.483283
48: 22.995729 95.656624
49: 23.128795 62.696869
50: 23.617964 18.974035
51: 24.143305 52.056163
52: 24.372497 2.726647
53: 25.274539 65.107672
54: 25.975961 50.198910
55: 27.223299 17.355570
56: 27.634944 44.564840
57: 28.464522 88.896089
58: 29.596799 55.363359
59: 29.612024 19.204082
60: 29.789786 39.073204
61: 30.148206 80.000387
62: 30.583814 42.428751
63: 31.686240 19.314005
64: 31.745395 26.474674
65: 32.012614 7.683805
66: 32.403116 48.663647
67: 32.539232 87.593147
68: 33.790846 32.205836
69: 34.267311 24.255097
70: 35.180713 50.400232
71: 36.055552 82.161969
72: 36.940447 78.416139
73: 36.990907 71.978931
74: 37.262980 51.649482
75: 37.394462 35.104878
76: 38.222999 93.486890
77: 38.428604 2.158102
78: 38.635706 17.131747
79: 39.477150 57.938778
80: 40.010947 70.976431
81: 40.074321 28.527950
82: 40.134907 74.219572
83: 42.027062 96.689495
84: 43.009573 7.201550
85: 43.291765 57.635319
86: 44.607548 16.851470
87: 44.677622 40.658683
88: 45.280455 51.099017
89: 45.448708 8.268496
90: 45.858086 60.811916
91: 46.098285 31.495046
92: 46.789948 66.092934
93: 46.822425 40.748903
94: 48.099662 11.301028
95: 48.571163 53.854205
96: 49.418939 78.455684
97: 50.594969 34.521679
98: 50.876570 74.191095
99: 50.878596 16.459500
100: 51.380216 0.601338
101: 53.423019 33.154691
102: 54.403877 39.543750
103: 55.228312 62.358575
104: 55.413233 30.526683
105: 55.861260 91.739165
106: 58.074300 43.977641
107: 58.624947 7.117308
108: 59.238473 22.661597
109: 60.504993 79.469288
110: 61.719146 82.891210
111: 62.205347 48.571615
112: 62.420366 95.384803
113: 63.166848 63.973927
114: 63.473952 28.138056
115: 64.003486 43.128138
116: 64.594783 69.981108
117: 64.603619 72.016980
118: 65.418909 29.603086
119: 66.268533 38.858681
120: 67.077471 76.055290
121: 67.655157 52.101806
122: 67.913691 47.837248
123: 68.086621 97.777806
124: 68.091738 42.700010
125: 68.918060 72.841106
126: 69.393922 87.710915
127: 69.646026 66.284662
128: 69.649159 5.299588
129: 70.264083 41.332831
130: 70.429640 28.322299
131: 71.357530 2.052490
132: 71.909066 32.314924
