Nodes: 60
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.049479 0.715996
1: 0.278046 23.186196
2: 0.578446 14.676272
3: 1.745826 11.193099
4: 2.630416 22.247812
5: 2.632718 35.987918
6: 3.358499 12.448023
7: 4.346132 19.051526
8: 5.870361 33.938013
9: 5.884877 31.799901
10: 6.802893 15.323782
11: 7.101015 21.044580
12: 8.216312 30.948899
13: 8.277652 11.009154
14: 8.590399 0.695257
15: 8.978976 36.482741
16: 10.072549 12.687236
17: 10.270369 19.010024
18: 10.732372 9.552688
19: 11.234425 24.590809
20: 12.169977 2.625269
21: 12.255094 28.520896
22: 12.930446 18.418503
23: 12.968914 12.987662
24: 14.800616 8.494358
25: 14.910902 13.938839
26: 15.844481 32.527423
27: 16.395431 19.299002
28: 16.683102 10.245667
29: 17.135095 2.468265
30: 17.228211 14.802695
31: 17.776739 23.571359
32: 18.934222 6.098211
33: 20.627380 33.911295
34: 20.940943 14.058611
35: 20.942381 5.946560
36: 21.850775 0.570828
37: 22.933857 31.536506
38: 23.541078 19.858610
39: 24.667648 4.474556
40: 24.907059 30.493643
41: 25.503492 0.806195
42: 25.551102 6.581537
43: 25.811465 18.159116
44: 26.197709 3.149977
45: 26.324451 14.442471
46: 27.250718 27.424652
47: 28.311444 9.011909
48: 28.471417 24.787496
49: 28.737914 19.383479
50: 29.611602 33.949659
51: 30.059029 11.755238
52: 30.936367 8.764830
53: 31.641786 35.176685
54: 32.493479 32.886858
55: 32.852567 20.002566
56: 33.371212 22.373207
57: 34.631590 29.152280
58: 35.279137 21.306974
59: 36.306422 34.172170
Edges
(0,1)
(0,3)
(0,14)
(0,36)
(1,4)
(2,3)
(2,4)
(2,20)
(5,6)
(5,15)
(6,8)
(6,10)
(7,8)
(7,11)
(7,16)
(8,33)
(8,48)
(8,54)
(8,56)
(9,56)
(10,16)
(11,12)
(12,16)
(12,58)
(13,20)
(13,23)
(14,39)
(14,41)
(14,47)
(14,51)
(14,52)
(16,21)
(16,23)
(16,27)
(17,21)
(18,25)
(19,21)
(20,24)
(20,25)
(20,30)
(20,31)
(20,51)
(22,27)
(23,25)
(24,28)
(24,32)
(26,46)
(26,48)
(26,54)
(26,58)
(28,32)
(29,39)
(30,32)
(32,34)
(32,45)
(32,49)
(32,51)
(32,58)
(33,53)
(33,59)
(35,51)
(37,40)
(38,43)
(38,58)
(39,41)
(39,42)
(40,57)
(40,58)
(41,42)
(41,44)
(45,55)
(47,51)
(48,56)
(50,59)
(52,58)
(53,59)
(54,59)
(56,58)
(57,58)
(57,59)
