Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.153062 23.684194
1: 0.274156 73.795663
2: 0.570957 43.529464
3: 2.789193 54.943925
4: 2.869256 65.009956
5: 3.388705 9.800837
6: 4.658649 20.455355
7: 4.772777 67.557122
8: 5.440632 29.223546
9: 6.087115 36.845623
10: 6.302211 51.225118
11: 6.798173 24.840489
12: 6.913802 0.187067
13: 7.166156 46.954940
14: 7.281736 30.321375
15: 8.572291 33.869552
16: 9.007950 55.732693
17: 9.056414 14.414594
18: 9.079321 19.434244
19: 9.188956 8.036932
20: 10.122304 44.758724
21: 11.031067 50.968970
22: 11.104266 40.045212
23: 11.486272 18.397003
24: 12.420488 54.616720
25: 12.491355 1.116440
26: 12.802191 5.812611
27: 13.370662 75.588365
28: 14.075239 17.584321
29: 14.163081 58.834912
30: 14.459359 48.984241
31: 15.369554 61.516113
32: 15.578316 14.361076
33: 18.022436 34.060757
34: 19.263221 0.038105
35: 20.056610 66.939860
36: 20.160195 32.505583
37: 21.242054 64.731912
38: 21.286012 58.452946
39: 21.423027 41.831554
40: 21.453231 18.238810
41: 22.101210 71.622770
42: 22.319061 32.580683
43: 22.562933 12.578490
44: 23.013916 43.229358
45: 23.419703 57.950644
46: 23.954865 60.874282
47: 25.970324 5.155332
48: 26.495302 40.836000
49: 26.693247 13.511008
50: 27.192934 9.473961
51: 27.675912 30.232621
52: 28.219813 71.405188
53: 28.322536 66.801365
54: 28.789852 37.118791
55: 29.239149 39.706085
56: 29.723906 25.395256
57: 31.260012 67.200117
58: 31.699016 2.492839
59: 31.815219 22.465850
60: 32.518697 74.941741
61: 33.907727 33.562630
62: 34.447602 36.458043
63: 34.452938 6.115143
64: 34.771319 15.095066
65: 35.119584 40.715288
66: 35.529343 57.034894
67: 35.597251 28.670301
68: 35.613929 45.889359
69: 35.849434 76.503520
70: 37.442349 13.296864
71: 38.694166 56.324242
72: 39.366121 33.594000
73: 41.055091 37.578949
74: 43.605369 24.140222
75: 43.802097 13.867097
76: 44.248378 18.175498
77: 44.647021 43.667575
78: 44.829500 0.211275
79: 44.994189 21.329237
80: 45.043566 3.140948
81: 45.295966 65.508180
82: 45.777090 8.232695
83: 46.811394 46.591290
84: 47.166216 10.147038
85: 47.265829 5.381308
86: 47.707730 55.001317
87: 48.384689 7.890119
88: 48.915613 46.979305
89: 49.526069 26.111880
90: 49.595084 52.572607
91: 49.703352 5.579395
92: 50.064249 16.874301
93: 50.142486 35.342276
94: 50.375960 9.462384
95: 50.952369 47.883121
96: 51.553176 14.672814
97: 52.553561 16.428255
98: 52.814754 41.366739
99: 53.573462 21.608576
100: 54.559561 26.457197
101: 54.598996 39.888234
102: 55.269847 18.141094
103: 56.589757 8.859800
104: 57.744952 17.400625
105: 58.624530 65.720802
106: 60.805302 56.203640
107: 61.314660 75.957917
108: 61.576525 10.931420
109: 62.614289 18.372174
110: 63.155727 3.266710
111: 63.190294 40.711167
112: 63.547460 44.138898
113: 64.361174 5.651386
114: 65.050934 56.454457
115: 65.681589 3.569320
116: 66.231257 44.037103
117: 67.275673 73.822783
118: 67.413029 71.400446
119: 68.811022 59.302749
120: 69.124602 51.995657
121: 70.240253 10.631097
122: 70.430760 26.431169
123: 70.589351 71.048315
124: 70.811418 43.115421
125: 71.126290 23.260948
126: 71.143314 45.795885
127: 72.521628 15.429443
128: 73.077941 20.992779
129: 73.324894 75.956068
130: 73.530106 30.796602
131: 73.856181 64.856312
132: 75.327247 8.246369
