Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.380149 32.678249
1: 0.765230 86.463926
2: 1.501948 17.509983
3: 2.317034 8.607736
4: 2.432384 49.757859
5: 2.798324 34.903199
6: 3.090461 15.430241
7: 4.324411 42.147042
8: 4.958068 0.399365
9: 5.331506 59.453161
10: 5.875904 31.915336
11: 9.434204 70.629219
12: 9.571368 92.804463
13: 10.143855 89.345985
14: 10.348692 78.913381
15: 10.951954 13.593281
16: 11.074845 23.213414
17: 11.114255 32.053606
18: 11.177243 27.430841
19: 11.687848 16.204621
20: 11.842818 90.768438
21: 12.371650 62.496628
22: 13.126050 50.459688
23: 13.378224 82.277644
24: 13.565865 47.755673
25: 13.976429 41.468330
26: 14.242401 25.888041
27: 14.622614 77.983332
28: 14.666567 31.412948
29: 14.928671 67.777124
30: 15.910537 61.042971
31: 16.774475 57.165098
32: 17.239881 13.639374
33: 17.375583 49.999643
34: 17.652875 88.227507
35: 18.456261 28.000837
36: 18.824321 11.309793
37: 20.350036 92.532769
38: 20.740642 41.399745
39: 20.815151 57.503120
40: 21.288138 82.228196
41: 21.420736 79.226382
42: 22.219266 76.176406
43: 22.476892 84.998155
44: 22.639839 1.347010
45: 24.310834 81.446087
46: 24.717840 54.140863
47: 25.263888 50.415377
48: 25.332889 6.147404
49: 25.390487 83.352452
50: 25.675275 91.907840
51: 26.451661 28.063890
52: 27.453326 34.588769
53: 27.563785 50.922098
54: 28.143478 17.245705
55: 28.288034 63.313721
56: 28.372451 13.080592
57: 29.044262 7.092708
58: 29.509725 61.252239
59: 30.665127 89.537830
60: 30.767146 45.510968
61: 31.308102 14.530872
62: 32.034125 1.637789
63: 32.793468 73.941296
64: 32.945532 62.964740
65: 33.507764 79.396995
66: 33.823119 12.167830
67: 34.608934 19.478909
68: 34.667378 38.829200
69: 34.787443 45.125985
70: 35.147776 70.816029
71: 35.177996 68.116698
72: 36.328437 64.297168
73: 36.941405 47.882350
74: 37.021513 39.465278
75: 37.236084 37.052541
76: 37.533659 43.596344
77: 38.042798 31.808723
78: 38.283960 52.366204
79: 38.660950 86.785774
80: 39.186089 65.622404
81: 39.402632 91.856403
82: 40.323654 3.075301
83: 40.690064 63.615847
84: 40.915648 78.265900
85: 41.251948 11.461722
86: 41.351300 18.472883
87: 41.681477 67.531005
88: 42.734847 52.538259
89: 43.270446 44.152235
90: 43.515328 88.988826
91: 44.559005 32.268194
92: 44.815194 75.274787
93: 45.007856 24.677850
94: 45.949207 47.159093
95: 46.078369 40.816596
96: 47.806787 19.950671
97: 47.897192 36.113272
98: 48.796882 28.599043
99: 49.522900 39.414314
100: 49.552233 88.253064
101: 49.752646 8.100642
102: 49.893449 80.299557
103: 51.490287 84.721588
104: 52.052623 6.804883
105: 53.169866 40.675528
106: 53.416081 68.694615
107: 53.632317 16.950749
108: 55.128750 36.956657
109: 56.599880 0.712637
110: 56.701415 70.424576
111: 57.492645 38.084452
112: 57.604539 72.681435
113: 58.383353 9.888271
114: 58.512109 6.075133
115: 58.696089 52.764856
116: 59.684748 12.083938
117: 59.961316 44.617477
118: 61.487554 61.171623
119: 61.514865 48.954830
120: 62.798182 63.892222
121: 63.740176 73.935572
122: 64.420620 52.255517
123: 64.863565 69.417877
124: 65.220178 35.866667
125: 66.598708 56.025943
126: 66.670253 28.395689
127: 66.756086 15.345603
128: 67.126719 45.111628
129: 67.260976 67.253144
130: 67.847854 8.039146
131: 68.135477 76.421302
132: 68.671735 50.615060
