Nodes: 20
Protection radius: 1.000000
Disaster radius: 0.500000
0: 1.064391 12.889975
1: 1.870277 8.771148
2: 1.903971 1.010369
3: 3.112751 5.259820
4: 3.800364 10.600632
5: 6.192651 6.022155
6: 7.001781 11.761342
7: 7.663424 0.482967
8: 8.307022 8.381045
9: 8.786981 13.350258
10: 9.231872 3.047202
11: 9.964920 5.748272
12: 10.386411 9.997982
13: 10.917178 12.076971
14: 11.152697 1.641270
15: 12.771711 9.784985
16: 12.964436 7.373832
17: 13.315378 13.308421
18: 13.558515 1.688544
19: 13.945979 4.298044
Edges
(0,2)
(0,4)
(0,9)
(1,3)
(2,3)
(2,7)
(3,5)
(3,7)
(4,5)
(4,6)
(4,8)
(5,7)
(5,8)
(6,8)
(6,12)
(7,10)
(8,12)
(9,12)
(11,19)
(12,13)
(12,16)
(14,19)
(15,19)
(16,19)
(17,19)
(18,19)
