Nodes: 300
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.025892 9.736915
1: 0.842046 6.631844
2: 1.116873 1.427540
3: 1.963149 103.791498
4: 2.776847 83.985519
5: 2.874376 109.220981
6: 3.219548 137.769367
7: 3.560177 41.282471
8: 3.725087 70.656348
9: 3.767339 17.885467
10: 4.455500 86.875197
11: 5.680234 134.551344
12: 5.684552 52.593439
13: 5.768241 92.722945
14: 6.370549 63.873974
15: 7.194560 31.977388
16: 7.522167 8.994128
17: 7.741246 15.169309
18: 8.293452 1.081390
19: 8.608257 77.058796
20: 8.723102 52.990069
21: 8.966725 69.703287
22: 9.599453 12.246671
23: 9.859718 21.273391
24: 10.113563 45.870466
25: 10.714530 75.359408
26: 12.199184 100.687290
27: 12.232075 10.858355
28: 13.003438 51.253040
29: 13.940687 29.780452
30: 14.676165 111.743585
31: 14.789325 2.197721
32: 15.286591 64.229537
33: 15.930186 101.202715
34: 16.006893 126.421514
35: 16.147043 33.651787
36: 17.228848 69.331390
37: 17.660621 114.032080
38: 17.702776 60.277834
39: 18.482974 104.661211
40: 18.716264 51.966743
41: 18.738499 125.787101
42: 19.665619 128.898277
43: 19.977828 97.247307
44: 22.291380 23.030008
45: 22.436024 123.088660
46: 22.458258 37.827759
47: 22.543971 89.962902
48: 22.548509 4.808518
49: 22.748044 34.014894
50: 23.371130 126.517437
51: 24.102437 46.793521
52: 24.502142 64.627930
53: 24.976902 51.077267
54: 25.115755 26.807364
55: 26.482236 138.655350
56: 27.644345 117.227486
57: 28.052185 71.553851
58: 28.498815 115.131441
59: 30.009519 58.874709
60: 30.973695 5.713924
61: 31.527954 113.192978
62: 31.833287 93.409099
63: 32.376901 52.482231
64: 32.770066 31.910553
65: 32.900279 17.034120
66: 32.905157 10.396543
67: 33.016943 60.060568
68: 34.649743 117.667458
69: 34.772272 128.856222
70: 35.974316 119.473039
71: 36.227452 123.455680
72: 36.622200 79.269305
73: 36.843026 29.830410
74: 36.906053 21.683969
75: 37.610350 132.969055
76: 38.106439 14.106927
77: 38.225611 87.200969
78: 38.565201 23.363351
79: 38.823379 98.271352
80: 38.999658 49.999733
81: 39.131955 62.572741
82: 39.701012 42.088837
83: 40.101460 0.607410
84: 42.564441 113.868033
85: 43.480192 63.021380
86: 43.992695 30.340573
87: 44.215634 82.247965
88: 44.324706 71.765979
89: 44.345703 66.851322
90: 44.564343 6.409203
91: 44.805502 47.443904
92: 45.028421 55.278873
93: 46.035364 27.674935
94: 46.424788 122.241687
95: 46.601778 88.572764
96: 47.993465 23.894731
97: 48.538817 28.403611
98: 48.542084 66.802468
99: 48.766915 90.500276
100: 48.788954 92.555869
101: 48.905282 126.166553
102: 50.044866 121.068668
103: 50.617575 96.582190
104: 51.226099 101.979035
105: 51.513389 40.175891
106: 51.767434 99.061707
107: 52.236802 68.432534
108: 53.096389 56.434692
109: 53.472865 0.045134
110: 53.633794 74.982622
111: 53.769893 79.038235
112: 53.806109 92.472523
113: 54.101995 2.826795
114: 54.791160 51.974202
115: 54.972203 110.776921
116: 55.469098 63.045292
117: 56.674926 28.701159
118: 57.058286 119.028124
119: 57.276078 43.698663
120: 58.010652 106.650649
121: 58.046064 77.007513
122: 58.220775 130.456906
123: 59.736824 17.108369
124: 60.546881 10.591188
125: 61.327227 107.810286
126: 61.858706 84.880873
127: 61.910717 91.882173
128: 63.079094 46.643908
129: 63.124041 122.273180
130: 63.482196 16.464348
131: 63.645984 26.885284
132: 63.702825 20.473877
