Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.017811 46.948361
1: 0.150555 77.392080
2: 0.971782 84.383961
3: 1.668244 24.419365
4: 2.889238 6.016195
5: 2.906717 28.563345
6: 2.944475 58.381988
7: 3.193582 69.747159
8: 3.546767 61.537412
9: 3.888226 22.919839
10: 3.933510 26.827371
11: 4.320567 81.133901
12: 4.490305 51.799583
13: 5.118031 29.053671
14: 5.538402 13.372937
15: 7.325693 27.046645
16: 8.164932 41.875914
17: 8.193975 21.124909
18: 8.502488 49.232263
19: 8.506735 63.072506
20: 8.636929 83.975519
21: 9.624245 2.283392
22: 10.076597 16.306837
23: 10.193641 6.226626
24: 10.196877 47.998092
25: 11.928300 13.040938
26: 12.805375 80.070650
27: 13.464789 34.124490
28: 13.799326 20.899793
29: 14.996208 38.329589
30: 15.080591 45.499877
31: 15.330349 23.436733
32: 15.386755 4.763738
33: 15.798536 82.860810
34: 16.154773 21.266697
35: 16.265639 29.497057
36: 16.730438 54.640396
37: 16.777105 66.273743
38: 16.941714 18.269229
39: 17.552341 46.566179
40: 18.065330 22.407246
41: 18.117589 14.114550
42: 18.320635 26.474261
43: 18.857795 75.108128
44: 19.218934 63.057166
45: 20.021123 57.801873
46: 21.310809 42.586027
47: 21.345791 28.460997
48: 21.356654 20.724067
49: 21.551213 0.363110
50: 21.983956 38.133927
51: 22.138563 6.815798
52: 22.323257 50.038490
53: 22.685345 45.290906
54: 24.530058 14.490344
55: 25.738739 61.065800
56: 25.850732 80.898594
57: 25.987782 6.886564
58: 26.077378 77.260295
59: 26.939291 26.183488
60: 27.229862 18.135400
61: 27.262509 52.208765
62: 27.875608 28.522440
63: 29.028809 62.205097
64: 29.170993 80.724355
65: 29.550083 1.146915
66: 30.091959 39.486358
67: 30.105166 26.863885
68: 30.148124 51.259092
69: 30.931277 6.137600
70: 31.040051 13.044556
71: 31.273820 76.036624
72: 31.951141 58.383896
73: 32.220813 45.750468
74: 32.637128 22.833772
75: 33.015896 65.453064
76: 34.439649 50.189469
77: 34.988422 38.887829
78: 35.193847 24.116592
79: 36.098294 70.900778
80: 36.122098 40.696883
81: 36.292776 12.560116
82: 37.174747 4.193943
83: 37.324116 24.946470
84: 38.877074 48.047425
85: 39.009834 9.426629
86: 39.468448 12.497517
87: 39.509865 42.735338
88: 39.924917 31.147234
89: 40.588811 58.016485
90: 40.722013 22.386531
91: 41.088550 19.469975
92: 41.371372 76.091756
93: 41.601841 28.850625
94: 42.278560 63.686140
95: 42.519538 2.006020
96: 42.571779 38.100564
97: 42.730749 21.374465
98: 43.999810 18.709788
99: 44.107273 12.627552
100: 44.666742 69.917125
101: 45.122489 76.718209
102: 45.686063 3.970988
103: 46.133799 84.556310
104: 46.681551 75.266964
105: 47.070065 72.122791
106: 48.462869 10.233895
107: 48.481194 36.375225
108: 49.246508 51.233236
109: 50.838821 34.215141
110: 51.170014 37.643398
111: 51.637676 17.764688
112: 52.174798 81.507746
113: 52.567859 84.880020
114: 52.679938 30.226053
115: 52.848747 19.883896
116: 53.024357 76.003337
117: 53.282490 52.241935
118: 54.082975 36.438225
119: 54.125038 33.408998
120: 54.452123 17.702220
121: 54.573625 15.651721
122: 54.819990 85.787445
123: 55.382889 76.371203
124: 55.513250 52.428423
125: 56.015502 74.331926
126: 57.603902 60.144411
127: 57.895469 42.802092
128: 58.387059 32.602769
129: 59.087334 8.650291
130: 59.550282 20.665331
131: 59.787298 0.883218
132: 59.803202 28.636502
