Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.140265 17.226539
1: 0.228808 14.054712
2: 1.036414 51.122844
3: 1.353816 26.757875
4: 1.806108 70.784112
5: 2.734939 36.690429
6: 3.549780 39.394300
7: 3.965911 72.263279
8: 4.017164 78.981906
9: 4.061449 34.271988
10: 4.139396 62.697946
11: 4.256416 13.818892
12: 4.641837 18.519321
13: 5.094060 9.839746
14: 5.183459 44.104750
15: 6.063306 37.548795
16: 6.194087 22.345958
17: 6.200706 78.440602
18: 6.414903 56.462965
19: 7.724978 4.705220
20: 7.736046 17.566751
21: 7.755585 7.790557
22: 7.772795 66.010098
23: 8.188203 60.767156
24: 8.904180 13.934643
25: 9.934697 71.760951
26: 10.272173 57.202266
27: 10.303433 33.889353
28: 10.974216 44.083066
29: 11.099815 61.571247
30: 12.456303 54.962273
31: 12.689883 12.137415
32: 12.857937 47.660247
33: 12.904552 72.699104
34: 14.532178 19.730458
35: 14.935149 31.015301
36: 14.984690 48.131805
37: 17.409756 56.794306
38: 19.001577 7.689176
39: 19.342026 55.085853
40: 19.912164 17.051351
41: 21.034455 21.236045
42: 21.320317 32.974799
43: 22.228848 54.291890
44: 22.833794 26.362761
45: 23.092246 67.591494
46: 23.111856 10.379515
47: 24.406434 35.504430
48: 25.326125 65.146677
49: 25.771134 3.217004
50: 25.824143 60.182786
51: 26.875474 20.702075
52: 26.910166 51.514190
53: 27.131682 72.502982
54: 27.172999 66.068784
55: 27.208196 26.439571
56: 27.381724 23.418007
57: 28.098955 11.591079
58: 29.545778 43.137477
59: 30.376130 45.113160
60: 30.555839 8.008345
61: 30.771265 34.682961
62: 31.078321 59.799617
63: 31.178513 38.746122
64: 31.713208 51.677800
65: 31.978554 24.878544
66: 32.206779 49.200388
67: 32.445226 9.782738
68: 34.295129 41.723749
69: 34.779497 33.349392
70: 34.921476 26.679941
71: 35.142648 55.959897
72: 36.693110 58.249919
73: 37.657101 70.629254
74: 37.777628 51.128581
75: 38.524289 11.432084
76: 38.595900 43.503712
77: 39.227625 17.778565
78: 39.792510 13.849541
79: 40.073415 30.441841
80: 40.181653 23.817079
81: 42.221846 3.355044
82: 42.956928 32.895388
83: 43.068336 53.701299
84: 43.274903 71.139375
85: 43.512775 6.845070
86: 43.966376 51.527116
87: 45.339352 60.813970
88: 45.704072 0.356154
89: 46.591527 2.962962
90: 47.362281 39.112548
91: 47.762797 66.986276
92: 48.391110 36.621779
93: 48.589917 18.081958
94: 49.345739 56.770155
95: 49.774765 73.276580
96: 52.752991 12.876031
97: 53.611169 68.303275
98: 53.650388 53.295584
99: 53.673130 31.998740
100: 54.204363 57.990653
101: 54.706908 6.447945
102: 54.999327 62.994205
103: 55.698009 43.339557
104: 56.557554 38.934099
105: 56.958474 53.154320
106: 57.387572 78.767240
107: 57.477727 27.090210
108: 57.850388 1.343133
109: 58.182444 36.620391
110: 58.302858 70.449545
111: 59.124758 41.784636
112: 59.660819 27.684959
113: 59.809392 60.220218
114: 61.957791 13.644092
115: 62.247833 33.670017
116: 62.458417 60.078198
117: 62.750059 42.450654
118: 64.766936 5.545105
119: 65.346048 11.840656
120: 65.610153 32.267059
121: 65.727891 55.230637
122: 67.073362 29.670326
123: 68.070515 56.408069
124: 68.689170 59.287300
125: 70.216785 78.289940
126: 70.631503 60.603640
127: 70.643847 37.480369
128: 70.704798 49.551047
129: 71.111662 43.416023
130: 72.194719 1.260069
131: 73.044248 46.821519
132: 73.388767 30.600520
