Nodes: 250
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.042484 98.866033
1: 0.261993 96.452267
2: 1.145313 65.778500
3: 1.229668 78.209426
4: 1.423550 40.972095
5: 3.314601 75.535934
6: 3.328173 12.904247
7: 3.373477 117.318115
8: 3.740271 121.924108
9: 3.925650 9.210409
10: 4.943983 38.434063
11: 5.645514 113.202078
12: 6.840827 6.790174
13: 7.024012 71.143228
14: 7.668454 50.667530
15: 8.266470 33.344505
16: 9.323326 23.255584
17: 9.887794 118.197848
18: 10.081547 57.267794
19: 10.673734 28.783553
20: 12.068270 18.178723
21: 12.248255 99.258931
22: 12.354830 113.977220
23: 12.433594 38.710971
24: 15.533799 7.526490
25: 16.632888 21.465674
26: 17.145950 57.252020
27: 17.368403 78.034096
28: 17.543249 66.947979
29: 17.685019 29.544852
30: 18.516031 86.610936
31: 18.672130 93.411897
32: 18.686377 10.967036
33: 19.508704 111.317445
34: 19.563440 114.362615
35: 19.573129 43.149382
36: 20.360143 117.284159
37: 20.860867 55.154893
38: 20.910910 126.040380
39: 21.104739 11.142273
40: 21.193051 84.242620
41: 21.533563 3.341822
42: 21.793969 30.942414
43: 22.153278 113.438151
44: 23.190599 18.250949
45: 23.554530 122.542142
46: 24.013724 104.394461
47: 25.051863 99.051622
48: 25.622080 21.756920
49: 25.950521 111.648529
50: 26.744862 73.901856
51: 27.412551 45.657497
52: 28.031076 109.491181
53: 29.085230 81.687567
54: 29.283410 34.927609
55: 29.465293 96.896175
56: 29.828374 51.155577
57: 30.308315 90.223217
58: 31.301499 2.809049
59: 31.997564 126.424353
60: 32.051971 55.300261
61: 32.146251 36.501230
62: 32.749918 101.132316
63: 32.969435 87.570845
64: 35.864685 19.344229
65: 35.966770 23.088803
66: 36.187128 102.899846
67: 36.751351 4.269098
68: 37.657494 20.763431
69: 37.963928 38.736300
70: 38.118723 108.247612
71: 38.157648 67.169695
72: 38.832896 103.797035
73: 39.634895 53.134361
74: 40.716270 41.569524
75: 41.372129 73.473952
76: 41.447002 103.986952
77: 41.549751 22.157268
78: 42.249009 24.762269
79: 42.853556 13.050550
80: 43.118964 47.142883
81: 43.215360 98.225521
82: 43.289979 44.120186
83: 43.502220 105.974930
84: 44.059825 36.409523
85: 44.449976 53.644571
86: 44.603764 56.011288
87: 44.758583 8.707252
88: 45.299327 49.445373
89: 45.524792 25.268026
90: 47.727513 29.189765
91: 47.974630 119.787297
92: 48.275850 14.875124
93: 48.780696 96.235003
94: 48.870776 45.989280
95: 48.937648 106.603937
96: 49.573380 77.167207
97: 50.608540 87.237632
98: 51.138519 22.921988
99: 51.281605 75.528902
100: 51.513968 96.008579
101: 51.522886 57.307473
102: 52.111753 115.436974
103: 52.363666 79.101794
104: 53.157685 37.297933
105: 53.995088 5.155318
106: 54.288283 86.441426
107: 54.376958 29.823880
108: 54.601646 47.974540
109: 54.679953 120.795662
110: 54.685252 20.091741
111: 55.073858 71.130184
112: 55.095928 56.905928
113: 55.101425 98.717905
114: 55.883923 44.761603
115: 55.911195 7.699572
116: 55.988352 13.404057
117: 57.923641 15.603190
118: 58.410350 39.419729
119: 58.629306 117.076574
120: 59.284863 122.041618
121: 59.394474 61.523052
122: 60.603854 25.937717
123: 61.350390 49.242494
124: 61.966554 33.888550
125: 62.984591 45.106237
126: 63.172247 16.635329
127: 63.775435 60.945815
128: 65.064568 34.995833
129: 65.373598 98.826934
130: 66.130423 46.985680
131: 66.233403 120.834690
132: 66.517882 1.635364
