Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.428450 18.784455
1: 1.162316 54.021490
2: 1.848126 50.749704
3: 2.846070 43.052095
4: 3.657419 76.590707
5: 5.167007 6.481220
6: 6.637339 16.744869
7: 7.255487 11.212649
8: 7.325815 80.756772
9: 7.371552 39.784790
10: 8.469112 48.559245
11: 8.582214 22.637492
12: 9.187184 74.613926
13: 9.236284 15.594334
14: 9.303792 3.356714
15: 9.595356 64.518527
16: 10.611340 58.992766
17: 11.492352 40.543974
18: 12.338709 4.335036
19: 13.188230 42.929173
20: 13.458325 46.237161
21: 14.897417 25.619019
22: 15.547783 61.515405
23: 16.101393 55.369359
24: 16.871334 33.251167
25: 17.386277 77.585082
26: 17.901149 0.844594
27: 17.992132 70.866112
28: 18.009099 54.465550
29: 18.799011 76.168141
30: 19.034598 24.762512
31: 19.629049 47.426272
32: 19.833253 79.010431
33: 20.338675 18.307884
34: 20.710721 65.288343
35: 21.673155 16.476539
36: 22.644742 14.312278
37: 23.117279 51.824418
38: 23.454241 58.070138
39: 23.473632 29.331619
40: 24.933739 80.759150
41: 25.365034 73.635576
42: 25.770499 57.943018
43: 26.600460 21.160903
44: 28.336564 66.149086
45: 29.118712 30.796652
46: 29.717145 28.128488
47: 30.405097 55.334182
48: 30.503928 4.886044
49: 30.505064 25.765135
50: 30.547858 77.033415
51: 30.553424 33.189964
52: 31.011309 48.700361
53: 31.120655 7.646348
54: 31.381493 13.749221
55: 31.448549 67.683627
56: 32.798805 39.788689
57: 33.286493 49.526937
58: 34.514518 34.542292
59: 36.817377 36.444527
60: 37.618437 38.499277
61: 39.247059 28.244326
62: 39.734430 21.576663
63: 40.369631 71.660154
64: 40.449529 80.482340
65: 40.461015 60.103959
66: 41.397756 26.954864
67: 41.457448 75.647125
68: 41.744219 34.480490
69: 42.152566 7.658694
70: 42.597535 21.130953
71: 42.627681 53.137479
72: 44.413011 42.050869
73: 44.566348 27.997617
74: 44.883685 10.250540
75: 45.651811 34.482053
76: 47.183044 78.215133
77: 47.415125 73.970708
78: 47.472657 80.276586
79: 48.732019 31.641415
80: 48.803522 76.726309
81: 48.941346 20.375084
82: 49.375279 23.068156
83: 49.582514 41.853830
84: 50.997440 38.813006
85: 51.792570 6.878189
86: 54.283519 14.627040
87: 54.330292 63.048607
88: 54.591696 80.414410
89: 55.041151 65.734061
90: 55.049376 56.946939
91: 55.072620 43.245882
92: 55.577848 5.023797
93: 56.114683 46.776745
94: 56.450988 39.795232
95: 57.994678 60.265003
96: 58.096573 25.717757
97: 58.753806 70.164619
98: 59.029502 22.479985
99: 59.752096 72.611567
100: 60.537395 50.806667
101: 60.713748 11.315181
102: 60.745476 63.817079
103: 61.119215 3.869037
104: 62.275217 34.155472
105: 62.491667 1.086485
106: 63.298773 46.006870
107: 63.399391 77.736468
108: 63.462648 30.976948
109: 63.700069 41.123787
110: 63.829432 25.382109
111: 64.090076 12.336200
112: 65.035784 61.741665
113: 65.473680 67.691929
114: 65.529487 63.814901
115: 66.315606 45.401345
116: 66.344039 49.410897
117: 67.703938 19.335780
118: 68.702695 63.860149
119: 69.782067 68.207654
120: 70.581442 50.656106
121: 70.666562 13.791307
122: 71.625889 60.401872
123: 72.104502 31.773314
124: 72.473259 0.570205
125: 72.541273 62.600412
126: 72.934791 20.134866
127: 73.411253 55.706694
128: 75.086266 78.196190
129: 75.143421 7.262166
130: 75.338277 11.084410
131: 75.370069 57.885312
132: 77.372587 36.490264
