Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.012929 72.571953
1: 0.314463 52.908241
2: 0.359668 10.173476
3: 0.400506 85.297494
4: 0.743551 14.646607
5: 4.699313 61.579570
6: 6.709130 73.840139
7: 6.954518 67.951502
8: 7.235545 10.651894
9: 8.581672 18.645238
10: 9.051512 91.933403
11: 9.378639 8.924970
12: 9.445193 27.777131
13: 9.510403 82.898407
14: 11.214535 25.257699
15: 11.344504 67.314559
16: 11.638129 35.714025
17: 13.047950 86.431207
18: 13.308175 49.782561
19: 13.574560 9.407955
20: 14.008578 71.028668
21: 14.388379 89.775672
22: 15.021870 40.995678
23: 16.250197 33.214297
24: 16.336161 9.854912
25: 16.465118 0.178177
26: 16.724883 12.913391
27: 16.953887 85.953978
28: 17.224772 91.324460
29: 18.536394 48.141389
30: 19.393527 52.174174
31: 19.659849 75.715605
32: 19.762547 22.671234
33: 19.958614 6.967447
34: 20.471604 72.381074
35: 20.829439 36.339185
36: 20.962110 53.491141
37: 21.305427 85.419581
38: 21.733553 24.400509
39: 21.812564 48.424522
40: 22.162911 80.839983
41: 23.722616 49.939457
42: 23.770392 96.323182
43: 23.928948 22.201859
44: 24.227669 71.418767
45: 24.422717 85.076391
46: 24.657837 33.875461
47: 26.671192 86.603847
48: 26.713654 80.240758
49: 28.338415 13.992849
50: 29.004895 75.670835
51: 29.967509 58.943272
52: 30.285944 90.213972
53: 31.090258 87.318344
54: 33.048634 91.869570
55: 33.302253 68.314711
56: 33.603296 89.545594
57: 34.154568 60.688269
58: 34.568021 77.058819
59: 34.574890 11.607155
60: 35.011980 71.979616
61: 35.533712 50.750107
62: 35.637897 19.794033
63: 36.891181 29.773292
64: 36.947484 5.442864
65: 37.037254 69.072904
66: 37.704085 33.704474
67: 38.471668 35.997565
68: 38.691346 98.424864
69: 39.042388 14.541786
70: 39.204820 26.768716
71: 39.838720 76.116765
72: 40.234770 49.338843
73: 40.657447 16.184097
74: 40.857916 83.893324
75: 41.032504 66.210935
76: 41.318678 41.640796
77: 41.363722 79.083695
78: 42.169627 57.468391
79: 43.503946 80.451431
80: 43.609365 6.424630
81: 44.544318 57.227740
82: 44.705113 3.747196
83: 44.716389 93.871598
84: 44.935723 32.721705
85: 45.228778 60.069018
86: 46.299890 43.799218
87: 47.566253 85.201765
88: 48.989953 22.639205
89: 49.706874 84.458112
90: 49.960738 33.924883
91: 50.054342 26.713166
92: 50.409949 95.804256
93: 50.510974 39.976544
94: 50.844690 0.310484
95: 51.017506 72.222513
96: 51.095144 28.847933
97: 51.443166 55.919648
98: 52.292689 23.503384
99: 53.803895 39.354117
100: 54.516476 28.962758
101: 54.550921 80.868506
102: 56.028961 4.783665
103: 56.522483 0.195113
104: 57.631836 33.877389
105: 58.535395 81.147758
106: 59.148038 38.264504
107: 60.465167 74.374725
108: 60.702891 20.835543
109: 60.813481 82.818345
110: 61.574877 84.698440
111: 62.038217 48.554223
112: 62.075057 35.231422
113: 62.141045 7.545933
114: 62.566084 60.932016
115: 63.128762 5.605263
116: 63.721488 23.434013
117: 64.033949 52.487599
118: 64.288337 25.845870
119: 64.499062 35.273452
120: 64.503822 68.658441
121: 64.578845 85.539459
122: 65.155916 59.617158
123: 66.294128 91.954920
124: 66.668660 16.020112
125: 67.139180 58.257276
126: 67.735216 51.248053
127: 68.351508 82.231487
128: 68.477147 55.260027
129: 68.619390 93.254232
130: 68.670525 41.611724
131: 68.758441 59.666319
132: 68.909170 20.000562
