Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.252566 63.744559
1: 0.852938 57.987538
2: 1.710607 29.729238
3: 2.867631 61.557073
4: 3.996880 47.219044
5: 4.226239 58.600482
6: 4.415308 4.013238
7: 4.840516 18.663066
8: 4.991647 40.840922
9: 5.172491 37.191472
10: 5.787242 56.531869
11: 6.860344 13.436811
12: 7.276832 58.953752
13: 7.545285 46.831129
14: 7.764187 67.841196
15: 8.402994 37.679805
16: 8.657178 1.219182
17: 9.073258 18.918012
18: 9.118443 14.050036
19: 9.696253 40.972746
20: 9.700114 26.477927
21: 10.077173 72.171879
22: 10.518893 53.027936
23: 11.078486 35.824229
24: 12.580994 69.203297
25: 13.794305 19.069394
26: 13.797470 45.590394
27: 14.843155 11.191470
28: 15.603101 38.927032
29: 16.219409 42.084998
30: 16.909755 46.073496
31: 17.310863 30.392573
32: 17.430951 33.852465
33: 18.200911 28.196661
34: 18.230026 72.525377
35: 19.748186 9.521708
36: 20.301142 29.308512
37: 21.425760 38.018901
38: 21.793432 35.826049
39: 22.409420 15.192989
40: 22.582319 50.494824
41: 23.096405 2.272803
42: 23.164872 27.651215
43: 23.179914 69.090495
44: 23.532229 41.552012
45: 24.335276 61.406440
46: 25.006391 14.650407
47: 25.911588 63.972430
48: 26.124115 12.069832
49: 26.325310 36.648869
50: 26.843555 56.810597
51: 27.227423 14.025808
52: 27.504707 8.196579
53: 27.993801 65.325022
54: 28.259928 31.122013
55: 28.411077 18.696803
56: 28.741118 0.899106
57: 28.788478 10.813211
58: 29.577932 34.124835
59: 29.594995 56.505576
60: 31.657222 50.068833
61: 32.414076 68.442470
62: 32.506205 13.102815
63: 33.351955 53.961289
64: 33.996109 1.224859
65: 34.349606 58.848901
66: 35.334952 13.344682
67: 35.479239 24.351779
68: 35.788880 32.735423
69: 36.045926 17.748237
70: 36.517136 64.200431
71: 37.487839 24.544889
72: 38.074310 68.286242
73: 38.434814 20.309921
74: 38.997020 26.009184
75: 40.042142 5.883593
76: 40.054274 65.033187
77: 41.202174 42.536186
78: 41.500959 15.478066
79: 41.618112 23.757743
80: 42.958356 33.934882
81: 43.279851 49.345953
82: 43.553875 9.651165
83: 44.224244 36.055952
84: 44.624942 29.912178
85: 45.304111 55.929237
86: 46.170577 42.821343
87: 46.885180 71.739386
88: 47.191239 23.785550
89: 47.469517 27.350961
90: 48.493015 54.086771
91: 48.914280 6.088379
92: 49.051783 62.935661
93: 49.301560 2.296382
94: 50.464172 68.345714
95: 51.047222 13.495028
96: 51.206156 33.760937
97: 51.299901 64.039727
98: 51.513929 24.727880
99: 51.864486 49.842755
100: 52.945222 18.470733
101: 53.275838 40.721632
102: 53.785502 7.427311
103: 54.860394 21.583233
104: 54.988823 57.365137
105: 55.995241 14.245363
106: 56.817603 38.392956
107: 57.030078 44.894790
108: 57.148419 62.093073
109: 57.942668 41.686204
110: 58.347916 24.049747
111: 58.565126 1.880594
112: 58.841852 39.120755
113: 59.507044 64.684475
114: 60.073761 15.461192
115: 60.386639 28.654568
116: 60.433317 4.568060
117: 61.711817 18.768899
118: 61.950921 62.172026
119: 62.415505 1.398462
120: 62.783007 8.458524
121: 63.996360 67.652241
122: 65.443489 7.853092
123: 65.568802 55.920305
124: 66.013076 23.110416
125: 66.251714 60.552459
126: 67.322033 54.667219
127: 67.591983 15.691384
128: 69.778156 59.499260
129: 69.783907 64.920281
130: 69.791952 20.654649
131: 70.015337 50.776183
132: 70.467953 72.472982
