Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.139369 15.279627
1: 0.198676 74.944351
2: 1.422946 42.650727
3: 1.539861 67.423303
4: 1.726837 58.191173
5: 1.984490 37.256987
6: 2.843200 15.515913
7: 2.953697 31.977422
8: 4.129499 54.836732
9: 4.241744 25.762593
10: 4.341114 79.666667
11: 4.676464 86.543341
12: 5.341424 6.387666
13: 5.456649 30.806988
14: 6.530145 15.368259
15: 7.164804 67.424151
16: 7.750624 91.113614
17: 8.157587 42.126125
18: 8.250339 56.541538
19: 8.287406 24.658091
20: 8.975738 81.688282
21: 9.736137 36.672104
22: 9.911610 23.435660
23: 10.435823 47.384243
24: 10.662758 52.675823
25: 12.834313 38.082410
26: 12.877819 50.075961
27: 13.137199 31.189662
28: 13.477279 9.555012
29: 14.385352 40.055303
30: 14.434967 79.323537
31: 15.053544 14.862124
32: 16.317047 58.750894
33: 16.407752 3.850928
34: 17.764090 73.788940
35: 18.771883 83.763267
36: 18.924895 29.851080
37: 19.511201 3.634916
38: 19.807451 0.284207
39: 20.749979 60.822917
40: 20.976499 86.683621
41: 21.618573 10.844663
42: 22.184323 90.868912
43: 22.493126 19.553462
44: 23.288117 68.583462
45: 23.732880 44.574653
46: 23.802903 77.860741
47: 24.077120 82.822788
48: 24.407890 52.833480
49: 24.659517 60.910981
50: 25.350057 54.768526
51: 26.578819 87.534532
52: 26.715449 56.252797
53: 26.856572 25.490921
54: 28.904330 92.067564
55: 29.138461 72.464289
56: 29.531438 41.933082
57: 29.715305 94.953448
58: 30.458552 5.243624
59: 30.481223 51.760172
60: 30.759611 39.527268
61: 31.382950 86.474032
62: 31.720939 43.590403
63: 32.291163 76.165929
64: 32.880530 65.035695
65: 33.108388 90.503364
66: 33.934455 30.168168
67: 34.019096 55.588746
68: 34.026027 48.773654
69: 35.844192 59.358315
70: 36.077545 50.342207
71: 37.616643 75.436326
72: 37.891865 90.911110
73: 39.621205 70.557821
74: 39.745250 94.094863
75: 39.825999 61.920764
76: 40.339510 83.895568
77: 40.521385 23.486092
78: 42.369785 58.436388
79: 43.124671 81.900165
80: 43.246479 51.862630
81: 43.705628 31.468864
82: 44.223163 92.292255
83: 44.659588 33.268371
84: 44.734537 44.477506
85: 45.831112 25.223314
86: 47.424201 27.225775
87: 47.842225 36.580078
88: 48.502173 48.256171
89: 49.225477 78.684898
90: 49.389276 87.987861
91: 50.086269 58.639226
92: 50.639027 8.397553
93: 50.774104 39.819881
94: 50.865173 71.794507
95: 51.439838 14.655466
96: 52.624620 11.005991
97: 53.177694 71.458926
98: 53.977124 89.174437
99: 53.998391 67.928827
100: 54.242648 35.434475
101: 54.372937 3.026968
102: 54.461173 84.012336
103: 54.509727 79.779912
104: 54.972833 22.804168
105: 55.155342 52.619589
106: 55.621522 72.680476
107: 55.702791 64.263481
108: 56.172469 10.718800
109: 56.842884 37.646026
110: 57.139214 74.606975
111: 57.202643 91.106684
112: 57.818454 17.664128
113: 58.053291 71.238407
114: 58.916688 35.056729
115: 59.203197 65.682459
116: 59.327283 48.596302
117: 60.073755 43.948797
118: 60.250591 58.718909
119: 60.836838 52.473889
120: 61.131098 32.245396
121: 61.580629 20.901459
122: 62.007630 2.516961
123: 63.579971 49.507944
124: 63.933883 58.869982
125: 64.030344 87.254670
126: 64.539931 45.296023
127: 66.278171 7.670714
128: 66.624137 86.715063
129: 66.692754 74.415224
130: 66.700461 24.987174
131: 66.861436 81.016536
132: 68.260741 17.290489
