Nodes: 60
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.144799 9.096212
1: 0.164797 35.781409
2: 0.810599 17.463727
3: 1.682710 12.309897
4: 2.893840 9.790966
5: 3.677672 20.975158
6: 4.844235 3.323632
7: 5.162562 19.451381
8: 5.745447 13.710376
9: 5.996867 33.683562
10: 6.683588 15.526404
11: 7.561856 24.595567
12: 7.855407 1.060182
13: 8.060637 34.873164
14: 8.929327 21.384576
15: 10.128236 19.703346
16: 12.879713 0.354041
17: 12.911735 28.395753
18: 13.636858 18.816302
19: 14.137651 2.069265
20: 14.407510 30.401352
21: 15.338853 26.636158
22: 15.381606 17.216937
23: 16.097869 36.402103
24: 16.354125 14.098305
25: 18.068138 24.149720
26: 18.205789 12.193730
27: 18.333966 20.910917
28: 18.541172 0.622527
29: 18.775295 36.875138
30: 19.672886 26.396580
31: 19.813901 19.382305
32: 19.835706 10.719570
33: 20.167226 33.406265
34: 21.533444 1.448181
35: 22.387332 10.461637
36: 22.856551 33.842287
37: 23.484876 17.603621
38: 24.176668 35.459369
39: 25.118255 32.875871
40: 25.314014 2.703499
41: 25.361273 21.591783
42: 25.597718 26.137349
43: 26.723679 14.926194
44: 27.299066 19.947860
45: 29.097821 5.680672
46: 29.242348 33.949390
47: 29.637011 10.193713
48: 30.138232 15.558287
49: 30.543150 22.698979
50: 31.829605 33.221950
51: 31.877751 25.611708
52: 32.526678 1.919145
53: 33.368663 15.428474
54: 34.426041 1.171675
55: 35.901352 32.475648
56: 35.997850 5.692256
57: 36.277241 29.594081
58: 36.321345 25.548959
59: 36.590293 14.594445
Edges
(0,4)
(1,12)
(1,17)
(2,4)
(2,12)
(3,4)
(4,6)
(5,8)
(5,11)
(5,12)
(7,8)
(9,21)
(10,12)
(11,14)
(11,18)
(11,19)
(11,34)
(11,40)
(13,21)
(14,15)
(16,34)
(17,18)
(20,31)
(21,40)
(22,32)
(22,40)
(23,33)
(23,36)
(23,41)
(23,42)
(23,47)
(23,52)
(24,26)
(25,30)
(25,37)
(25,52)
(26,40)
(27,31)
(27,40)
(28,54)
(29,57)
(31,40)
(31,45)
(32,40)
(33,36)
(33,57)
(33,58)
(34,52)
(35,40)
(36,39)
(38,57)
(42,58)
(43,52)
(44,47)
(44,49)
(46,50)
(46,57)
(47,52)
(47,54)
(48,49)
(48,51)
(50,55)
(50,57)
(51,53)
(51,54)
(52,54)
(53,59)
(54,56)
(57,58)
