Nodes: 180
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.411607 81.830144
1: 3.035556 31.256538
2: 3.377007 77.857586
3: 3.645166 39.134563
4: 4.046793 34.599698
5: 4.112313 71.852844
6: 4.691979 21.417922
7: 5.148994 28.506080
8: 6.330559 6.806909
9: 6.967722 9.750200
10: 7.076919 34.032583
11: 8.108870 78.778873
12: 8.220161 47.526721
13: 8.225962 17.548409
14: 8.291682 76.432096
15: 8.396003 88.845458
16: 8.999043 83.633054
17: 9.054070 58.220116
18: 9.584202 61.600090
19: 10.922954 91.389516
20: 11.322350 54.043939
21: 11.761556 66.326350
22: 12.041822 45.841349
23: 12.962461 20.839945
24: 13.039002 15.937671
25: 13.353552 56.398201
26: 13.795054 4.669126
27: 13.951953 35.558955
28: 14.024510 13.011568
29: 14.247738 45.726590
30: 14.715472 43.390382
31: 15.137326 59.105325
32: 16.316138 8.167138
33: 16.378278 27.402507
34: 16.817149 73.577479
35: 17.025237 38.987199
36: 19.317111 59.931968
37: 19.537154 89.482202
38: 19.610525 8.319746
39: 19.793382 25.243331
40: 20.309520 69.013817
41: 20.675465 2.482721
42: 22.484209 22.538417
43: 22.744580 13.239677
44: 23.467440 0.219741
45: 23.715864 4.965272
46: 24.156429 64.054916
47: 24.782675 76.392428
48: 24.886826 26.762726
49: 24.935070 46.794013
50: 25.896217 52.856119
51: 26.351119 13.815022
52: 26.373736 73.278837
53: 26.675914 78.535765
54: 27.838775 32.566587
55: 28.308823 89.277342
56: 28.557652 27.700628
57: 28.780911 62.616591
58: 29.178103 18.931365
59: 29.361568 72.024650
60: 29.529831 16.444784
61: 30.097773 57.347271
62: 30.322202 80.427826
63: 31.554841 71.448334
64: 32.060317 0.167593
65: 32.179156 22.668903
66: 32.546599 6.654359
67: 33.865582 27.657728
68: 34.213225 23.936182
69: 34.683007 69.510901
70: 34.720624 44.303585
71: 35.056075 31.750396
72: 36.011903 80.551724
73: 36.191904 65.325509
74: 36.549333 73.942507
75: 36.765831 21.496699
76: 37.994288 29.644117
77: 38.427067 69.765527
78: 39.364254 66.698540
79: 39.500795 27.641695
80: 39.576285 3.999913
81: 39.856147 46.908414
82: 40.769934 77.405942
83: 41.662871 49.986958
84: 41.959366 84.279820
85: 42.230198 19.768648
86: 42.253860 10.247824
87: 42.295130 40.126633
88: 42.446249 5.616087
89: 42.890683 46.005357
90: 43.502063 32.265299
91: 44.066901 83.746451
92: 44.656825 54.446111
93: 44.677470 14.351839
94: 44.800240 64.368024
95: 44.911768 74.754598
96: 45.314983 0.823492
97: 46.589276 51.347840
98: 46.832416 69.181359
99: 46.967020 86.525069
100: 47.514203 36.957180
101: 47.578143 62.174405
102: 47.650304 27.967635
103: 48.236549 30.683586
104: 49.096130 70.664633
105: 50.089593 46.846628
106: 50.155002 33.934113
107: 50.379255 40.110444
108: 50.833789 20.798432
109: 51.783067 29.632083
110: 52.590509 68.635280
111: 52.653554 25.861215
112: 53.247207 46.379341
113: 54.220587 50.804846
114: 54.229516 43.821873
115: 55.320957 65.226919
116: 56.261022 59.915920
117: 56.474213 41.704981
118: 57.226157 89.313031
119: 58.036805 20.622408
120: 58.064205 10.948573
121: 58.983421 38.135518
122: 59.760299 86.031097
123: 61.948502 55.805285
124: 62.433982 8.858100
125: 63.071494 51.382446
126: 63.092486 37.715473
127: 63.561162 14.639001
128: 63.820757 22.646081
129: 64.778134 70.573686
130: 64.983819 38.832937
131: 65.334415 59.103112
132: 65.972654 78.802240
