Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.072269 57.973289
1: 0.265853 28.715170
2: 1.412085 43.830958
3: 2.515971 16.289109
4: 3.106958 57.772632
5: 3.413090 8.865425
6: 4.171541 14.979103
7: 4.251407 52.890811
8: 4.706696 43.746205
9: 4.866725 67.243973
10: 5.631202 34.943330
11: 5.651543 37.310495
12: 6.091639 17.511199
13: 6.484938 52.378871
14: 6.569692 14.115319
15: 6.866062 27.586582
16: 7.084451 56.532711
17: 7.337375 31.417337
18: 7.578902 1.822548
19: 7.741343 69.379013
20: 8.465414 12.594895
21: 8.605755 64.801821
22: 9.344379 3.350117
23: 9.473183 59.295894
24: 9.718546 33.303568
25: 9.804999 48.141133
26: 10.225498 71.347200
27: 11.879997 44.277967
28: 12.038250 27.555059
29: 12.577163 23.693592
30: 12.582810 74.349007
31: 14.080132 71.786119
32: 14.420583 36.410452
33: 15.045235 51.830831
34: 15.244989 58.183247
35: 15.736290 54.452741
36: 16.226721 19.496395
37: 19.010034 28.587493
38: 19.170698 33.471704
39: 20.253691 68.184376
40: 20.302983 58.139098
41: 20.527940 52.536994
42: 20.579580 55.358061
43: 21.641423 50.475784
44: 22.869768 54.618044
45: 23.063626 46.130076
46: 23.739660 50.425301
47: 24.340230 58.670329
48: 25.342795 45.964743
49: 26.498232 37.815050
50: 27.547214 67.729521
51: 27.691350 28.106841
52: 28.173763 74.307784
53: 29.052162 19.419172
54: 29.472178 25.876096
55: 29.673844 6.402216
56: 29.731242 63.204036
57: 30.198837 23.677231
58: 30.215020 37.903644
59: 30.444617 67.031797
60: 30.581242 46.141972
61: 30.700615 52.697980
62: 31.374670 13.457799
63: 31.582972 34.802539
64: 32.579657 1.008375
65: 33.239886 49.073335
66: 33.526960 74.103857
67: 34.170359 4.822534
68: 34.203536 17.493221
69: 35.004544 20.859705
70: 35.014078 38.089240
71: 36.074058 55.920795
72: 36.345169 45.237673
73: 36.491559 52.230583
74: 36.526476 34.687174
75: 36.624142 61.692055
76: 36.751257 64.870974
77: 36.799356 72.832763
78: 37.261266 16.099701
79: 38.502680 5.358569
80: 39.571270 69.756475
81: 39.674334 1.720029
82: 39.694074 30.290224
83: 40.050333 14.071773
84: 40.114776 21.688277
85: 40.533565 42.051675
86: 42.023792 57.943196
87: 42.100012 24.198277
88: 42.213012 10.694277
89: 42.766035 19.403531
90: 43.023118 12.599428
91: 43.295589 62.402995
92: 44.022425 33.638704
93: 44.224356 37.314619
94: 44.665343 21.109149
95: 44.845120 9.339133
96: 45.660891 11.227476
97: 46.334531 44.926293
98: 46.632079 7.279244
99: 49.314860 57.106057
100: 49.786619 71.088136
101: 50.396747 51.079843
102: 51.328509 14.005348
103: 51.639889 5.165350
104: 51.776586 16.889450
105: 52.799963 33.384042
106: 53.800874 24.439804
107: 53.801748 68.626653
108: 54.206070 28.319100
109: 54.359542 14.198202
110: 56.174075 50.000117
111: 56.337974 63.025461
112: 56.425691 66.019013
113: 57.520514 72.524291
114: 58.916482 12.814328
115: 59.002897 4.849663
116: 60.900864 52.734854
117: 61.506852 14.916277
118: 62.566484 51.561731
119: 63.121749 0.163489
120: 63.271537 34.501126
121: 63.822289 41.440838
122: 64.425726 70.437720
123: 64.729552 10.176418
124: 66.339016 8.362237
125: 66.478008 26.971843
126: 66.803159 41.600168
127: 67.834541 37.971094
128: 68.149707 15.690207
129: 68.478572 6.118781
130: 68.713372 47.857869
131: 68.731957 32.411603
132: 70.372059 11.335163
