Nodes: 300
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.115686 16.689903
1: 0.336900 91.641095
2: 0.392862 49.386162
3: 1.429333 145.066960
4: 1.816714 52.905066
5: 1.851112 70.477695
6: 2.592501 97.512014
7: 3.272721 83.337263
8: 3.921034 67.558816
9: 4.478054 115.894729
10: 4.545650 31.743896
11: 4.846967 113.045837
12: 5.924265 41.792007
13: 6.195855 97.102226
14: 7.477342 122.767241
15: 7.600772 66.538867
16: 9.526253 101.332165
17: 9.692787 152.448413
18: 10.498383 69.320063
19: 11.166822 149.631615
20: 11.197606 144.698039
21: 11.580480 137.682905
22: 11.781869 39.471180
23: 12.109225 12.349494
24: 12.520971 97.140173
25: 13.012482 4.896671
26: 13.485582 127.563503
27: 13.834029 89.694310
28: 13.986801 34.425482
29: 15.544067 131.629663
30: 15.897310 106.895151
31: 16.482499 49.287420
32: 16.697191 64.004255
33: 16.746211 134.867259
34: 16.894292 84.332906
35: 17.041611 102.517239
36: 17.836525 74.358064
37: 18.165161 152.469484
38: 19.848151 108.235124
39: 19.972158 54.027500
40: 20.074770 21.525157
41: 20.129165 148.839485
42: 22.672482 96.912634
43: 22.698570 61.348121
44: 23.469827 72.005723
45: 24.049896 137.745966
46: 26.662632 28.622090
47: 26.824710 25.750369
48: 27.620803 19.561517
49: 28.647711 121.335880
50: 29.502329 52.924956
51: 29.702872 117.727150
52: 29.895709 30.881093
53: 29.988132 8.986390
54: 31.400341 92.202120
55: 31.423470 82.935584
56: 32.214594 22.906397
57: 32.423044 111.110723
58: 33.232931 12.681053
59: 33.415454 36.554889
60: 33.510807 56.879996
61: 34.105299 65.464628
62: 35.469835 110.477088
63: 35.652852 96.147412
64: 35.909976 57.422863
65: 36.778576 85.658526
66: 37.182106 88.573602
67: 38.286533 113.845402
68: 38.964023 44.245241
69: 39.142981 40.596864
70: 39.255131 46.441365
71: 40.084543 19.752717
72: 40.202959 27.618822
73: 40.377228 104.176786
74: 41.099334 117.386943
75: 41.781154 47.187944
76: 43.603838 124.618899
77: 43.616290 137.227390
78: 43.915223 67.808143
79: 44.539195 101.028522
80: 45.102760 139.228077
81: 45.304293 132.000328
82: 45.391525 50.206958
83: 45.533089 119.758824
84: 46.524425 148.880920
85: 46.634742 12.563747
86: 46.684608 52.088936
87: 47.036217 121.432140
88: 47.258043 103.532428
89: 47.471243 151.380737
90: 47.946956 82.288136
91: 48.347604 94.008473
92: 49.885091 83.606025
93: 50.035324 112.628257
94: 50.137231 100.420207
95: 50.704864 135.428221
96: 51.182981 59.371776
97: 51.999893 48.393277
98: 53.033327 95.263765
99: 53.057595 109.382422
100: 53.354562 121.844689
101: 53.923930 123.876883
102: 54.169197 61.371179
103: 55.992814 93.260794
104: 56.183503 26.846639
105: 56.204828 140.913725
106: 56.712107 147.458795
107: 57.508197 4.145340
108: 58.313363 95.952815
109: 58.316359 77.300948
110: 58.671513 119.974423
111: 58.681068 51.756913
112: 59.404319 14.149974
113: 60.074360 37.574968
114: 61.014583 3.129055
115: 61.449374 104.377014
116: 61.990858 95.714684
117: 62.564118 144.046015
118: 63.098391 60.812713
119: 63.223113 116.875862
120: 63.262492 20.255997
121: 63.597643 98.503212
122: 64.473284 138.316342
123: 64.720033 148.986556
124: 64.985100 46.023044
125: 65.112156 129.479634
126: 65.393102 67.155456
127: 65.419901 145.386761
128: 65.686368 62.243197
129: 65.727256 14.170841
130: 66.247194 111.512157
131: 66.381316 88.837131
132: 66.833874 138.711732
