Nodes: 250
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.074109 5.047673
1: 0.268032 93.571807
2: 1.381202 85.894546
3: 2.800133 26.313970
4: 2.902480 40.384285
5: 3.464907 54.383900
6: 3.974723 9.052648
7: 4.365260 71.442810
8: 5.083080 84.750222
9: 5.869185 39.652809
10: 6.180951 113.305339
11: 6.252516 60.437152
12: 7.163857 57.645657
13: 7.619148 119.492220
14: 8.378527 89.601224
15: 9.777102 72.077286
16: 10.423091 75.770578
17: 10.890612 46.282280
18: 11.398130 59.260153
19: 11.458103 101.833623
20: 11.744903 112.869412
21: 12.271370 40.715207
22: 12.635786 5.628875
23: 12.972674 87.843607
24: 13.240030 23.813712
25: 13.439426 27.986636
26: 13.646841 89.905464
27: 13.841862 118.131799
28: 14.713709 5.635432
29: 14.917267 37.593387
30: 14.943454 103.074713
31: 15.042423 113.048702
32: 15.200090 33.774191
33: 15.857250 109.642956
34: 16.428199 54.325261
35: 16.588506 49.528916
36: 16.842920 70.823882
37: 17.916940 97.747900
38: 18.223096 74.861573
39: 18.260170 50.937222
40: 18.830746 18.610614
41: 18.979458 23.979365
42: 19.810011 57.332704
43: 20.144981 43.488380
44: 20.147547 5.292267
45: 21.788648 108.107398
46: 22.046619 54.062289
47: 22.270937 19.748958
48: 22.834306 99.580451
49: 23.185327 50.270559
50: 23.435072 91.232157
51: 24.419382 30.447104
52: 24.664906 20.786452
53: 24.742529 82.714730
54: 25.530571 57.720964
55: 25.987172 61.804199
56: 26.093955 75.049718
57: 26.328995 65.092533
58: 26.633959 0.854656
59: 26.860231 41.075818
60: 26.872974 78.520986
61: 27.045679 48.231326
62: 27.370977 19.824307
63: 27.551122 94.155223
64: 27.728285 56.821259
65: 28.086345 104.658234
66: 28.146614 101.378972
67: 28.606539 74.805932
68: 28.726165 91.510432
69: 28.834139 34.754883
70: 29.493673 22.294621
71: 30.559827 55.803506
72: 30.648775 44.222590
73: 30.687080 113.386213
74: 30.860343 90.055486
75: 30.908913 28.810056
76: 31.556691 118.502883
77: 32.194390 54.009689
78: 32.645042 67.452263
79: 33.347919 116.776562
80: 33.447674 9.689494
81: 34.226256 51.109970
82: 34.445488 85.348341
83: 34.497812 106.609372
84: 35.195963 37.188204
85: 35.969514 58.989479
86: 36.190974 77.436524
87: 36.344544 112.328554
88: 36.360653 28.236064
89: 37.425627 12.914904
90: 37.519278 19.617233
91: 37.835599 103.926203
92: 39.159862 49.863265
93: 39.578700 106.244493
94: 39.594097 109.612393
95: 40.592031 78.998292
96: 41.163510 57.494302
97: 41.543158 20.810698
98: 41.929799 25.224911
99: 42.124255 88.672353
100: 42.650907 33.767561
101: 43.121985 44.806022
102: 43.577474 116.101318
103: 44.672983 84.768457
104: 45.008181 99.048868
105: 45.598033 49.642693
106: 46.316364 2.039691
107: 46.830352 91.634660
108: 47.057842 119.095427
109: 47.510380 23.023394
110: 47.968267 43.750163
111: 48.219456 81.137256
112: 48.614916 27.826329
113: 48.932625 95.376743
114: 49.064300 110.592195
115: 50.097673 60.228643
116: 51.671561 67.880142
117: 52.612064 65.110690
118: 52.782940 86.719293
119: 53.271619 117.929654
120: 54.426266 93.212109
121: 55.292478 96.344479
122: 55.335660 56.701632
123: 55.369013 44.510178
124: 55.403827 23.429639
125: 55.812965 102.374482
126: 56.548721 5.355372
127: 57.342345 59.860870
128: 57.837953 27.048074
129: 57.869898 97.511952
130: 57.946833 66.719602
131: 57.974657 14.588542
132: 59.381574 68.758214
