Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.365069 14.342066
1: 0.549897 33.597672
2: 2.565142 37.739749
3: 4.068117 60.908865
4: 4.349788 31.711901
5: 4.958781 51.686978
6: 4.981780 5.916651
7: 5.302865 37.572855
8: 5.320549 26.040590
9: 5.431564 47.358208
10: 6.891196 64.091705
11: 7.874690 39.967184
12: 8.344557 28.766440
13: 8.927124 65.875208
14: 9.792092 59.659544
15: 9.917413 23.942061
16: 10.274832 51.681373
17: 10.395903 5.438306
18: 10.484787 39.780518
19: 10.823233 8.239760
20: 10.871700 69.401383
21: 11.146902 65.990594
22: 11.242372 42.977810
23: 11.296797 56.552682
24: 11.331589 2.397437
25: 11.475920 31.098690
26: 12.078166 61.732166
27: 12.229233 16.821566
28: 13.117842 40.176207
29: 13.329430 65.883191
30: 13.891128 30.800205
31: 14.450334 28.544966
32: 14.472322 69.045098
33: 14.845865 59.466891
34: 15.227091 10.431500
35: 15.768259 34.203264
36: 15.771370 41.243556
37: 16.174762 30.799410
38: 17.089956 45.520462
39: 17.620910 51.821455
40: 18.370538 28.378855
41: 18.508776 19.575922
42: 18.702585 24.688357
43: 20.394910 26.797053
44: 20.498607 48.289483
45: 21.386770 56.154322
46: 22.012809 19.878965
47: 23.605087 42.468242
48: 23.883065 62.893114
49: 24.575009 53.813914
50: 25.126655 14.366148
51: 25.343622 32.054154
52: 25.856824 5.621880
53: 25.857721 7.623962
54: 26.073371 38.790941
55: 26.635900 25.676551
56: 27.799377 12.748658
57: 27.854825 46.151223
58: 27.891153 49.462808
59: 28.389208 59.444338
60: 28.708358 6.842156
61: 29.662406 25.144503
62: 30.602823 8.929214
63: 30.710448 34.168590
64: 30.973468 44.356850
65: 30.986971 15.089243
66: 31.131470 59.679351
67: 31.258528 57.215199
68: 33.658146 41.379693
69: 33.817161 20.422724
70: 34.373560 67.182708
71: 34.593551 57.923969
72: 35.496323 64.830189
73: 35.515486 23.650951
74: 37.011615 34.749297
75: 37.190880 51.377127
76: 37.214655 26.008219
77: 37.485999 20.830494
78: 37.520302 61.945452
79: 37.769596 68.188123
80: 38.706423 29.598835
81: 38.857746 37.932697
82: 39.041288 24.542981
83: 39.864986 51.121188
84: 39.951739 9.135664
85: 40.125557 46.812944
86: 40.738290 53.936648
87: 40.949755 15.825708
88: 41.643133 28.421965
89: 42.177956 6.636933
90: 42.754249 39.621115
91: 43.361629 56.093468
92: 44.169087 59.311181
93: 44.496422 18.827458
94: 45.166353 20.770976
95: 46.572470 12.635110
96: 47.252335 61.905532
97: 47.963820 10.215996
98: 48.148692 6.923566
99: 48.875720 53.451557
100: 49.174757 19.140216
101: 49.804508 44.448502
102: 49.927226 27.875951
103: 50.092204 24.990476
104: 50.708001 12.200403
105: 51.630700 46.118004
106: 51.661643 33.517840
107: 51.898831 37.885278
108: 52.564308 23.132390
109: 52.615786 0.032781
110: 52.788156 57.936334
111: 53.580096 39.017782
112: 54.309250 34.428320
113: 54.555357 44.175451
114: 56.002785 5.260074
115: 56.735721 53.656201
116: 56.966932 13.226615
117: 57.070442 60.698334
118: 57.789708 26.700357
119: 57.881688 22.576893
120: 58.920734 0.254263
121: 60.034176 5.861328
122: 60.462171 21.816376
123: 62.392422 43.688203
124: 62.587221 66.509231
125: 62.810590 47.840951
126: 63.173302 54.259856
127: 63.196408 37.370168
128: 63.394715 10.969976
129: 64.694334 23.130173
130: 65.051595 55.909009
131: 65.172509 31.539629
132: 65.599784 1.191278
