Nodes: 140
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.030924 7.029192
1: 1.255224 28.945351
2: 1.672131 8.365009
3: 2.043445 42.579749
4: 2.053054 16.399768
5: 3.598842 67.768958
6: 4.589957 51.085810
7: 4.920873 45.205568
8: 5.047910 15.564763
9: 5.231858 22.390582
10: 5.246428 61.796594
11: 6.308354 69.006347
12: 6.418321 13.838201
13: 6.810015 38.789268
14: 6.846195 29.892484
15: 7.036204 60.554654
16: 7.446292 47.904265
17: 7.716203 2.898822
18: 8.352752 36.004020
19: 9.056715 19.814668
20: 10.496380 6.871852
21: 10.938433 26.751795
22: 11.434087 66.768619
23: 13.155647 73.918100
24: 13.459848 18.637947
25: 13.659471 57.745627
26: 13.876010 40.477395
27: 14.049387 3.182619
28: 14.381660 7.803904
29: 15.655569 11.123366
30: 16.976917 72.370005
31: 17.205775 13.256670
32: 17.364595 41.856055
33: 18.097736 30.375538
34: 19.058959 35.401425
35: 20.803784 4.562234
36: 20.827621 51.826241
37: 21.539731 6.436237
38: 23.016855 30.771346
39: 23.076424 39.523345
40: 23.271620 42.953419
41: 23.685644 1.506180
42: 24.000804 57.415107
43: 24.462992 73.137705
44: 24.851704 16.547307
45: 25.336781 38.914215
46: 25.593815 21.322303
47: 25.736032 55.699540
48: 25.889500 42.075814
49: 26.565257 28.887167
50: 26.684530 18.649048
51: 26.843721 63.524451
52: 27.146846 33.031027
53: 27.395611 3.900769
54: 28.089258 0.211186
55: 28.162636 44.082325
56: 28.805267 20.390895
57: 29.956880 53.164231
58: 30.698491 12.337145
59: 30.855829 72.709822
60: 30.894232 64.610369
61: 31.229893 39.208968
62: 32.104200 6.915689
63: 32.151812 50.369083
64: 32.908136 34.470990
65: 33.519758 0.335238
66: 34.627876 19.387914
67: 34.823874 73.480475
68: 35.722039 66.926022
69: 35.801805 38.969100
70: 37.133492 5.899130
71: 38.462821 39.837592
72: 38.812097 34.904425
73: 39.088672 31.534858
74: 39.617947 22.681617
75: 39.959140 59.144743
76: 40.055269 62.604766
77: 41.302136 6.846573
78: 41.867922 31.166968
79: 42.922791 39.755205
80: 43.359782 12.549434
81: 43.605893 17.285564
82: 43.738360 67.694507
83: 43.849598 34.705707
84: 43.896888 1.326576
85: 43.908308 53.017917
86: 44.604830 48.954121
87: 44.811479 15.370392
88: 44.856166 57.628837
89: 44.972477 23.527024
90: 45.704957 8.369206
91: 46.633972 44.984990
92: 46.636593 54.142048
93: 46.941337 68.368491
94: 48.298058 65.483705
95: 49.102116 38.201526
96: 49.616680 14.359619
97: 49.912634 62.264283
98: 50.536063 18.726578
99: 50.651630 1.412154
100: 51.054886 54.104656
101: 51.345786 22.864884
102: 51.374412 36.803074
103: 52.330915 34.507579
104: 52.821088 15.239250
105: 53.266276 37.460652
106: 53.568587 64.987780
107: 53.919750 72.802590
108: 54.350432 70.449615
109: 56.077480 3.550667
110: 56.435433 15.858415
111: 56.797737 59.513291
112: 57.032425 22.465583
113: 58.888400 71.824802
114: 59.143119 14.229292
115: 59.305110 18.341549
116: 60.355489 43.518008
117: 61.133848 70.377343
118: 61.379798 21.617591
119: 62.286695 39.720904
120: 62.378623 12.035246
121: 62.511254 46.684908
122: 63.447619 32.393274
123: 65.163105 31.211655
124: 65.787385 33.852623
125: 66.172771 20.033552
126: 66.439283 65.858433
127: 66.753940 14.619562
128: 66.979805 1.407339
129: 68.144052 55.924990
130: 69.034371 3.240855
131: 69.300660 62.284219
132: 70.633489 32.235964
