Nodes: 350
Protection radius: 1.000000
Disaster radius: 0.500000
0: 0.784760 56.600198
1: 0.861595 38.389000
2: 1.039309 117.519605
3: 1.352255 67.771736
4: 2.186098 110.737742
5: 2.455976 164.311053
6: 2.520686 138.753956
7: 2.534770 24.672497
8: 2.805702 147.707578
9: 4.013562 64.849523
10: 4.906412 172.201053
11: 5.438385 75.425022
12: 5.869492 57.230642
13: 5.910730 165.067912
14: 6.513871 73.701333
15: 6.914097 54.324997
16: 7.396358 69.621363
17: 7.559713 129.148051
18: 7.847236 167.476924
19: 8.108400 11.125348
20: 8.199139 1.341208
21: 8.747619 18.503539
22: 9.104737 137.944764
23: 10.524691 30.332672
24: 12.145932 116.855434
25: 12.542570 70.582584
26: 13.023442 151.707974
27: 13.825331 58.258589
28: 13.877889 54.017677
29: 14.052761 14.702992
30: 14.537910 167.963444
31: 14.831542 115.577446
32: 15.848767 127.218301
33: 16.363404 162.340706
34: 17.022377 155.067907
35: 17.218579 100.342261
36: 17.865151 68.149747
37: 18.105682 27.056162
38: 18.339737 9.514420
39: 18.610900 22.859005
40: 18.748237 66.151795
41: 19.355114 108.501199
42: 19.729625 153.389472
43: 20.308476 113.299491
44: 20.674569 31.999378
45: 21.761620 87.193409
46: 22.071375 46.308566
47: 22.439527 17.925956
48: 22.573930 165.641863
49: 23.138572 95.155166
50: 23.196386 57.373807
51: 24.001654 144.942591
52: 24.145919 59.214613
53: 24.351546 35.111641
54: 24.829379 26.241025
55: 25.179038 43.823107
56: 25.359010 90.680507
57: 25.796987 111.057773
58: 26.345761 142.930813
59: 26.682293 105.259015
60: 26.709484 114.942712
61: 26.994374 65.709980
62: 27.017884 75.620315
63: 27.928707 16.562635
64: 27.991617 37.419559
65: 28.425182 161.799020
66: 29.581898 52.179710
67: 29.984222 119.525816
68: 30.047790 16.809146
69: 30.191293 173.515223
70: 30.222363 8.513140
71: 31.982515 64.257919
72: 32.167061 25.061068
73: 32.363175 16.477087
74: 32.587555 12.568606
75: 34.255525 71.835404
76: 34.411407 142.482448
77: 34.751773 38.906569
78: 35.104279 119.197812
79: 35.699380 128.668307
80: 35.932154 32.250925
81: 36.230525 85.800273
82: 36.237436 11.556183
83: 36.371799 181.329156
84: 36.718062 153.108306
85: 37.723946 58.093984
86: 37.806475 115.333832
87: 37.917431 94.730865
88: 38.409706 88.121844
89: 38.838306 35.284504
90: 39.113338 164.345764
91: 39.341703 111.138425
92: 39.469502 101.092531
93: 40.580922 135.887342
94: 41.637010 115.790552
95: 42.166190 14.062143
96: 42.472108 16.206168
97: 43.417705 93.148374
98: 43.533319 19.042205
99: 43.692785 166.751142
100: 44.052707 75.804907
101: 44.247456 133.488791
102: 44.528293 151.550626
103: 45.187348 7.342325
104: 45.493159 119.741152
105: 46.492501 172.939703
106: 47.623431 86.408817
107: 48.007624 60.846364
108: 48.172970 141.247668
109: 48.491386 28.409964
110: 48.819095 91.660288
111: 50.374182 35.704106
112: 51.496227 112.444470
113: 52.054823 50.996584
114: 52.855252 37.944858
115: 53.224504 66.322837
116: 53.735179 170.793396
117: 53.955134 123.498911
118: 53.990200 86.307129
119: 54.002449 115.472260
120: 54.207645 117.928603
121: 54.437248 32.480222
122: 55.568602 141.383270
123: 57.078152 99.520250
124: 57.340802 124.551230
125: 57.433914 76.573838
126: 57.719269 27.069606
127: 58.219541 50.697307
128: 58.378422 137.392495
129: 62.682825 110.241560
130: 63.047490 72.598949
131: 63.179884 22.715394
132: 63.779722 92.168151
